Compound,Adduct info,Approved,Sample,Lipid Class,Num. of samples,Adducts,Has MS/MS,Has OX Chain,StdDev,Area
>>654.4477@4.40,,,"QE_18_45_0,05p_VIR2_20181110131811",Cholesterol and derivatives,4,,N,N,0,35357
>>654.4425@4.42,,,"QE_18_45_0,05p_VIR3_20181110135312",Cholesterol and derivatives,12,,N,N,0,46779
>>654.4560@4.39,,,"QE_18_45_0,05p_VIS1_20181110094805",Cholesterol and derivatives,12,,Y,N,0,479669
>>654.4449@4.43,,,"QE_18_45_0,05p_VIS2_20181110102309",Cholesterol and derivatives,12,,N,N,0,33912
>>654.4462@4.30,,,"QE_18_45_0,05p_VIS3_20181110105810",Cholesterol and derivatives,12,,N,N,0,39517
>495.3073@5.17,,Approved,Super Sample,Stigmasterols and C24-ethyl derivatives,12,,Y,N,603702.4881671951,310734.3416666667
>>495.3079@5.11,,,"QE_18_45_0,05p_SIR1_20181110072802",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,81902
>>495.3105@4.99,,,"QE_18_45_0,05p_SIR2_20181110080303",Stigmasterols and C24-ethyl derivatives,3,,N,N,0,116921
>>495.3049@5.24,,,"QE_18_45_0,05p_SIR3_20181110083804",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,183462
>>495.3057@5.20,,,"QE_18_45_0,05p_SIS1_20181110050800",Stigmasterols and C24-ethyl derivatives,2,,N,N,0,220888
>>495.3038@5.72,,,"QE_18_45_0,05p_SIS2_20181110054301",Stigmasterols and C24-ethyl derivatives,4,,N,N,0,309843
>>495.3105@5.13,,,"QE_18_45_0,05p_SIS3_20181110061802",Stigmasterols and C24-ethyl derivatives,11,,N,N,0,112569
>>495.3103@5.00,,,"QE_18_45_0,05p_VIR1_20181110124308",Stigmasterols and C24-ethyl derivatives,8,,N,N,0,92247
>>495.3098@5.03,,,"QE_18_45_0,05p_VIR2_20181110131811",Stigmasterols and C24-ethyl derivatives,2,,N,N,0,100411
>>495.3068@5.07,,,"QE_18_45_0,05p_VIR3_20181110135312",Stigmasterols and C24-ethyl derivatives,6,,N,N,0,43108
>>495.3030@5.33,,,"QE_18_45_0,05p_VIS1_20181110094805",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,2298790
>>495.3093@5.02,,,"QE_18_45_0,05p_VIS2_20181110102309",Stigmasterols and C24-ethyl derivatives,5,,N,N,0,112057
>>495.3057@5.18,,,"QE_18_45_0,05p_VIS3_20181110105810",Stigmasterols and C24-ethyl derivatives,4,,N,N,0,56614
>437.3146@5.53,,Approved,Super Sample,Cholesterol and derivatives,12,,Y,N,385720.0898417141,931202
>>437.3151@5.52,,,"QE_18_45_0,05p_SIR1_20181110072802",Cholesterol and derivatives,5,,Y,N,0,593185
>>437.3152@5.53,,,"QE_18_45_0,05p_SIR2_20181110080303",Cholesterol and derivatives,2,,Y,N,0,884735
>>437.3112@5.53,,,"QE_18_45_0,05p_SIR3_20181110083804",Cholesterol and derivatives,5,,N,N,0,1009430
>>437.3124@5.53,,,"QE_18_45_0,05p_SIS1_20181110050800",Cholesterol and derivatives,5,,Y,N,0,922869
>>437.3121@5.53,,,"QE_18_45_0,05p_SIS2_20181110054301",Cholesterol and derivatives,12,,N,N,0,595900
>>437.3166@5.54,,,"QE_18_45_0,05p_SIS3_20181110061802",Cholesterol and derivatives,12,,Y,N,0,585575
>>437.3179@5.53,,,"QE_18_45_0,05p_VIR1_20181110124308",Cholesterol and derivatives,12,,Y,N,0,1581300
>>437.3137@5.54,,,"QE_18_45_0,05p_VIR2_20181110131811",Cholesterol and derivatives,5,,Y,N,0,1176980
>>437.3171@5.52,,,"QE_18_45_0,05p_VIR3_20181110135312",Cholesterol and derivatives,2,,Y,N,0,630699
>>437.3149@5.52,,,"QE_18_45_0,05p_VIS1_20181110094805",Cholesterol and derivatives,12,,N,N,0,924895
>>437.3158@5.53,,,"QE_18_45_0,05p_VIS2_20181110102309",Cholesterol and derivatives,6,,N,N,0,1756880
>>437.3137@5.53,,,"QE_18_45_0,05p_VIS3_20181110105810",Cholesterol and derivatives,12,,Y,N,0,511976
>421.3407@5.53,,Approved,Super Sample,Cholesterol and derivatives,12,,Y,N,607095.3381795427,1637664
>>421.3401@5.54,,,"QE_18_45_0,05p_SIR1_20181110072802",Cholesterol and derivatives,12,,Y,N,0,1005490
>>421.3427@5.53,,,"QE_18_45_0,05p_SIR2_20181110080303",Cholesterol and derivatives,6,,Y,N,0,1498830
>>421.3374@5.53,,,"QE_18_45_0,05p_SIR3_20181110083804",Cholesterol and derivatives,12,,Y,N,0,1895310
>>421.3386@5.53,,,"QE_18_45_0,05p_SIS1_20181110050800",Cholesterol and derivatives,12,,Y,N,0,1872850
>>421.3443@5.53,,,"QE_18_45_0,05p_SIS2_20181110054301",Cholesterol and derivatives,12,,Y,N,0,1208280
>>421.3408@5.54,,,"QE_18_45_0,05p_SIS3_20181110061802",Cholesterol and derivatives,5,,Y,N,0,1067200
>>421.3435@5.53,,,"QE_18_45_0,05p_VIR1_20181110124308",Cholesterol and derivatives,5,,Y,N,0,2769160
>>421.3407@5.54,,,"QE_18_45_0,05p_VIR2_20181110131811",Cholesterol and derivatives,12,,Y,N,0,2100100
>>421.3407@5.54,,,"QE_18_45_0,05p_VIR3_20181110135312",Cholesterol and derivatives,12,,Y,N,0,1054580
>>421.3396@5.52,,,"QE_18_45_0,05p_VIS1_20181110094805",Cholesterol and derivatives,4,,Y,N,0,1747530
>>421.3415@5.53,,,"QE_18_45_0,05p_VIS2_20181110102309",Cholesterol and derivatives,1,,Y,N,0,2586320
>>421.3385@5.54,,,"QE_18_45_0,05p_VIS3_20181110105810",Cholesterol and derivatives,12,,Y,N,0,846318
>495.3055@5.87,,Approved,Super Sample,Stigmasterols and C24-ethyl derivatives,12,,Y,N,203142.5513173342,110094.99166666665
>>495.3070@5.95,,,"QE_18_45_0,05p_SIR1_20181110072802",Stigmasterols and C24-ethyl derivatives,5,,N,N,0,30447
>>495.3073@5.96,,,"QE_18_45_0,05p_SIR2_20181110080303",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,21254
>>495.3041@5.69,,,"QE_18_45_0,05p_SIR3_20181110083804",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,63285
>>495.3039@5.98,,,"QE_18_45_0,05p_SIS1_20181110050800",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,81653
>>495.3038@5.76,,,"QE_18_45_0,05p_SIS2_20181110054301",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,150870
>>495.3056@5.93,,,"QE_18_45_0,05p_SIS3_20181110061802",Stigmasterols and C24-ethyl derivatives,2,,N,N,0,15716
>>495.3066@5.90,,,"QE_18_45_0,05p_VIR1_20181110124308",Stigmasterols and C24-ethyl derivatives,4,,N,N,0,61556
>>495.3064@5.93,,,"QE_18_45_0,05p_VIR2_20181110131811",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,41789
>>495.3059@5.94,,,"QE_18_45_0,05p_VIR3_20181110135312",Stigmasterols and C24-ethyl derivatives,1,,N,N,0,11290
>>495.3031@5.81,,,"QE_18_45_0,05p_VIS1_20181110094805",Stigmasterols and C24-ethyl derivatives,2,,Y,N,0,772875
>>495.3060@5.69,,,"QE_18_45_0,05p_VIS2_20181110102309",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,42846
>>495.3062@5.94,,,"QE_18_45_0,05p_VIS3_20181110105810",Stigmasterols and C24-ethyl derivatives,2,,N,N,0,27559
>421.3529@6.03,,Approved,Super Sample,Cholesterol and derivatives,12,,Y,N,987736.547809811,1857271.4166666667
>>421.3520@6.16,,,"QE_18_45_0,05p_SIR1_20181110072802",Cholesterol and derivatives,12,,N,N,0,908825
>>421.3572@6.14,,,"QE_18_45_0,05p_SIR2_20181110080303",Cholesterol and derivatives,11,,Y,N,0,1478070
>>421.3517@5.94,,,"QE_18_45_0,05p_SIR3_20181110083804",Cholesterol and derivatives,12,,Y,N,0,3895820
>>421.3518@5.98,,,"QE_18_45_0,05p_SIS1_20181110050800",Cholesterol and derivatives,12,,Y,N,0,1356590
>>421.3520@5.99,,,"QE_18_45_0,05p_SIS2_20181110054301",Cholesterol and derivatives,12,,Y,N,0,2709430
>>421.3529@5.96,,,"QE_18_45_0,05p_SIS3_20181110061802",Cholesterol and derivatives,4,,Y,N,0,923583
>>421.3563@5.97,,,"QE_18_45_0,05p_VIR1_20181110124308",Cholesterol and derivatives,12,,N,N,0,1409290
>>421.3523@5.97,,,"QE_18_45_0,05p_VIR2_20181110131811",Cholesterol and derivatives,12,,Y,N,0,2551130
>>421.3523@6.14,,,"QE_18_45_0,05p_VIR3_20181110135312",Cholesterol and derivatives,6,,Y,N,0,1028550
>>421.3514@5.99,,,"QE_18_45_0,05p_VIS1_20181110094805",Cholesterol and derivatives,12,,Y,N,0,1777510
>>421.3524@5.96,,,"QE_18_45_0,05p_VIS2_20181110102309",Cholesterol and derivatives,11,,Y,N,0,3377630
>>421.3526@6.16,,,"QE_18_45_0,05p_VIS3_20181110105810",Cholesterol and derivatives,12,,Y,N,0,870829
>465.3441@7.78,,Approved,Super Sample,Cholesterol and derivatives,12,,Y,N,306038.9194697665,1085527.3333333333
>>465.3414@7.78,,,"QE_18_45_0,05p_SIR1_20181110072802",Cholesterol and derivatives,10,,Y,N,0,774745
>>465.3508@7.79,,,"QE_18_45_0,05p_SIR2_20181110080303",Cholesterol and derivatives,5,,Y,N,0,1032970
>>465.3419@7.79,,,"QE_18_45_0,05p_SIR3_20181110083804",Cholesterol and derivatives,6,,Y,N,0,1202820
>>465.3451@7.79,,,"QE_18_45_0,05p_SIS1_20181110050800",Cholesterol and derivatives,2,,Y,N,0,1215490
>>465.3448@7.79,,,"QE_18_45_0,05p_SIS2_20181110054301",Cholesterol and derivatives,9,,Y,N,0,796963
>>465.3420@7.78,,,"QE_18_45_0,05p_SIS3_20181110061802",Cholesterol and derivatives,12,,Y,N,0,836603
>>465.3500@7.78,,,"QE_18_45_0,05p_VIR1_20181110124308",Cholesterol and derivatives,12,,Y,N,0,1653060
>>465.3416@7.78,,,"QE_18_45_0,05p_VIR2_20181110131811",Cholesterol and derivatives,12,,Y,N,0,1455800
>>465.3440@7.78,,,"QE_18_45_0,05p_VIR3_20181110135312",Cholesterol and derivatives,12,,Y,N,0,772714
>>465.3394@7.78,,,"QE_18_45_0,05p_VIS1_20181110094805",Cholesterol and derivatives,12,,Y,N,0,1316750
>>465.3437@7.78,,,"QE_18_45_0,05p_VIS2_20181110102309",Cholesterol and derivatives,12,,Y,N,0,1314090
>>465.3448@7.78,,,"QE_18_45_0,05p_VIS3_20181110105810",Cholesterol and derivatives,6,,Y,N,0,654323
>449.3723@7.79,,Approved,Super Sample,Cholesterol and derivatives,12,,Y,N,961304.9065242717,2192615.8333333335
>>449.3737@7.78,,,"QE_18_45_0,05p_SIR1_20181110072802",Cholesterol and derivatives,5,,Y,N,0,1441620
>>449.3746@7.79,,,"QE_18_45_0,05p_SIR2_20181110080303",Cholesterol and derivatives,12,,Y,N,0,1686230
>>449.3724@7.79,,,"QE_18_45_0,05p_SIR3_20181110083804",Cholesterol and derivatives,2,,Y,N,0,1992490
>>449.3674@7.79,,,"QE_18_45_0,05p_SIS1_20181110050800",Cholesterol and derivatives,6,,Y,N,0,2406230
>>449.3769@7.79,,,"QE_18_45_0,05p_SIS2_20181110054301",Cholesterol and derivatives,12,,Y,N,0,1489670
>>449.3705@7.79,,,"QE_18_45_0,05p_SIS3_20181110061802",Cholesterol and derivatives,10,,Y,N,0,1437340
>>449.3754@7.78,,,"QE_18_45_0,05p_VIR1_20181110124308",Cholesterol and derivatives,12,,N,N,0,4150800
>>449.3714@7.78,,,"QE_18_45_0,05p_VIR2_20181110131811",Cholesterol and derivatives,3,,Y,N,0,2533530
>>449.3730@7.78,,,"QE_18_45_0,05p_VIR3_20181110135312",Cholesterol and derivatives,12,,N,N,0,1278460
>>449.3696@7.78,,,"QE_18_45_0,05p_VIS1_20181110094805",Cholesterol and derivatives,12,,Y,N,0,2523710
>>449.3709@7.78,,,"QE_18_45_0,05p_VIS2_20181110102309",Cholesterol and derivatives,12,,N,N,0,4052480
>>449.3720@7.79,,,"QE_18_45_0,05p_VIS3_20181110105810",Cholesterol and derivatives,12,,Y,N,0,1318830
>457.3313@8.39,,Approved,Super Sample,Stigmasterols and C24-ethyl derivatives,12,,Y,N,2915202.7073239502,3517828.6666666665
>>457.3300@8.39,,,"QE_18_45_0,05p_SIR1_20181110072802",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,1084000
>>457.3368@8.39,,,"QE_18_45_0,05p_SIR2_20181110080303",Stigmasterols and C24-ethyl derivatives,1,,Y,N,0,7172710
>>457.3297@8.40,,,"QE_18_45_0,05p_SIR3_20181110083804",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,2160290
>>457.3304@8.39,,,"QE_18_45_0,05p_SIS1_20181110050800",Stigmasterols and C24-ethyl derivatives,1,,Y,N,0,8183110
>>457.3301@8.39,,,"QE_18_45_0,05p_SIS2_20181110054301",Stigmasterols and C24-ethyl derivatives,5,,Y,N,0,1655310
>>457.3308@8.39,,,"QE_18_45_0,05p_SIS3_20181110061802",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,1096580
>>457.3359@8.39,,,"QE_18_45_0,05p_VIR1_20181110124308",Stigmasterols and C24-ethyl derivatives,1,,Y,N,0,7825410
>>457.3306@8.39,,,"QE_18_45_0,05p_VIR2_20181110131811",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,1852200
>>457.3300@8.39,,,"QE_18_45_0,05p_VIR3_20181110135312",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,921302
>>457.3300@8.39,,,"QE_18_45_0,05p_VIS1_20181110094805",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,7164660
>>457.3305@8.39,,,"QE_18_45_0,05p_VIS2_20181110102309",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,2113990
>>457.3305@8.39,,,"QE_18_45_0,05p_VIS3_20181110105810",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,984382
>474.3587@8.39,,Approved,Super Sample,Stigmasterols and C24-ethyl derivatives,12,,Y,N,2468974.36367043,3045300.8333333335
>>474.3576@8.39,,,"QE_18_45_0,05p_SIR1_20181110072802",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,909362
>>474.3638@8.39,,,"QE_18_45_0,05p_SIR2_20181110080303",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,6319320
>>474.3572@8.40,,,"QE_18_45_0,05p_SIR3_20181110083804",Stigmasterols and C24-ethyl derivatives,2,,Y,N,0,2029260
>>474.3573@8.39,,,"QE_18_45_0,05p_SIS1_20181110050800",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,7124300
>>474.3577@8.39,,,"QE_18_45_0,05p_SIS2_20181110054301",Stigmasterols and C24-ethyl derivatives,11,,Y,N,0,1508670
>>474.3585@8.39,,,"QE_18_45_0,05p_SIS3_20181110061802",Stigmasterols and C24-ethyl derivatives,11,,Y,N,0,925683
>>474.3630@8.39,,,"QE_18_45_0,05p_VIR1_20181110124308",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,6572810
>>474.3580@8.39,,,"QE_18_45_0,05p_VIR2_20181110131811",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,1725400
>>474.3579@8.39,,,"QE_18_45_0,05p_VIR3_20181110135312",Stigmasterols and C24-ethyl derivatives,1,,Y,N,0,815316
>>474.3567@8.39,,,"QE_18_45_0,05p_VIS1_20181110094805",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,5881060
>>474.3581@8.39,,,"QE_18_45_0,05p_VIS2_20181110102309",Stigmasterols and C24-ethyl derivatives,10,,Y,N,0,1868960
>>474.3580@8.39,,,"QE_18_45_0,05p_VIS3_20181110105810",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,863469
>447.3830@9.82,,Approved,Super Sample,Stigmasterols and C24-ethyl derivatives,12,,Y,N,165136.2182701165,587961.6666666666
>>447.3819@9.80,,,"QE_18_45_0,05p_SIR1_20181110072802",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,596089
>>447.3880@9.81,,,"QE_18_45_0,05p_SIR2_20181110080303",Stigmasterols and C24-ethyl derivatives,8,,Y,N,0,513580
>>447.3815@9.80,,,"QE_18_45_0,05p_SIR3_20181110083804",Stigmasterols and C24-ethyl derivatives,11,,Y,N,0,496890
>>447.3817@9.81,,,"QE_18_45_0,05p_SIS1_20181110050800",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,684850
>>447.3818@9.80,,,"QE_18_45_0,05p_SIS2_20181110054301",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,372960
>>447.3825@9.82,,,"QE_18_45_0,05p_SIS3_20181110061802",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,540144
>>447.3869@9.89,,,"QE_18_45_0,05p_VIR1_20181110124308",Stigmasterols and C24-ethyl derivatives,4,,Y,N,0,780161
>>447.3839@9.80,,,"QE_18_45_0,05p_VIR2_20181110131811",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,464281
>>447.3840@9.80,,,"QE_18_45_0,05p_VIR3_20181110135312",Stigmasterols and C24-ethyl derivatives,5,,Y,N,0,570219
>>447.3793@9.86,,,"QE_18_45_0,05p_VIS1_20181110094805",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,575868
>>447.3827@9.81,,,"QE_18_45_0,05p_VIS2_20181110102309",Stigmasterols and C24-ethyl derivatives,3,,Y,N,0,1015080
>>447.3823@9.81,,,"QE_18_45_0,05p_VIS3_20181110105810",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,445418
>461.3630@10.23,,Approved,Super Sample,Stigmasterols and C24-ethyl derivatives,12,,Y,N,320357.04955261335,1211268.6666666667
>>461.3619@10.20,,,"QE_18_45_0,05p_SIR1_20181110072802",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,965443
>>461.3682@10.19,,,"QE_18_45_0,05p_SIR2_20181110080303",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,1194750
>>461.3617@10.19,,,"QE_18_45_0,05p_SIR3_20181110083804",Stigmasterols and C24-ethyl derivatives,10,,Y,N,0,1518150
>>461.3618@10.34,,,"QE_18_45_0,05p_SIS1_20181110050800",Stigmasterols and C24-ethyl derivatives,2,,Y,N,0,1939840
>>461.3620@10.33,,,"QE_18_45_0,05p_SIS2_20181110054301",Stigmasterols and C24-ethyl derivatives,1,,Y,N,0,886076
>>461.3628@10.19,,,"QE_18_45_0,05p_SIS3_20181110061802",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,860863
>>461.3674@10.19,,,"QE_18_45_0,05p_VIR1_20181110124308",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,1536240
>>461.3623@10.35,,,"QE_18_45_0,05p_VIR2_20181110131811",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,1100170
>>461.3621@10.18,,,"QE_18_45_0,05p_VIR3_20181110135312",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,838792
>>461.3615@10.19,,,"QE_18_45_0,05p_VIS1_20181110094805",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,1139770
>>461.3627@10.20,,,"QE_18_45_0,05p_VIS2_20181110102309",Stigmasterols and C24-ethyl derivatives,12,,Y,N,0,1430410
>>461.3622@10.20,,,"QE_18_45_0,05p_VIS3_20181110105810",Stigmasterols and C24-ethyl derivatives,2,,Y,N,0,1124720
>401.3420@10.30,,Approved,Super Sample,Cholesterol and derivatives,12,,Y,N,726118.5126850085,4106721.6666666665
>>401.3411@10.30,,,"QE_18_45_0,05p_SIR1_20181110072802",Cholesterol and derivatives,12,,Y,N,0,3577300
>>401.3465@10.30,,,"QE_18_45_0,05p_SIR2_20181110080303",Cholesterol and derivatives,12,,Y,N,0,3741010
>>401.3407@10.30,,,"QE_18_45_0,05p_SIR3_20181110083804",Cholesterol and derivatives,12,,Y,N,0,3876710
>>401.3409@10.30,,,"QE_18_45_0,05p_SIS1_20181110050800",Cholesterol and derivatives,12,,Y,N,0,4734230
>>401.3411@10.30,,,"QE_18_45_0,05p_SIS2_20181110054301",Cholesterol and derivatives,12,,Y,N,0,4049510
>>401.3418@10.30,,,"QE_18_45_0,05p_SIS3_20181110061802",Cholesterol and derivatives,12,,Y,N,0,3801690
>>401.3458@10.30,,,"QE_18_45_0,05p_VIR1_20181110124308",Cholesterol and derivatives,12,,Y,N,0,5282160
>>401.3414@10.30,,,"QE_18_45_0,05p_VIR2_20181110131811",Cholesterol and derivatives,12,,Y,N,0,5469720
>>401.3412@10.30,,,"QE_18_45_0,05p_VIR3_20181110135312",Cholesterol and derivatives,12,,Y,N,0,2968870
>>401.3404@10.30,,,"QE_18_45_0,05p_VIS1_20181110094805",Cholesterol and derivatives,12,,N,N,0,3597470
>>401.3417@10.30,,,"QE_18_45_0,05p_VIS2_20181110102309",Cholesterol and derivatives,12,,Y,N,0,4627650
>>401.3414@10.30,,,"QE_18_45_0,05p_VIS3_20181110105810",Cholesterol and derivatives,12,,Y,N,0,3554340
>461.3634@10.65,,Approved,Super Sample,Stigmasterols and C24-ethyl derivatives,12,,Y,N,212533.40936439982,861346.6666666666
>>461.3623@10.65,,,"QE_18_45_0,05p_SIR1_20181110072802",Stigmasterols and C24-ethyl derivatives,12,,N,N,0,646503
