GroupId,ID,Inchi,m/z,RT,Adduct,Sum composition,Common name,Lipid class,Session,Identification name
18,LMSP02010042,ASKHOXZWEDLQAR-GLQCRSEXSA-N,622.6128,10.51,[M+H]+,40:1,"Cer(d14:1/26:0)","N-acylsphingosines (ceramides)",,"SP"
18,LMSP02010050,UVOIUTYXLKCPEC-GLQCRSEXSA-N,622.6128,10.51,[M+H]+,40:1,"Cer(d16:1/24:0)","N-acylsphingosines (ceramides)",,"SP"
19,LMSP02010008,KEPQASGDXIEOIL-GLQCRSEXSA-N,622.6128,10.51,[M+H]+,40:1,"Cer(d18:1/22:0)","N-acylsphingosines (ceramides)",,"SP"
20,LMSP02010009,VJSBNBBOSZJDKB-KPEYJIHVSA-N,648.6281,10.95,[M+H]+,42:2,"Cer(d18:1/24:1(15Z))","N-acylsphingosines (ceramides)",,"SP"
21,LMSP02010012,ZJVVOYPTFQEGPH-AUTSUKAISA-N,650.6441,12.31,[M+H]+,42:1,"Cer(d18:1/24:0)","N-acylsphingosines (ceramides)",,"SP"
22,LMSP00000008,SPBLYZJOQAUPPY-JGWXTICHSA-N,634.6490,12.41,[M+H]+,42:1,"Cer(m18:1(4E)/24:0)","Other Sphingolipids",,"SP"
23,LMSP03010037,CGMZWBZSOINWHL-YPDYIYJKSA-N,689.5684,12.49,[M+H]+,33:1,"SM(d16:1/17:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
23,LMSP03010038,LQINJRUGTUOHGS-YPDYIYJKSA-N,689.5684,12.49,[M+H]+,33:1,"SM(d18:1/15:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
24,LMSP03010044,YMQZQHIESOAPQH-JXGHDCMNSA-N,717.5993,14.46,[M+H]+,35:1,"SM(d18:1/17:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
24,LMSP03010045,LHFJEPSCFVKEET-JXGHDCMNSA-N,717.5993,14.46,[M+H]+,35:1,"SM(d19:1/16:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
25,LMSP03010052,CYAOJEYKBPRRNW-YJFXYUILSA-N,731.6154,14.82,[M+H]+,36:1,"SM(d16:1/20:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
25,LMSP03010031,XYLWKHKCYHMVMA-RVPJYPCXSA-N,731.6154,14.82,[M+H]+,36:1,"SM(d18:0/18:1(9Z))","Ceramide phosphocholines (sphingomyelins)",,"SP"
25,LMSP03010001,LKQLRGMMMAHREN-YJFXYUILSA-N,731.6154,14.82,[M+H]+,36:1,"SM(d18:1/18:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
26,LMSP03010052,CYAOJEYKBPRRNW-YJFXYUILSA-N,731.6154,15.18,[M+H]+,36:1,"SM(d16:1/20:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
26,LMSP03010031,XYLWKHKCYHMVMA-RVPJYPCXSA-N,731.6154,15.18,[M+H]+,36:1,"SM(d18:0/18:1(9Z))","Ceramide phosphocholines (sphingomyelins)",,"SP"
26,LMSP03010001,LKQLRGMMMAHREN-YJFXYUILSA-N,731.6154,15.18,[M+H]+,36:1,"SM(d18:1/18:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
27,LMSP03010052,CYAOJEYKBPRRNW-YJFXYUILSA-N,731.6154,15.20,[M+H]+,36:1,"SM(d16:1/20:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
27,LMSP03010031,XYLWKHKCYHMVMA-RVPJYPCXSA-N,731.6154,15.20,[M+H]+,36:1,"SM(d18:0/18:1(9Z))","Ceramide phosphocholines (sphingomyelins)",,"SP"
27,LMSP03010001,LKQLRGMMMAHREN-YJFXYUILSA-N,731.6154,15.20,[M+H]+,36:1,"SM(d18:1/18:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
28,LMSP03010061,XNBRFUCJENKXCT-SVLGDMRNSA-N,759.6460,16.86,[M+H]+,38:1,"SM(d16:1/22:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
28,LMSP03010005,AADLTHQNYQJHQV-SVLGDMRNSA-N,759.6460,16.86,[M+H]+,38:1,"SM(d18:1/20:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
29,LMSP03010004,QHZIGNLCLJPLCU-QPPIDDCLSA-N,705.5811,18.33,[M+H]+,34:0,"SM(d18:0/16:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
30,LMSP03010073,ZMVICCPXQQIKAC-TWKUQIQBSA-N,787.6771,18.96,[M+H]+,40:1,"SM(d16:1/24:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
30,LMSP03010006,FJJANLYCZUNFSE-TWKUQIQBSA-N,787.6771,18.96,[M+H]+,40:1,"SM(d18:1/22:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
31,LMSP03010073,ZMVICCPXQQIKAC-TWKUQIQBSA-N,787.6771,18.98,[M+H]+,40:1,"SM(d16:1/24:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
31,LMSP03010006,FJJANLYCZUNFSE-TWKUQIQBSA-N,787.6771,18.98,[M+H]+,40:1,"SM(d18:1/22:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
32,LMSP03010007,WKZHECFHXLTOLJ-QYKFWSDSSA-N,813.6930,19.10,[M+H]+,42:2,"SM(d18:1/24:1(15Z))","Ceramide phosphocholines (sphingomyelins)",,"SP"
32,LMSP03010081,DACOGJMBYLZYDH-GXJPFUDISA-N,813.6930,19.10,[M+H]+,42:2,"SM(d18:2/24:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
33,LMSP03010007,WKZHECFHXLTOLJ-QYKFWSDSSA-N,813.6929,19.12,[M+H]+,42:2,"SM(d18:1/24:1(15Z))","Ceramide phosphocholines (sphingomyelins)",,"SP"
33,LMSP03010081,DACOGJMBYLZYDH-GXJPFUDISA-N,813.6929,19.12,[M+H]+,42:2,"SM(d18:2/24:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
34,LMSP03010007,WKZHECFHXLTOLJ-QYKFWSDSSA-N,813.6927,19.16,[M+H]+,42:2,"SM(d18:1/24:1(15Z))","Ceramide phosphocholines (sphingomyelins)",,"SP"
34,LMSP03010081,DACOGJMBYLZYDH-GXJPFUDISA-N,813.6927,19.16,[M+H]+,42:2,"SM(d18:2/24:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
35,LMSP03010007,WKZHECFHXLTOLJ-QYKFWSDSSA-N,813.6930,19.82,[M+H]+,42:2,"SM(d18:1/24:1(15Z))","Ceramide phosphocholines (sphingomyelins)",,"SP"
35,LMSP03010081,DACOGJMBYLZYDH-GXJPFUDISA-N,813.6930,19.82,[M+H]+,42:2,"SM(d18:2/24:0)","Ceramide phosphocholines (sphingomyelins)",,"SP"
