Compound,Adduct info,Approved,Sample,Lipid Class,Num. of samples,Adducts,Has MS/MS,Has OX Chain,StdDev,Area
>>432.3114@1.87,,,"QE_18_45_0,05p_VIS3_20181110105810",Sphingoid base analogs,5,,N,N,0,364407
>647.5136@12.43,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,521950.4935309691,2182581.6666666665
>>647.5123@12.42,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),10,,Y,N,0,2671990
>>647.5208@12.44,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,2357020
>>647.5114@12.44,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),11,,Y,N,0,1695920
>>647.5117@12.44,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,3287380
>>647.5122@12.42,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),11,,Y,N,0,2016070
>>647.5134@12.42,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,2632850
>>647.5196@12.44,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,2439600
>>647.5125@12.43,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,1248750
>>647.5124@12.43,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),1,,Y,N,0,1598140
>>647.5113@12.43,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),1,,Y,N,0,2062040
>>647.5132@12.43,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,2101380
>>647.5126@12.42,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),9,,Y,N,0,2079840
>673.5296@12.69,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,1059566.5221945979,3732906.6666666665
>>673.5282@12.68,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,5101730
>>673.5371@12.69,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),11,,Y,N,0,4532080
>>673.5275@12.70,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,3283340
>>673.5274@12.69,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),9,,Y,N,0,5765730
>>673.5282@12.69,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),9,,Y,N,0,3924520
>>673.5294@12.69,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,4849670
>>673.5357@12.69,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,3451580
>>673.5289@12.69,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,2145040
>>673.5283@12.68,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),1,,Y,N,0,2575440
>>673.5271@12.69,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,3094050
>>673.5290@12.69,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,2932520
>>673.5285@12.68,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),10,,Y,N,0,3139180
>695.5114@12.69,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,36804.99984959301,159730.67500000002
>>695.5101@12.70,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,212877
>>695.5193@12.69,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,203769
>>695.5092@12.69,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,156776
>>695.5092@12.71,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,179087
>>695.5098@12.69,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,172640
>>695.5112@12.69,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,204333
>>695.5178@12.69,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,174812
>>695.5105@12.69,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,97023
>>695.5101@12.67,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,108741
>>695.5086@12.67,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,151394
>>695.5110@12.68,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,121934
>>695.5101@12.70,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,133382
>673.5294@13.00,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,182527.5628221819,714199.1666666666
>>673.5282@12.99,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),2,,Y,N,0,991558
>>673.5370@13.00,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,864535
>>673.5273@13.03,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),1,,Y,N,0,738332
>>673.5275@12.98,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,1011000
>>673.5279@12.98,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),5,,Y,N,0,720515
>>673.5290@13.00,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,848396
>>673.5356@13.00,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,739460
>>673.5285@13.00,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,403423
>>673.5282@13.00,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,503443
>>673.5268@12.98,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,595379
>>673.5291@13.01,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,588067
>>673.5283@12.97,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,566282
>649.5297@13.14,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,39873.95657195586,104379.46666666667
>>649.5278@13.12,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),5,,N,N,0,137771
>>649.5363@13.11,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,148319
>>649.5266@13.12,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,91515
>>649.5271@13.14,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,125239
>>649.5271@13.12,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,105332
>>649.5289@13.12,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,163174
>>649.5348@13.11,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,126875
>>649.5318@13.19,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,28796
>>649.5299@13.19,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,42430
>>649.5274@13.12,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,70933
>>649.5285@13.13,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),11,,Y,N,0,126010
>>649.5303@13.18,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,86159
>687.5451@13.70,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,342441.56055839173,1325709
>>687.5437@13.70,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,1501490
>>687.5527@13.70,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,1863840
>>687.5429@13.70,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),4,,Y,N,0,1236420
>>687.5430@13.70,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,1728010
>>687.5436@13.69,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,1031890
>>687.5448@13.70,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,1911300
>>687.5522@13.70,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,1317420
>>687.5438@13.69,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,899138
>>687.5436@13.72,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),1,,Y,N,0,1173790
>>687.5424@13.70,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),1,,Y,N,0,1227490
>>687.5447@13.70,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,818990
>>687.5438@13.72,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,1198730
>675.5446@13.93,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,163549.48936220768,470912.1666666667
>>675.5433@13.92,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,635874
>>675.5522@13.93,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),6,,Y,N,0,502245
>>675.5423@13.93,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,348732
>>675.5424@13.92,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,832609
>>675.5430@13.94,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,517346
>>675.5444@13.92,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,662826
>>675.5509@13.93,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),4,,Y,N,0,426790
>>675.5434@13.93,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,243828
>>675.5432@13.94,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),8,,Y,N,0,269682
>>675.5425@13.93,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,398245
>>675.5443@13.92,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),2,,Y,N,0,391692
>>675.5435@13.92,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,421077
>594.5832@14.00,,Approved,Super Sample,N-acylsphingosines (ceramides),12,,Y,N,75345.69712885622,277696
>>594.5820@13.99,,,"QE_18_45_0,05p_SIR1_20181110072802",N-acylsphingosines (ceramides),12,,N,N,0,241783
>>594.5899@13.99,,,"QE_18_45_0,05p_SIR2_20181110080303",N-acylsphingosines (ceramides),12,,Y,N,0,298978
>>594.5810@13.99,,,"QE_18_45_0,05p_SIR3_20181110083804",N-acylsphingosines (ceramides),12,,Y,N,0,286403
>>594.5811@14.00,,,"QE_18_45_0,05p_SIS1_20181110050800",N-acylsphingosines (ceramides),12,,Y,N,0,304701
>>594.5816@13.99,,,"QE_18_45_0,05p_SIS2_20181110054301",N-acylsphingosines (ceramides),12,,Y,N,0,147220
>>594.5828@14.00,,,"QE_18_45_0,05p_SIS3_20181110061802",N-acylsphingosines (ceramides),12,,Y,N,0,246602
>>594.5888@13.99,,,"QE_18_45_0,05p_VIR1_20181110124308",N-acylsphingosines (ceramides),12,,Y,N,0,419258
>>594.5822@13.99,,,"QE_18_45_0,05p_VIR2_20181110131811",N-acylsphingosines (ceramides),12,,N,N,0,258666
>>594.5819@13.99,,,"QE_18_45_0,05p_VIR3_20181110135312",N-acylsphingosines (ceramides),12,,Y,N,0,412247
>>594.5809@14.01,,,"QE_18_45_0,05p_VIS1_20181110094805",N-acylsphingosines (ceramides),12,,N,N,0,193619
>>594.5826@14.00,,,"QE_18_45_0,05p_VIS2_20181110102309",N-acylsphingosines (ceramides),12,,Y,N,0,234220
>>594.5833@14.00,,,"QE_18_45_0,05p_VIS3_20181110105810",N-acylsphingosines (ceramides),12,,Y,N,0,288655
>482.4576@14.07,,Approved,Super Sample,N-acylsphingosines (ceramides),12,,Y,N,176111.41563289482,578098.3333333334
>>482.4566@14.07,,,"QE_18_45_0,05p_SIR1_20181110072802",N-acylsphingosines (ceramides),12,,N,N,0,430596
>>482.4631@14.08,,,"QE_18_45_0,05p_SIR2_20181110080303",N-acylsphingosines (ceramides),12,,N,N,0,494980
>>482.4560@14.07,,,"QE_18_45_0,05p_SIR3_20181110083804",N-acylsphingosines (ceramides),12,,N,N,0,472010
>>482.4561@14.08,,,"QE_18_45_0,05p_SIS1_20181110050800",N-acylsphingosines (ceramides),12,,N,N,0,610611
>>482.4563@14.07,,,"QE_18_45_0,05p_SIS2_20181110054301",N-acylsphingosines (ceramides),12,,N,N,0,350102
>>482.4575@14.07,,,"QE_18_45_0,05p_SIS3_20181110061802",N-acylsphingosines (ceramides),12,,N,N,0,437414
>>482.4622@14.07,,,"QE_18_45_0,05p_VIR1_20181110124308",N-acylsphingosines (ceramides),5,,N,N,0,760298
>>482.4570@14.07,,,"QE_18_45_0,05p_VIR2_20181110131811",N-acylsphingosines (ceramides),12,,N,N,0,459558
>>482.4567@14.07,,,"QE_18_45_0,05p_VIR3_20181110135312",N-acylsphingosines (ceramides),1,,Y,N,0,526539
>>482.4556@14.07,,,"QE_18_45_0,05p_VIS1_20181110094805",N-acylsphingosines (ceramides),9,,N,N,0,990945
>>482.4574@14.07,,,"QE_18_45_0,05p_VIS2_20181110102309",N-acylsphingosines (ceramides),10,,Y,N,0,637461
>>482.4568@14.07,,,"QE_18_45_0,05p_VIS3_20181110105810",N-acylsphingosines (ceramides),12,,Y,N,0,766666
>675.5444@14.25,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,25519502.978163585,113963850
>>675.5428@14.24,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,137934000
>>675.5520@14.25,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,138021000
>>675.5422@14.24,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,103522000
>>675.5424@14.24,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),2,,Y,N,0,166816000
>>675.5426@14.24,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),11,,Y,N,0,97865800
>>675.5440@14.25,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,130286000
>>675.5508@14.25,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,129161000
>>675.5435@14.24,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,70017400
>>675.5430@14.25,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,93767500
>>675.5419@14.25,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,106222000
>>675.5439@14.25,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),11,,Y,N,0,100616000
>>675.5434@14.25,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,93337500
>697.5262@14.25,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,2200997.357943509,7840209.166666667
>>697.5245@14.24,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,10700300
>>697.5341@14.25,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,10435900
>>697.5240@14.25,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),4,,Y,N,0,6737210
>>697.5242@14.24,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),10,,Y,N,0,11438300
>>697.5244@14.24,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,5865560
>>697.5259@14.25,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,9418770
>>697.5327@14.25,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),8,,Y,N,0,9366910
>>697.5251@14.25,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,4380650
>>697.5249@14.25,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,6345950
>>697.5236@14.25,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,6953210
>>697.5256@14.25,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,6433270
>>697.5252@14.25,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,6006480
>508.4729@14.27,,Approved,Super Sample,N-acylsphingosines (ceramides),12,,Y,N,277261.4086759501,1911450.8333333333
>>508.4720@14.27,,,"QE_18_45_0,05p_SIR1_20181110072802",N-acylsphingosines (ceramides),12,,Y,N,0,1920020
>>508.4789@14.27,,,"QE_18_45_0,05p_SIR2_20181110080303",N-acylsphingosines (ceramides),12,,Y,N,0,1863140
>>508.4702@14.28,,,"QE_18_45_0,05p_SIR3_20181110083804",N-acylsphingosines (ceramides),12,,Y,N,0,1792570
>>508.4718@14.27,,,"QE_18_45_0,05p_SIS1_20181110050800",N-acylsphingosines (ceramides),12,,Y,N,0,2292570
>>508.4713@14.27,,,"QE_18_45_0,05p_SIS2_20181110054301",N-acylsphingosines (ceramides),3,,Y,N,0,1274740
>>508.4714@14.28,,,"QE_18_45_0,05p_SIS3_20181110061802",N-acylsphingosines (ceramides),12,,Y,N,0,1845180
>>508.4780@14.27,,,"QE_18_45_0,05p_VIR1_20181110124308",N-acylsphingosines (ceramides),12,,Y,N,0,2281350
>>508.4724@14.27,,,"QE_18_45_0,05p_VIR2_20181110131811",N-acylsphingosines (ceramides),12,,Y,N,0,1555550
>>508.4722@14.27,,,"QE_18_45_0,05p_VIR3_20181110135312",N-acylsphingosines (ceramides),12,,Y,N,0,1935170
>>508.4714@14.27,,,"QE_18_45_0,05p_VIS1_20181110094805",N-acylsphingosines (ceramides),7,,Y,N,0,2124870
>>508.4728@14.27,,,"QE_18_45_0,05p_VIS2_20181110102309",N-acylsphingosines (ceramides),12,,Y,N,0,2112730
>>508.4726@14.28,,,"QE_18_45_0,05p_VIS3_20181110105810",N-acylsphingosines (ceramides),12,,Y,N,0,1939520
>687.5439@14.46,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,45588.09750014861,153646.61666666667
>>687.5424@14.45,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),11,,Y,N,0,197141
>>687.5515@14.44,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,197982
>>687.5418@14.43,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),10,,Y,N,0,121954
>>687.5419@14.45,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),1,,Y,N,0,252419
>>687.5424@14.44,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,129571
>>687.5439@14.44,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),2,,Y,N,0,156573
>>687.5482@14.44,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,119222
>>687.5434@14.59,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),5,,N,N,0,186414
>>687.5426@14.43,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),5,,N,N,0,81223
>>687.5419@14.46,,,"QE_18_45_0,05p_VIS1_20181110094805",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,159305
>>687.5438@14.46,,,"QE_18_45_0,05p_VIS2_20181110102309",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,115371
>>687.5435@14.44,,,"QE_18_45_0,05p_VIS3_20181110105810",Ceramide phosphocholines (sphingomyelins),12,,N,N,0,126584
>701.5601@14.46,,Approved,Super Sample,Ceramide phosphocholines (sphingomyelins),12,,Y,N,60817738.3907459,173848725
>>701.5585@14.45,,,"QE_18_45_0,05p_SIR1_20181110072802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,260675000
>>701.5679@14.46,,,"QE_18_45_0,05p_SIR2_20181110080303",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,238469000
>>701.5579@14.46,,,"QE_18_45_0,05p_SIR3_20181110083804",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,194512000
>>701.5579@14.46,,,"QE_18_45_0,05p_SIS1_20181110050800",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,272330000
>>701.5583@14.45,,,"QE_18_45_0,05p_SIS2_20181110054301",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,158135000
>>701.5597@14.46,,,"QE_18_45_0,05p_SIS3_20181110061802",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,231260000
>>701.5667@14.46,,,"QE_18_45_0,05p_VIR1_20181110124308",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,155444000
>>701.5590@14.47,,,"QE_18_45_0,05p_VIR2_20181110131811",Ceramide phosphocholines (sphingomyelins),11,,Y,N,0,93299700
>>701.5586@14.46,,,"QE_18_45_0,05p_VIR3_20181110135312",Ceramide phosphocholines (sphingomyelins),12,,Y,N,0,126001000
