Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
731.6154@15.18,"3","66.79","39.64","0.00","56.54","2","SM(d16:1/20:0)","C41H83N2O6P","Ceramide phosphocholines (sphingomyelins)","36:1","-","730.5989","12.7","[M+H]+"
731.6154@15.20,"3","69.60","40.37","54.55","56.79","2","SM(d16:1/20:0)","C41H83N2O6P","Ceramide phosphocholines (sphingomyelins)","36:1","-","730.5989","12.6","[M+H]+"
759.6460@16.86,"3","71.73","46.48","88.95","52.76","1","SM(d16:1/22:0)","C43H87N2O6P","Ceramide phosphocholines (sphingomyelins)","38:1","-","758.6302","11.2","[M+H]+"
705.5811@18.33,"3","71.55","38.25","99.26","55.25","2","SM(d18:0/16:0)","C39H81N2O6P","Ceramide phosphocholines (sphingomyelins)","34:0","-","704.5832","13.3","[M+H]+"
787.6771@18.96,"3","71.02","48.59","66.82","56.46","2","SM(d16:1/24:0)","C45H91N2O6P","Ceramide phosphocholines (sphingomyelins)","40:1","-","786.6615","10.6","[M+H]+"
787.6771@18.98,"3","67.69","48.45","0.00","56.80","2","SM(d16:1/24:0)","C45H91N2O6P","Ceramide phosphocholines (sphingomyelins)","40:1","-","786.6615","10.7","[M+H]+"
813.6930@19.10,"3","71.42","47.17","79.33","54.81","2","SM(d18:1/24:1(15Z))","C47H93N2O6P","Ceramide phosphocholines (sphingomyelins)","42:2","-","812.6771","10.6","[M+H]+"
813.6929@19.12,"3","67.57","48.41","0.00","54.58","2","SM(d18:1/24:1(15Z))","C47H93N2O6P","Ceramide phosphocholines (sphingomyelins)","42:2","-","812.6771","10.4","[M+H]+"
813.6927@19.16,"3","69.83","49.87","42.14","54.72","2","SM(d18:1/24:1(15Z))","C47H93N2O6P","Ceramide phosphocholines (sphingomyelins)","42:2","-","812.6771","10.2","[M+H]+"
813.6930@19.82,"3","72.50","47.45","99.82","55.20","2","SM(d18:1/24:1(15Z))","C47H93N2O6P","Ceramide phosphocholines (sphingomyelins)","42:2","-","812.6771","10.6","[M+H]+"
