GroupId,ID,Inchi,m/z,RT,Adduct,Sum composition,Common name,Lipid class,Session,Identification name
12,LMGL02010337,STQYAPOZIUJNAD-IZQILMHSSA-N,537.4526,15.59,[M+H]+,30:2,"DG(12:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
13,LMGL02010337,STQYAPOZIUJNAD-IZQILMHSSA-N,554.4783,15.60,[M+NH4]+,30:2,"DG(12:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
13,LMGL02010403,MMXVUIXFSQFCJO-VMNLQMMRSA-N,554.4783,15.60,[M+NH4]+,30:2,"DG(14:1(9Z)/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
14,LMGL02010337,STQYAPOZIUJNAD-IZQILMHSSA-N,554.4782,15.70,[M+NH4]+,30:2,"DG(12:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
15,LMGL02010057,UBECYQFWKVVULW-RSUCNCGHSA-N,619.5225,15.71,[M+H]+,36:3,"DG(18:0/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
15,LMGL02010479,ZPHRNEDMZVPDPW-CBKFDAJOSA-N,619.5225,15.71,[M+H]+,36:3,"DG(18:3(6Z,9Z,12Z)/18:0/0:0)","Diacylglycerols",,"GL"
16,LMGL02010393,BAFNDQNTLTVGNN-MJAVOFNKSA-N,604.4937,15.80,[M+NH4]+,34:5,"DG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","Diacylglycerols",,"GL"
16,LMGL02010352,JVQNFGHRGHGHFJ-HFHUFTLQSA-N,604.4937,15.80,[M+NH4]+,34:5,"DG(12:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
17,LMGL02010409,CJKXGRSGRKUWTH-LBWIYNPJSA-N,580.4939,15.81,[M+NH4]+,32:3,"DG(14:1(9Z)/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
18,LMGL02010086,MUYDIVLBRBWUDW-JCIONVESSA-N,630.5096,15.90,[M+NH4]+,36:6,"DG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","Diacylglycerols",,"GL"
19,LMGL02010386,UBVNVODYHAMTDT-IRAKIBEVSA-N,563.4673,16.10,[M+H]+,32:3,"DG(14:0/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
20,LMGL02010386,UBVNVODYHAMTDT-IRAKIBEVSA-N,580.4937,16.11,[M+NH4]+,32:3,"DG(14:0/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
21,LMGL02010035,UUPFPLJLQPYEKS-BTMLKTQRSA-N,589.4843,16.19,[M+H]+,34:4,"DG(16:1(9Z)/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
21,LMGL02010475,NMSWJOWPISSOTH-CCABUEPZSA-N,589.4843,16.19,[M+H]+,34:4,"DG(18:3(6Z,9Z,12Z)/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
22,LMGL02010035,UUPFPLJLQPYEKS-BTMLKTQRSA-N,606.5093,16.19,[M+NH4]+,34:4,"DG(16:1(9Z)/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
22,LMGL02010475,NMSWJOWPISSOTH-CCABUEPZSA-N,606.5093,16.19,[M+NH4]+,34:4,"DG(18:3(6Z,9Z,12Z)/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
23,LMGL02010035,UUPFPLJLQPYEKS-BTMLKTQRSA-N,589.4825,16.20,[M+H]+,34:4,"DG(16:1(9Z)/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
23,LMGL02010475,NMSWJOWPISSOTH-CCABUEPZSA-N,589.4825,16.20,[M+H]+,34:4,"DG(18:3(6Z,9Z,12Z)/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
24,LMGL02010111,NSXLMTYRMFVYNT-IUJDHQGTSA-N,645.5454,16.23,[M+H]+,38:4,"DG(18:0/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
25,LMGL02010401,FRUADKDVYOLUEU-RWYVPCEMSA-N,630.5090,16.34,[M+NH4]+,36:6,"DG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
26,LMGL02010174,HVNZXEWOOPDEBR-DWOBMRGOSA-N,656.5252,16.45,[M+NH4]+,38:7,"DG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
27,LMGL02010071,PGXBELQFNRPKBC-WBVIKXMWSA-N,632.5250,16.47,[M+NH4]+,36:5,"DG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
27,LMGL02010481,NEYUIEVYOYUWGW-AGNGCCSQSA-N,632.5250,16.47,[M+NH4]+,36:5,"DG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
28,LMGL02010071,PGXBELQFNRPKBC-WBVIKXMWSA-N,615.4985,16.47,[M+H]+,36:5,"DG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
28,LMGL02010481,NEYUIEVYOYUWGW-AGNGCCSQSA-N,615.4985,16.47,[M+H]+,36:5,"DG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
29,LMGL02010174,HVNZXEWOOPDEBR-DWOBMRGOSA-N,656.5248,16.49,[M+NH4]+,38:7,"DG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
30,LMGL02010234,GPMAAGRGFWBOSO-ULIJUFBVSA-N,682.5407,16.70,[M+NH4]+,40:8,"DG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
31,LMGL02010331,PMJWTCJLKHWHHE-LJAQVGFWSA-N,513.4515,16.72,[M+H]+,28:0,"DG(12:0/16:0/0:0)","Diacylglycerols",,"GL"
32,LMGL02010379,SSKSBJYFDDMVGX-QDPLMGLHSA-N,556.4939,16.77,[M+NH4]+,30:1,"DG(14:0/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
32,LMGL02010402,YDFMMWFTBDJBLR-DDNKTQICSA-N,556.4939,16.77,[M+NH4]+,30:1,"DG(14:1(9Z)/16:0/0:0)","Diacylglycerols",,"GL"
33,LMGL02010336,GFDAVCSAIGBIQQ-WQUIGTGHSA-N,539.4677,16.78,[M+H]+,30:1,"DG(12:0/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
33,LMGL02010379,SSKSBJYFDDMVGX-QDPLMGLHSA-N,539.4677,16.78,[M+H]+,30:1,"DG(14:0/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
34,LMGL02010077,IVRNQYIPGILFPZ-SEKRGLSRSA-N,632.5250,16.81,[M+NH4]+,36:5,"DG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
35,LMGL02010402,YDFMMWFTBDJBLR-DDNKTQICSA-N,556.4940,16.83,[M+NH4]+,30:1,"DG(14:1(9Z)/16:0/0:0)","Diacylglycerols",,"GL"
35,LMGL02010379,SSKSBJYFDDMVGX-QDPLMGLHSA-N,556.4940,16.83,[M+NH4]+,30:1,"DG(14:0/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
36,LMGL02010011,HSQHRRHRYJNSOC-DWCRPSDDSA-N,582.5096,16.88,[M+NH4]+,32:2,"DG(16:1(9Z)/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
37,LMGL02010011,HSQHRRHRYJNSOC-DWCRPSDDSA-N,565.4835,16.90,[M+H]+,32:2,"DG(16:1(9Z)/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
38,LMGL02010161,ZLRHCSCBOSNBCZ-BLHWWIFISA-N,658.5408,16.94,[M+NH4]+,38:6,"DG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
39,LMGL02010499,VGOGKJZBRRLKDX-IXMHFBOMSA-N,587.4650,16.95,[M+H]+,34:5,"DG(18:4(6Z,9Z,12Z,15Z)/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
40,LMGL02010385,WVBVUWWRPSWGDS-JWVBYZEHSA-N,565.4844,17.04,[M+H]+,32:2,"DG(14:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
40,LMGL02010011,HSQHRRHRYJNSOC-DWCRPSDDSA-N,565.4844,17.04,[M+H]+,32:2,"DG(16:1(9Z)/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
41,LMGL02010385,WVBVUWWRPSWGDS-JWVBYZEHSA-N,582.5096,17.05,[M+NH4]+,32:2,"DG(14:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
41,LMGL02010011,HSQHRRHRYJNSOC-DWCRPSDDSA-N,582.5096,17.05,[M+NH4]+,32:2,"DG(16:1(9Z)/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
42,LMGL02010131,KRECEGQUDDMNAQ-MYBRWWDOSA-N,641.5151,17.07,[M+H]+,38:6,"DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
43,LMGL02010131,KRECEGQUDDMNAQ-MYBRWWDOSA-N,658.5405,17.07,[M+NH4]+,38:6,"DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
44,LMGL02010031,BHGPPCIWDXQOMA-IXDOJJAKSA-N,608.5252,17.12,[M+NH4]+,34:3,"DG(16:1(9Z)/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
45,LMGL02010224,LRHVZVQHYQOHJX-NMJALGAOSA-N,684.5568,17.17,[M+NH4]+,40:7,"DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
46,LMGL02010078,WLYFADQAJKNNQG-DEWGQWFUSA-N,632.5252,17.25,[M+NH4]+,36:5,"DG(16:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","Diacylglycerols",,"GL"
46,LMGL02010400,UNAUUXGPAPFTQK-MTCOIHPXSA-N,632.5252,17.25,[M+NH4]+,36:5,"DG(14:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
47,LMGL02010132,JLJZWBKQVKCOJP-GZAZVFSZSA-N,658.5406,17.27,[M+NH4]+,38:6,"DG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","Diacylglycerols",,"GL"
47,LMGL02010161,ZLRHCSCBOSNBCZ-BLHWWIFISA-N,658.5406,17.27,[M+NH4]+,38:6,"DG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
48,LMGL02010064,YAKOEWASAGCYLB-VGCWMEDESA-N,617.5142,17.37,[M+H]+,36:4,"DG(18:1(9Z)/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
48,LMGL02010480,BMMVKOKTTXXULX-ZMIOHZPPSA-N,617.5142,17.37,[M+H]+,36:4,"DG(18:3(6Z,9Z,12Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
49,LMGL02010063,MQGBAQLIFKSMEM-ZHARMHCNSA-N,634.5408,17.38,[M+NH4]+,36:4,"DG(18:2(9Z,12Z)/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
50,LMGL02010427,IHIWKNWPECHDKE-UFDIJAIZSA-N,570.5095,17.50,[M+NH4]+,31:1,"DG(15:0/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
51,LMGL02010032,UHPKYXAUVQOHQL-DSZXWZEOSA-N,591.4985,17.51,[M+H]+,34:3,"DG(16:0/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
51,LMGL02010474,NFVDEXJHCNKRNB-XEQVECQLSA-N,591.4985,17.51,[M+H]+,34:3,"DG(18:3(6Z,9Z,12Z)/16:0/0:0)","Diacylglycerols",,"GL"
52,LMGL02010032,UHPKYXAUVQOHQL-DSZXWZEOSA-N,608.5252,17.52,[M+NH4]+,34:3,"DG(16:0/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
52,LMGL02010474,NFVDEXJHCNKRNB-XEQVECQLSA-N,608.5252,17.52,[M+NH4]+,34:3,"DG(18:3(6Z,9Z,12Z)/16:0/0:0)","Diacylglycerols",,"GL"
53,LMGL02010064,YAKOEWASAGCYLB-VGCWMEDESA-N,617.5142,17.52,[M+H]+,36:4,"DG(18:1(9Z)/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
53,LMGL02010480,BMMVKOKTTXXULX-ZMIOHZPPSA-N,617.5142,17.52,[M+H]+,36:4,"DG(18:3(6Z,9Z,12Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
54,LMGL02010064,YAKOEWASAGCYLB-VGCWMEDESA-N,634.5407,17.53,[M+NH4]+,36:4,"DG(18:1(9Z)/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
54,LMGL02010480,BMMVKOKTTXXULX-ZMIOHZPPSA-N,634.5407,17.53,[M+NH4]+,36:4,"DG(18:3(6Z,9Z,12Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
55,LMGL02010016,OYJYEQOXOMXSAZ-FNUVZSCJSA-N,596.5251,17.53,[M+NH4]+,33:2,"DG(16:1(9Z)/17:1(9Z)/0:0)","Diacylglycerols",,"GL"
56,LMGL02010120,YOCFNRCUDLNVHC-DEAWSBFVSA-N,660.5572,17.68,[M+NH4]+,38:5,"DG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
57,LMGL02010162,BXVYQJJBMVVALQ-VVSMSMGFSA-N,641.5142,17.72,[M+H]+,38:6,"DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
57,LMGL02010161,ZLRHCSCBOSNBCZ-BLHWWIFISA-N,641.5142,17.72,[M+H]+,38:6,"DG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
58,LMGL02010433,ALJOQAHFNXMDAB-DLUHYBPJSA-N,596.5252,17.72,[M+NH4]+,33:2,"DG(15:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
59,LMGL02010162,BXVYQJJBMVVALQ-VVSMSMGFSA-N,658.5409,17.72,[M+NH4]+,38:6,"DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
60,LMGL02010039,DRDDPVBZYGRUBV-HKCVQEPBSA-N,622.5408,17.77,[M+NH4]+,35:3,"DG(17:1(9Z)/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
61,LMGL02010121,LWXLWRXRJKMNLM-GOZUYJTOSA-N,660.5572,17.83,[M+NH4]+,38:5,"DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
62,LMGL02010070,YJEMDFYSDGNQNM-NDUZERMISA-N,634.5409,18.09,[M+NH4]+,36:4,"DG(16:0/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
63,LMGL03014237,FKJNKIIHHYXTFQ-YJKKQOLLSA-N,827.7108,18.10,[M+H]+,50:4,"TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
63,LMGL03012982,BKTGCNHANLSVFZ-SSWDCBAISA-N,827.7108,18.10,[M+H]+,50:4,"TG(16:0/16:0/18:4(6Z,9Z,12Z,15Z))","Triacylglycerols",,"GL"
63,LMGL03013344,MXNVSGZRQAPTRK-PTHBIUEKSA-N,827.7108,18.10,[M+H]+,50:4,"TG(12:0/16:0/22:4(7Z,10Z,13Z,16Z))","Triacylglycerols",,"GL"
63,LMGL03014642,QNSGESMEDNONDQ-YEIQNNBGSA-N,827.7108,18.10,[M+H]+,50:4,"TG(14:1(9Z)/16:0/20:3(8Z,11Z,14Z))","Triacylglycerols",,"GL"
63,LMGL03015707,SWRIYMPOMOLLBH-GCNOXSMISA-N,827.7108,18.10,[M+H]+,50:4,"TG(16:0/16:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
64,LMGL02010378,NYNQTTOUQMCOEM-HKBQPEDESA-N,541.4832,18.11,[M+H]+,30:0,"DG(14:0/16:0/0:0)","Diacylglycerols",,"GL"
65,LMGL02010378,NYNQTTOUQMCOEM-HKBQPEDESA-N,558.5097,18.12,[M+NH4]+,30:0,"DG(14:0/16:0/0:0)","Diacylglycerols",,"GL"
66,LMGL02010121,LWXLWRXRJKMNLM-GOZUYJTOSA-N,643.5299,18.14,[M+H]+,38:5,"DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
67,LMGL02010384,XEQQGHISHUGMIP-ASUORMEESA-N,567.4988,18.14,[M+H]+,32:1,"DG(14:0/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
68,LMGL02010121,LWXLWRXRJKMNLM-GOZUYJTOSA-N,660.5566,18.15,[M+NH4]+,38:5,"DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
68,LMGL02010150,VLJIZFHHJAQUNJ-ACPSSCCYSA-N,660.5566,18.15,[M+NH4]+,38:5,"DG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
69,LMGL02010010,ADLOEVQMJKYKSR-YAIMUBSCSA-N,584.5253,18.15,[M+NH4]+,32:1,"DG(16:0/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
69,LMGL02010384,XEQQGHISHUGMIP-ASUORMEESA-N,584.5253,18.15,[M+NH4]+,32:1,"DG(14:0/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
70,LMGL02010026,FWWLDEIJAPIBES-DATDAJMQSA-N,593.5144,18.15,[M+H]+,34:2,"DG(16:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
71,LMGL02010026,FWWLDEIJAPIBES-DATDAJMQSA-N,610.5410,18.15,[M+NH4]+,34:2,"DG(16:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
72,LMGL03013479,FZYJOKBEHYPLBA-BOHSMEDASA-N,853.7272,18.16,[M+H]+,52:5,"TG(12:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","Triacylglycerols",,"GL"
72,LMGL03014372,ITNUXAAETYEROX-WSZXHELYSA-N,853.7272,18.16,[M+H]+,52:5,"TG(14:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
72,LMGL03014777,CGPMDMDZQFZLHH-ANKMCOSDSA-N,853.7272,18.16,[M+H]+,52:5,"TG(14:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))","Triacylglycerols",,"GL"
72,LMGL03015728,WZPQAQGIOSQQKF-FXYJTYFCSA-N,853.7272,18.16,[M+H]+,52:5,"TG(16:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","Triacylglycerols",,"GL"
72,LMGL03015818,BTLLBFZSJPKPDE-QOAZIEKCSA-N,853.7272,18.16,[M+H]+,52:5,"TG(16:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
73,LMGL02010215,OPNGKSOAWMNPIR-YZBXQAENSA-N,669.5457,18.16,[M+H]+,40:6,"DG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
74,LMGL02010215,OPNGKSOAWMNPIR-YZBXQAENSA-N,686.5712,18.17,[M+NH4]+,40:6,"DG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
75,LMGL03015818,BTLLBFZSJPKPDE-QOAZIEKCSA-N,853.7276,18.34,[M+H]+,52:5,"TG(16:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
75,LMGL03010168,CDPGTJRMESRMBM-YUXMUTLDSA-N,853.7276,18.34,[M+H]+,52:5,"TG(16:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
75,LMGL03013479,FZYJOKBEHYPLBA-BOHSMEDASA-N,853.7276,18.34,[M+H]+,52:5,"TG(12:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","Triacylglycerols",,"GL"
75,LMGL03014372,ITNUXAAETYEROX-WSZXHELYSA-N,853.7276,18.34,[M+H]+,52:5,"TG(14:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
75,LMGL03014777,CGPMDMDZQFZLHH-ANKMCOSDSA-N,853.7276,18.34,[M+H]+,52:5,"TG(14:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))","Triacylglycerols",,"GL"
76,LMGL02010027,SVXWJFFKLMLOHO-YAIZGCQRSA-N,593.5146,18.37,[M+H]+,34:2,"DG(16:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
77,LMGL02010027,SVXWJFFKLMLOHO-YAIZGCQRSA-N,610.5411,18.38,[M+NH4]+,34:2,"DG(16:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
77,LMGL02010026,FWWLDEIJAPIBES-DATDAJMQSA-N,610.5411,18.38,[M+NH4]+,34:2,"DG(16:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
78,LMGL02010056,BLZVZPYMHLXLHG-JOBMVARSSA-N,636.5566,18.38,[M+NH4]+,36:3,"DG(18:1(9Z)/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
79,LMGL03012982,BKTGCNHANLSVFZ-SSWDCBAISA-N,827.7138,18.38,[M+H]+,50:4,"TG(16:0/16:0/18:4(6Z,9Z,12Z,15Z))","Triacylglycerols",,"GL"
80,LMGL02010426,PENDWALPEZESAS-YTTGMZPUSA-N,572.5254,18.46,[M+NH4]+,31:0,"DG(15:0/16:0/0:0)","Diacylglycerols",,"GL"
81,LMGL02010432,GWAPRYUVSHVZHN-PDGPHRJUSA-N,598.5411,18.46,[M+NH4]+,33:1,"DG(15:0/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
82,LMGL02010215,OPNGKSOAWMNPIR-YZBXQAENSA-N,686.5721,18.55,[M+NH4]+,40:6,"DG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
83,LMGL02010150,VLJIZFHHJAQUNJ-ACPSSCCYSA-N,660.5574,18.55,[M+NH4]+,38:5,"DG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
83,LMGL02010122,HPDSQOGOAWTQTB-JDVGMRCESA-N,660.5574,18.55,[M+NH4]+,38:5,"DG(18:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","Diacylglycerols",,"GL"
84,LMGL02010062,XYIQDUUJTXPBFG-JKUSIIDJSA-N,619.5303,18.62,[M+H]+,36:3,"DG(16:0/20:3(8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
