Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
638.5705@9.10,"3","73.43","98.12","0.00","72.38","4","DG(18:1(9Z)/18:1(9Z)/0:0)","C39H72O5","Diacylglycerols","36:2","18:1/18:1","620.5380","2.0","[M+NH4]+"
638.5705@9.23,"3","78.01","98.12","92.41","71.45","5","DG(18:0/18:2(9Z,12Z)/0:0)","C39H72O5","Diacylglycerols","36:2","18:0/18:2","620.5380","2.0","[M+NH4]+"
640.5867@10.33,"3","78.65","99.28","98.05","76.30","5","DG(18:0/18:1(9Z)/0:0)","C39H74O5","Diacylglycerols","36:1","18:0/18:1","622.5536","1.2","[M+NH4]+"
666.6022@10.35,"3","78.16","98.93","92.45","72.93","5","DG(18:1(9Z)/20:1(11Z)/0:0)","C41H76O5","Diacylglycerols","38:2","18:1/20:1","648.5693","1.5","[M+NH4]+"
689.5683@12.25,"3","77.91","99.43","97.04","62.32","9","TG(12:0/12:0/14:0)","C41H78O6","Triacylglycerols","38:0","12:0/12:0/14:0","666.5798","1.0","[M+Na]+"
710.6283@12.46,"3","78.45","98.93","98.86","72.26","7","TG(12:0/12:0/16:1(9Z))","C43H80O6","Triacylglycerols","40:1","12:0/12:0/16:1","692.5955","1.4","[M+NH4]+"
715.5837@12.46,"3","76.75","88.05","99.35","59.61","6","TG(12:0/12:0/18:4(6Z,9Z,12Z,15Z))","C45H78O6","Triacylglycerols","42:4","12:0/12:0/18:4","714.5798","4.8","[M+H]+"
710.6283@12.57,"3","78.18","98.92","98.48","67.31","5","TG(12:0/14:0/14:1(9Z))","C43H80O6","Triacylglycerols","40:1","12:0/14:0/14:1","692.5955","1.4","[M+NH4]+"
812.6752@12.76,"3","77.44","98.82","93.86","57.35","2","TG(12:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C51H86O6","Triacylglycerols","48:6","12:0/18:3/18:3","794.6424","1.3","[M+NH4]+"
736.6439@12.80,"3","78.53","98.81","99.99","73.07","12","TG(12:0/12:0/18:2(9Z,12Z))","C45H82O6","Triacylglycerols","42:2","12:0/12:0/18:2","718.6111","1.4","[M+NH4]+"
741.5992@12.80,"3","77.86","98.68","96.95","62.85","9","TG(12:0/12:0/18:2(9Z,12Z))","C45H82O6","Triacylglycerols","42:2","12:0/12:0/18:2","718.6111","1.5","[M+Na]+"
,"3","76.39","87.61","92.25","60.35","6","TG(12:0/12:0/20:5(5Z,8Z,11Z,14Z,17Z))","C47H80O6","Triacylglycerols","44:5","12:0/12:0/20:5","740.5955","4.8","[M+H]+"
736.6439@12.96,"3","73.09","98.81","0.00","64.28","7","TG(12:0/12:0/18:2(9Z,12Z))","C45H82O6","Triacylglycerols","42:2","12:0/12:0/18:2","718.6111","1.4","[M+NH4]+"
736.6439@13.01,"3","77.75","98.77","95.23","62.28","7","TG(12:0/12:0/18:2(9Z,12Z))","C45H82O6","Triacylglycerols","42:2","12:0/12:0/18:2","718.6111","1.5","[M+NH4]+"
762.6595@13.08,"3","78.55","98.60","99.72","74.15","8","TG(12:0/14:1(9Z)/18:2(9Z,12Z))","C47H84O6","Triacylglycerols","44:3","12:0/14:1/18:2","744.6268","1.5","[M+NH4]+"
762.6595@13.20,"3","78.12","98.68","97.01","68.01","6","TG(12:0/14:1(9Z)/18:2(9Z,12Z))","C47H84O6","Triacylglycerols","44:3","12:0/14:1/18:2","744.6268","1.5","[M+NH4]+"
698.6285@13.24,"3","77.37","99.27","86.06","62.71","3","TG(12:0/12:0/15:0)","C42H80O6","Triacylglycerols","39:0","12:0/12:0/15:0","680.5955","1.2","[M+NH4]+"
724.6440@13.38,"3","76.88","98.93","76.26","63.40","3","TG(12:0/12:0/17:1(9Z))","C44H82O6","Triacylglycerols","41:1","12:0/12:0/17:1","706.6111","1.4","[M+NH4]+"
724.6440@13.41,"3","73.00","98.87","0.00","62.25","3","TG(12:0/12:0/17:1(9Z))","C44H82O6","Triacylglycerols","41:1","12:0/12:0/17:1","706.6111","1.4","[M+NH4]+"
762.6596@13.48,"3","73.48","98.81","0.00","71.94","9","TG(12:0/14:0/18:3(6Z,9Z,12Z))","C47H84O6","Triacylglycerols","44:3","12:0/14:0/18:3","744.6268","1.4","[M+NH4]+"
762.6595@13.54,"3","78.01","98.72","96.63","66.07","7","TG(12:0/14:1(9Z)/18:2(9Z,12Z))","C47H84O6","Triacylglycerols","44:3","12:0/14:1/18:2","744.6268","1.5","[M+NH4]+"
788.6751@13.58,"3","73.41","98.57","0.00","71.07","8","TG(12:0/16:1(9Z)/18:3(6Z,9Z,12Z))","C49H86O6","Triacylglycerols","46:4","12:0/16:1/18:3","770.6424","1.5","[M+NH4]+"
788.6751@13.65,"3","78.27","98.65","96.86","71.33","8","TG(12:0/16:1(9Z)/18:3(6Z,9Z,12Z))","C49H86O6","Triacylglycerols","46:4","12:0/16:1/18:3","770.6424","1.5","[M+NH4]+"
814.6910@13.87,"3","78.10","99.08","97.47","66.31","4","TG(14:1(9Z)/16:1(9Z)/18:3(6Z,9Z,12Z))","C51H88O6","Triacylglycerols","48:5","14:1/16:1/18:3","796.6581","1.2","[M+NH4]+"
814.6908@14.02,"3","78.67","98.80","98.68","77.13","10","TG(12:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C51H88O6","Triacylglycerols","48:5","12:0/18:2/18:3","796.6581","1.3","[M+NH4]+"
717.5994@14.22,"3","78.07","98.96","99.60","63.91","9","TG(12:0/12:0/16:0)","C43H82O6","Triacylglycerols","40:0","12:0/12:0/16:0","694.6111","1.4","[M+Na]+"
,"3","76.71","88.28","97.13","60.56","6","TG(12:0/12:0/18:3(6Z,9Z,12Z))","C45H80O6","Triacylglycerols","42:3","12:0/12:0/18:3","716.5955","4.7","[M+H]+"
717.5993@14.22,"3","78.00","98.81","96.52","65.85","9","TG(12:0/12:0/16:0)","C43H82O6","Triacylglycerols","40:0","12:0/12:0/16:0","694.6111","1.5","[M+Na]+"
,"3","76.84","87.85","99.34","61.83","6","TG(12:0/12:0/18:3(6Z,9Z,12Z))","C45H80O6","Triacylglycerols","42:3","12:0/12:0/18:3","716.5955","4.8","[M+H]+"
712.6440@14.24,"4","98.83","98.88","93.58","85.21","9","TG(12:0/12:0/16:0)","C43H82O6","Triacylglycerols","40:0","12:0/12:0/16:0","694.6111","1.4","[M+NH4]+"
840.7065@14.29,"3","76.61","98.77","61.09","73.49","6","TG(14:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C53H90O6","Triacylglycerols","50:6","14:1/18:2/18:3","822.6737","1.3","[M+NH4]+"
738.6595@14.31,"3","78.67","98.64","99.14","77.05","10","TG(12:0/14:0/16:1(9Z))","C45H84O6","Triacylglycerols","42:1","12:0/14:0/16:1","720.6268","1.5","[M+NH4]+"
743.6149@14.31,"3","73.09","98.64","0.00","64.58","8","TG(12:0/14:0/16:1(9Z))","C45H84O6","Triacylglycerols","42:1","12:0/14:0/16:1","720.6268","1.5","[M+Na]+"
,"3","71.81","87.52","0.00","61.25","5","TG(12:0/14:0/18:4(6Z,9Z,12Z,15Z))","C47H82O6","Triacylglycerols","44:4","12:0/14:0/18:4","742.6111","4.8","[M+H]+"
864.7064@14.37,"3","75.23","98.64","50.98","56.41","2","TG(12:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C55H90O6","Triacylglycerols","52:8","12:0/18:2/22:6","846.6737","1.4","[M+NH4]+"
738.6595@14.38,"3","78.54","98.62","98.80","74.84","9","TG(12:0/14:0/16:1(9Z))","C45H84O6","Triacylglycerols","42:1","12:0/14:0/16:1","720.6268","1.5","[M+NH4]+"
743.6148@14.38,"3","77.87","98.52","96.97","63.34","8","TG(12:0/14:1(9Z)/16:0)","C45H84O6","Triacylglycerols","42:1","12:0/14:1/16:0","720.6268","1.6","[M+Na]+"
,"3","76.71","87.19","99.53","60.36","5","TG(12:0/14:0/18:4(6Z,9Z,12Z,15Z))","C47H82O6","Triacylglycerols","44:4","12:0/14:0/18:4","742.6111","4.8","[M+H]+"
840.7065@14.42,"3","73.25","98.77","0.00","67.51","3","TG(14:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C53H90O6","Triacylglycerols","50:6","14:1/18:2/18:3","822.6737","1.3","[M+NH4]+"
712.6440@14.44,"3","78.47","98.92","99.21","72.33","6","TG(12:0/12:0/16:0)","C43H82O6","Triacylglycerols","40:0","12:0/12:0/16:0","694.6111","1.4","[M+NH4]+"
814.6907@14.46,"3","76.39","98.37","67.90","63.15","5","TG(12:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C51H88O6","Triacylglycerols","48:5","12:0/16:1/20:4","796.6581","1.6","[M+NH4]+"
814.6906@14.49,"3","78.12","98.22","99.99","65.96","6","TG(12:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C51H88O6","Triacylglycerols","48:5","12:0/16:1/20:4","796.6581","1.6","[M+NH4]+"
738.6595@14.53,"3","78.55","98.56","99.86","73.95","8","TG(12:0/14:1(9Z)/16:0)","C45H84O6","Triacylglycerols","42:1","12:0/14:1/16:0","720.6268","1.6","[M+NH4]+"
764.6752@14.55,"3","78.83","98.64","99.99","79.39","14","TG(12:0/16:1(9Z)/16:1(9Z))","C47H86O6","Triacylglycerols","44:2","12:0/16:1/16:1","746.6424","1.5","[M+NH4]+"
769.6305@14.56,"3","78.00","98.53","99.67","63.22","8","TG(12:0/16:1(9Z)/16:1(9Z))","C47H86O6","Triacylglycerols","44:2","12:0/16:1/16:1","746.6424","1.5","[M+Na]+"
,"3","76.82","87.36","99.74","61.87","5","TG(12:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C49H84O6","Triacylglycerols","46:5","12:0/16:1/18:4","768.6268","4.7","[M+H]+"
743.6148@14.57,"3","77.64","98.48","98.70","57.17","4","TG(12:0/14:1(9Z)/16:0)","C45H84O6","Triacylglycerols","42:1","12:0/14:1/16:0","720.6268","1.6","[M+Na]+"
,"3","76.56","87.08","100.00","56.99","3","TG(12:0/14:1(9Z)/18:3(6Z,9Z,12Z))","C47H82O6","Triacylglycerols","44:4","12:0/14:1/18:3","742.6111","4.9","[M+H]+"
840.7063@14.69,"3","77.25","98.40","81.41","66.79","7","TG(14:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C53H90O6","Triacylglycerols","50:6","14:0/18:3/18:3","822.6737","1.5","[M+NH4]+"
764.6751@14.74,"3","78.70","98.44","98.52","78.58","13","TG(12:0/14:0/18:2(9Z,12Z))","C47H86O6","Triacylglycerols","44:2","12:0/14:0/18:2","746.6424","1.6","[M+NH4]+"
769.6304@14.74,"3","76.68","87.08","99.17","60.18","5","TG(12:0/14:0/20:5(5Z,8Z,11Z,14Z,17Z))","C49H84O6","Triacylglycerols","46:5","12:0/14:0/20:5","768.6268","4.7","[M+H]+"
738.6595@14.79,"3","78.17","98.52","97.06","69.34","6","TG(12:0/14:1(9Z)/16:0)","C45H84O6","Triacylglycerols","42:1","12:0/14:1/16:0","720.6268","1.6","[M+NH4]+"
743.6148@14.81,"3","77.64","98.50","99.74","56.03","3","TG(12:0/14:1(9Z)/16:0)","C45H84O6","Triacylglycerols","42:1","12:0/14:1/16:0","720.6268","1.6","[M+Na]+"
,"3","76.41","87.13","99.67","54.36","2","TG(12:0/14:1(9Z)/18:3(6Z,9Z,12Z))","C47H82O6","Triacylglycerols","44:4","12:0/14:1/18:3","742.6111","4.8","[M+H]+"
726.6596@14.82,"3","78.13","98.89","93.99","70.76","4","TG(12:0/14:0/15:0)","C44H84O6","Triacylglycerols","41:0","12:0/14:0/15:0","708.6268","1.4","[M+NH4]+"
790.6907@14.82,"3","78.98","98.34","99.81","83.02","13","TG(14:1(9Z)/16:1(9Z)/16:1(9Z))","C49H88O6","Triacylglycerols","46:3","14:1/16:1/16:1","772.6581","1.6","[M+NH4]+"
764.6751@14.84,"3","78.35","98.48","99.28","70.68","11","TG(12:0/14:0/18:2(9Z,12Z))","C47H86O6","Triacylglycerols","44:2","12:0/14:0/18:2","746.6424","1.6","[M+NH4]+"
726.6596@14.84,"3","78.26","98.78","99.92","67.66","4","TG(12:0/14:0/15:0)","C44H84O6","Triacylglycerols","41:0","12:0/14:0/15:0","708.6268","1.5","[M+NH4]+"
840.7062@14.85,"3","78.13","98.03","95.14","71.47","9","TG(12:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C53H90O6","Triacylglycerols","50:6","12:0/18:2/20:4","822.6737","1.7","[M+NH4]+"
866.7219@14.87,"3","73.44","98.28","0.00","72.21","7","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C55H92O6","Triacylglycerols","52:7","16:1/18:3/18:3","848.6894","1.5","[M+NH4]+"
712.6439@14.88,"3","77.71","98.81","99.27","57.30","1","TG(12:0/12:0/16:0)","C43H82O6","Triacylglycerols","40:0","12:0/12:0/16:0","694.6111","1.5","[M+NH4]+"
738.6595@14.91,"3","77.91","98.62","95.41","65.63","4","TG(12:0/14:1(9Z)/16:0)","C45H84O6","Triacylglycerols","42:1","12:0/14:1/16:0","720.6268","1.5","[M+NH4]+"
743.6148@14.91,"3","77.44","98.42","96.00","56.03","2","TG(12:0/14:1(9Z)/16:0)","C45H84O6","Triacylglycerols","42:1","12:0/14:1/16:0","720.6268","1.6","[M+Na]+"
,"3","76.36","86.91","99.11","54.25","1","TG(12:0/14:1(9Z)/18:3(6Z,9Z,12Z))","C47H82O6","Triacylglycerols","44:4","12:0/14:1/18:3","742.6111","4.9","[M+H]+"
795.6460@14.92,"3","77.98","98.31","99.60","63.45","8","TG(12:0/16:1(9Z)/18:2(9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:1/18:2","772.6581","1.6","[M+Na]+"
,"3","76.69","86.92","99.71","60.34","5","TG(12:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C51H86O6","Triacylglycerols","48:6","12:0/16:1/20:5","794.6424","4.7","[M+H]+"
790.6907@14.94,"3","78.82","98.34","99.98","79.65","14","TG(12:0/16:1(9Z)/18:2(9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:1/18:2","772.6581","1.6","[M+NH4]+"
769.6305@14.94,"3","77.62","98.53","99.88","55.50","3","TG(14:1(9Z)/14:1(9Z)/16:0)","C47H86O6","Triacylglycerols","44:2","14:1/14:1/16:0","746.6424","1.5","[M+Na]+"
,"3","76.38","87.36","99.09","53.88","2","TG(14:1(9Z)/14:1(9Z)/18:3(6Z,9Z,12Z))","C49H84O6","Triacylglycerols","46:5","14:1/14:1/18:3","768.6268","4.7","[M+H]+"
752.6752@14.94,"3","78.07","98.73","94.15","69.81","4","TG(12:0/15:0/16:1(9Z))","C46H86O6","Triacylglycerols","43:1","12:0/15:0/16:1","734.6424","1.5","[M+NH4]+"
764.6751@14.95,"3","78.29","98.60","99.75","68.76","7","TG(14:1(9Z)/14:1(9Z)/16:0)","C47H86O6","Triacylglycerols","44:2","14:1/14:1/16:0","746.6424","1.5","[M+NH4]+"
790.6907@14.96,"3","78.79","98.34","99.82","79.30","14","TG(12:0/16:1(9Z)/18:2(9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:1/18:2","772.6581","1.6","[M+NH4]+"
795.6460@14.96,"3","72.97","98.35","0.00","62.71","7","TG(12:0/16:1(9Z)/18:2(9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:1/18:2","772.6581","1.6","[M+Na]+"
,"3","71.69","87.03","0.00","59.64","4","TG(12:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C51H86O6","Triacylglycerols","48:6","12:0/16:1/20:5","794.6424","4.6","[M+H]+"
752.6753@14.99,"3","77.66","98.91","88.04","67.35","4","TG(12:0/15:0/16:1(9Z))","C46H86O6","Triacylglycerols","43:1","12:0/15:0/16:1","734.6424","1.4","[M+NH4]+"
814.6905@15.03,"3","77.39","97.85","95.76","56.41","1","TG(12:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C51H88O6","Triacylglycerols","48:5","12:0/16:0/20:5","796.6581","1.8","[M+NH4]+"
866.7219@15.09,"3","78.18","98.39","99.05","67.70","5","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C55H92O6","Triacylglycerols","52:7","16:1/18:3/18:3","848.6894","1.5","[M+NH4]+"
840.7063@15.15,"3","78.35","98.32","98.08","72.25","8","TG(14:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C53H90O6","Triacylglycerols","50:6","14:0/16:1/20:5","822.6737","1.6","[M+NH4]+"
726.6596@15.19,"3","78.49","98.95","99.87","72.05","6","TG(12:0/14:0/15:0)","C44H84O6","Triacylglycerols","41:0","12:0/14:0/15:0","708.6268","1.4","[M+NH4]+"
790.6907@15.19,"3","78.49","98.39","99.94","73.09","13","TG(12:0/16:1(9Z)/18:2(9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:1/18:2","772.6581","1.6","[M+NH4]+"
821.6617@15.21,"3","77.90","98.48","96.74","64.39","7","TG(14:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C51H90O6","Triacylglycerols","48:4","14:1/16:1/18:2","798.6737","1.5","[M+Na]+"
,"3","76.77","87.52","99.45","60.95","4","TG(14:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C53H88O6","Triacylglycerols","50:7","14:1/16:1/20:5","820.6581","4.4","[M+H]+"
726.6596@15.21,"3","78.06","98.93","93.03","70.37","5","TG(12:0/14:0/15:0)","C44H84O6","Triacylglycerols","41:0","12:0/14:0/15:0","708.6268","1.4","[M+NH4]+"
816.7064@15.21,"3","79.00","98.62","96.57","86.27","14","TG(14:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C51H90O6","Triacylglycerols","48:4","14:1/16:1/18:2","798.6737","1.4","[M+NH4]+"
892.7377@15.30,"3","77.95","98.67","88.11","73.63","7","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C57H94O6","Triacylglycerols","54:8","18:2/18:3/18:3","874.7050","1.3","[M+NH4]+"
816.7063@15.34,"3","78.83","98.33","97.98","81.96","14","TG(12:0/18:2(9Z,12Z)/18:2(9Z,12Z))","C51H90O6","Triacylglycerols","48:4","12:0/18:2/18:2","798.6737","1.6","[M+NH4]+"
821.6616@15.34,"3","77.97","98.21","99.57","63.51","7","TG(12:0/18:2(9Z,12Z)/18:2(9Z,12Z))","C51H90O6","Triacylglycerols","48:4","12:0/18:2/18:2","798.6737","1.6","[M+Na]+"
,"3","76.81","86.82","99.81","62.68","4","TG(12:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C53H88O6","Triacylglycerols","50:7","12:0/18:2/20:5","820.6581","4.6","[M+H]+"
866.7220@15.36,"3","73.54","98.39","0.00","74.10","7","TG(16:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H92O6","Triacylglycerols","52:7","16:1/16:1/20:5","848.6894","1.5","[M+NH4]+"
752.6752@15.36,"3","78.17","98.69","99.07","66.94","5","TG(12:0/15:0/16:1(9Z))","C46H86O6","Triacylglycerols","43:1","12:0/15:0/16:1","734.6424","1.5","[M+NH4]+"
752.6752@15.38,"3","78.24","98.67","99.66","67.89","5","TG(12:0/15:0/16:1(9Z))","C46H86O6","Triacylglycerols","43:1","12:0/15:0/16:1","734.6424","1.5","[M+NH4]+"
866.7220@15.39,"3","78.42","98.39","98.71","72.96","7","TG(16:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H92O6","Triacylglycerols","52:7","16:1/16:1/20:5","848.6894","1.5","[M+NH4]+"
752.6752@15.45,"3","73.16","98.84","0.00","65.55","5","TG(12:0/15:0/16:1(9Z))","C46H86O6","Triacylglycerols","43:1","12:0/15:0/16:1","734.6424","1.4","[M+NH4]+"
790.6907@15.45,"3","78.60","98.55","99.53","75.36","12","TG(12:0/16:0/18:3(6Z,9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:0/18:3","772.6581","1.5","[M+NH4]+"
795.6461@15.45,"3","77.77","98.56","99.97","58.33","6","TG(12:0/16:0/18:3(6Z,9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:0/18:3","772.6581","1.5","[M+Na]+"
,"3","76.56","87.57","98.92","57.08","4","TG(12:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C51H86O6","Triacylglycerols","48:6","12:0/18:3/18:3","794.6424","4.5","[M+H]+"
764.6753@15.47,"3","72.77","99.06","0.00","57.22","1","TG(14:1(9Z)/14:1(9Z)/16:0)","C47H86O6","Triacylglycerols","44:2","14:1/14:1/16:0","746.6424","1.2","[M+NH4]+"
844.7379@15.55,"3","76.22","99.02","68.80","57.64","2","TG(14:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C53H94O6","Triacylglycerols","50:4","14:1/18:1/18:2","826.7050","1.2","[M+NH4]+"
816.7063@15.56,"3","78.62","98.39","98.62","76.91","14","TG(12:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C51H90O6","Triacylglycerols","48:4","12:0/18:1/18:3","798.6737","1.6","[M+NH4]+"
866.7220@15.56,"3","78.05","98.55","96.13","67.70","5","TG(14:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H92O6","Triacylglycerols","52:7","14:0/18:2/20:5","848.6894","1.4","[M+NH4]+"
821.6617@15.57,"3","77.67","98.38","99.75","56.88","5","TG(12:0/16:0/20:4(5Z,8Z,11Z,14Z))","C51H90O6","Triacylglycerols","48:4","12:0/16:0/20:4","798.6737","1.6","[M+Na]+"
,"3","76.61","87.25","99.66","58.06","4","TG(12:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C53H88O6","Triacylglycerols","50:7","12:0/18:2/20:5","820.6581","4.5","[M+H]+"
778.6908@15.60,"3","77.83","98.62","91.21","68.24","6","TG(12:0/16:1(9Z)/17:1(9Z))","C48H88O6","Triacylglycerols","45:2","12:0/16:1/17:1","760.6581","1.5","[M+NH4]+"
