GroupId,ID,Inchi,m/z,RT,Adduct,Sum composition,Common name,Lipid class,Session,Identification name
22,LMGL02010006,YEJYLHKQOBOSCP-OZKTZCCCSA-N,595.5288,8.83,[M+H]+,34:1,"DG(16:0/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
22,LMGL02010004,GSEVZLBSIOIEFK-AAOCECEDSA-N,595.5288,8.83,[M+H]+,34:1,"DG(18:1(11E)/16:0/0:0)","Diacylglycerols",,"GL"
22,LMGL02010005,DOZKMFVMCATMEH-OZKTZCCCSA-N,595.5288,8.83,[M+H]+,34:1,"DG(18:1(9Z)/16:0/0:0)","Diacylglycerols",,"GL"
23,LMGL02010121,LWXLWRXRJKMNLM-GOZUYJTOSA-N,643.5261,8.94,[M+H]+,38:5,"DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
24,LMGL02010049,AFSHUZFNMVJNKX-LLWMBOQKSA-N,638.5708,8.94,[M+NH4]+,36:2,"DG(18:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
25,LMGL02010049,AFSHUZFNMVJNKX-LLWMBOQKSA-N,621.5443,8.95,[M+H]+,36:2,"DG(18:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
26,LMGL02010049,AFSHUZFNMVJNKX-LLWMBOQKSA-N,638.5705,9.10,[M+NH4]+,36:2,"DG(18:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
27,LMGL02010050,AJMZUFBKADIAKC-SKTOPKGQSA-N,638.5705,9.23,[M+NH4]+,36:2,"DG(18:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
27,LMGL02010049,AFSHUZFNMVJNKX-LLWMBOQKSA-N,638.5705,9.23,[M+NH4]+,36:2,"DG(18:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
28,LMGL02010043,SAEPUUXWQQNLGN-LVVMQYBKSA-N,640.5867,10.33,[M+NH4]+,36:1,"DG(18:0/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
29,LMGL02010090,AKCNIDZVBDSVNW-VDHPRTRFSA-N,666.6022,10.35,[M+NH4]+,38:2,"DG(18:1(9Z)/20:1(11Z)/0:0)","Diacylglycerols",,"GL"
30,LMGL03012628,SMUUMIRCIBXLGI-KXQOOQHDSA-N,689.5683,12.25,[M+Na]+,38:0,"TG(12:0/12:0/14:0)","Triacylglycerols",,"GL"
30,LMGL03012659,VXCJXWNYKQMQNK-KXQOOQHDSA-N,689.5683,12.25,[M+Na]+,38:0,"TG(12:0/13:0/13:0)","Triacylglycerols",,"GL"
31,LMGL03012633,GKTDXHXZBFIZJU-OIJJMQLXSA-N,710.6283,12.46,[M+NH4]+,40:1,"TG(12:0/12:0/16:1(9Z))","Triacylglycerols",,"GL"
31,LMGL03013208,OTNUCNNOSLXPOR-LQYADDJZSA-N,710.6283,12.46,[M+NH4]+,40:1,"TG(12:0/14:0/14:1(9Z))","Triacylglycerols",,"GL"
31,LMGL03013180,YMPYNKJURNEKGT-FXNCRUKMSA-N,710.6283,12.46,[M+NH4]+,40:1,"TG(12:0/13:0/15:1(9Z))","Triacylglycerols",,"GL"
32,LMGL03012642,OYAYLTJKQJNLBJ-QHEOWJMWSA-N,715.5837,12.46,[M+H]+,42:4,"TG(12:0/12:0/18:4(6Z,9Z,12Z,15Z))","Triacylglycerols",,"GL"
33,LMGL03013208,OTNUCNNOSLXPOR-LQYADDJZSA-N,710.6283,12.57,[M+NH4]+,40:1,"TG(12:0/14:0/14:1(9Z))","Triacylglycerols",,"GL"
33,LMGL03012633,GKTDXHXZBFIZJU-OIJJMQLXSA-N,710.6283,12.57,[M+NH4]+,40:1,"TG(12:0/12:0/16:1(9Z))","Triacylglycerols",,"GL"
33,LMGL03013180,YMPYNKJURNEKGT-FXNCRUKMSA-N,710.6283,12.57,[M+NH4]+,40:1,"TG(12:0/13:0/15:1(9Z))","Triacylglycerols",,"GL"
34,LMGL03012672,WWUVVESNJVDENG-UPHBFSBGSA-N,812.6752,12.76,[M+NH4]+,48:6,"TG(12:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
34,LMGL03013501,WJBLWFPZPZZMRM-YANWUZLISA-N,812.6752,12.76,[M+NH4]+,48:6,"TG(12:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
34,LMGL03012673,DZHLEKGVGUFESU-HHSLIQGHSA-N,812.6752,12.76,[M+NH4]+,48:6,"TG(12:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
35,LMGL03012639,NGJOPKIPWMIMHJ-FBRYIYLHSA-N,736.6439,12.80,[M+NH4]+,42:2,"TG(12:0/12:0/18:2(9Z,12Z))","Triacylglycerols",,"GL"
35,LMGL03013241,IDWYMMYRNPSLDA-NNBKTNTFSA-N,736.6439,12.80,[M+NH4]+,42:2,"TG(12:0/14:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
35,LMGL03013185,MVYUZNWWCHVKQR-LCPNZHLUSA-N,736.6439,12.80,[M+NH4]+,42:2,"TG(12:0/13:0/17:2(9Z,12Z))","Triacylglycerols",,"GL"
35,LMGL03012663,HLPNCTFGAPXMCE-JVJIMKLNSA-N,736.6439,12.80,[M+NH4]+,42:2,"TG(12:0/15:1(9Z)/15:1(9Z))","Triacylglycerols",,"GL"
36,LMGL03012639,NGJOPKIPWMIMHJ-FBRYIYLHSA-N,741.5992,12.80,[M+Na]+,42:2,"TG(12:0/12:0/18:2(9Z,12Z))","Triacylglycerols",,"GL"
36,LMGL03013241,IDWYMMYRNPSLDA-NNBKTNTFSA-N,741.5992,12.80,[M+Na]+,42:2,"TG(12:0/14:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
36,LMGL03013185,MVYUZNWWCHVKQR-LCPNZHLUSA-N,741.5992,12.80,[M+Na]+,42:2,"TG(12:0/13:0/17:2(9Z,12Z))","Triacylglycerols",,"GL"
36,LMGL03012663,HLPNCTFGAPXMCE-JVJIMKLNSA-N,741.5992,12.80,[M+Na]+,42:2,"TG(12:0/15:1(9Z)/15:1(9Z))","Triacylglycerols",,"GL"
37,LMGL03012639,NGJOPKIPWMIMHJ-FBRYIYLHSA-N,736.6439,12.96,[M+NH4]+,42:2,"TG(12:0/12:0/18:2(9Z,12Z))","Triacylglycerols",,"GL"
37,LMGL03013241,IDWYMMYRNPSLDA-NNBKTNTFSA-N,736.6439,12.96,[M+NH4]+,42:2,"TG(12:0/14:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
37,LMGL03013185,MVYUZNWWCHVKQR-LCPNZHLUSA-N,736.6439,12.96,[M+NH4]+,42:2,"TG(12:0/13:0/17:2(9Z,12Z))","Triacylglycerols",,"GL"
37,LMGL03012663,HLPNCTFGAPXMCE-JVJIMKLNSA-N,736.6439,12.96,[M+NH4]+,42:2,"TG(12:0/15:1(9Z)/15:1(9Z))","Triacylglycerols",,"GL"
38,LMGL03012639,NGJOPKIPWMIMHJ-FBRYIYLHSA-N,736.6439,13.01,[M+NH4]+,42:2,"TG(12:0/12:0/18:2(9Z,12Z))","Triacylglycerols",,"GL"
38,LMGL03013241,IDWYMMYRNPSLDA-NNBKTNTFSA-N,736.6439,13.01,[M+NH4]+,42:2,"TG(12:0/14:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
38,LMGL03013185,MVYUZNWWCHVKQR-LCPNZHLUSA-N,736.6439,13.01,[M+NH4]+,42:2,"TG(12:0/13:0/17:2(9Z,12Z))","Triacylglycerols",,"GL"
38,LMGL03012663,HLPNCTFGAPXMCE-JVJIMKLNSA-N,736.6439,13.01,[M+NH4]+,42:2,"TG(12:0/15:1(9Z)/15:1(9Z))","Triacylglycerols",,"GL"
39,LMGL03013247,NKOYYUQSNGIQOM-QCVUTXFISA-N,762.6595,13.08,[M+NH4]+,44:3,"TG(12:0/14:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
39,LMGL03012816,SVKNSUKRPRJLMQ-YUVKUZTFSA-N,762.6595,13.08,[M+NH4]+,44:3,"TG(14:1(9Z)/14:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
39,LMGL03013708,JZOOWMYOMPWBAD-OGQGREBWSA-N,762.6595,13.08,[M+NH4]+,44:3,"TG(13:0/14:1(9Z)/17:2(9Z,12Z))","Triacylglycerols",,"GL"
39,LMGL03012843,JDMONTWILRSCEC-QXCIEPKNSA-N,762.6595,13.08,[M+NH4]+,44:3,"TG(14:1(9Z)/15:1(9Z)/15:1(9Z))","Triacylglycerols",,"GL"
40,LMGL03013247,NKOYYUQSNGIQOM-QCVUTXFISA-N,762.6595,13.20,[M+NH4]+,44:3,"TG(12:0/14:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
40,LMGL03012816,SVKNSUKRPRJLMQ-YUVKUZTFSA-N,762.6595,13.20,[M+NH4]+,44:3,"TG(14:1(9Z)/14:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
41,LMGL03012630,WQFIBIGMXQGDCU-LDLOPFEMSA-N,698.6285,13.24,[M+NH4]+,39:0,"TG(12:0/12:0/15:0)","Triacylglycerols",,"GL"
41,LMGL03013177,DNGXCTPIOIMDHR-LDLOPFEMSA-N,698.6285,13.24,[M+NH4]+,39:0,"TG(12:0/13:0/14:0)","Triacylglycerols",,"GL"
42,LMGL03012635,KHLRTODJBSVAGV-HFWGUVFESA-N,724.6440,13.38,[M+NH4]+,41:1,"TG(12:0/12:0/17:1(9Z))","Triacylglycerols",,"GL"
42,LMGL03013210,FJOOAVLMJNSMTF-MJKSPPTLSA-N,724.6440,13.38,[M+NH4]+,41:1,"TG(12:0/14:0/15:1(9Z))","Triacylglycerols",,"GL"
42,LMGL03013182,MXYRQDXMUBYVGA-SLHRHHANSA-N,724.6440,13.38,[M+NH4]+,41:1,"TG(12:0/13:0/16:1(9Z))","Triacylglycerols",,"GL"
42,LMGL03013238,RQSDLMVBXZOIJI-QLIPJVAHSA-N,724.6440,13.38,[M+NH4]+,41:1,"TG(12:0/14:1(9Z)/15:0)","Triacylglycerols",,"GL"
43,LMGL03012635,KHLRTODJBSVAGV-HFWGUVFESA-N,724.6440,13.41,[M+NH4]+,41:1,"TG(12:0/12:0/17:1(9Z))","Triacylglycerols",,"GL"
43,LMGL03013210,FJOOAVLMJNSMTF-MJKSPPTLSA-N,724.6440,13.41,[M+NH4]+,41:1,"TG(12:0/14:0/15:1(9Z))","Triacylglycerols",,"GL"
43,LMGL03013182,MXYRQDXMUBYVGA-SLHRHHANSA-N,724.6440,13.41,[M+NH4]+,41:1,"TG(12:0/13:0/16:1(9Z))","Triacylglycerols",,"GL"
43,LMGL03013238,RQSDLMVBXZOIJI-QLIPJVAHSA-N,724.6440,13.41,[M+NH4]+,41:1,"TG(12:0/14:1(9Z)/15:0)","Triacylglycerols",,"GL"
44,LMGL03013219,UPTQVURZXBKTME-XXTQCTFESA-N,762.6596,13.48,[M+NH4]+,44:3,"TG(12:0/14:0/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
44,LMGL03013220,GNFGRPRMQNZKAE-ATVVGHMNSA-N,762.6596,13.48,[M+NH4]+,44:3,"TG(12:0/14:0/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
44,LMGL03013247,NKOYYUQSNGIQOM-QCVUTXFISA-N,762.6596,13.48,[M+NH4]+,44:3,"TG(12:0/14:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
44,LMGL03012703,GMPLQWMBPJILKR-HSFWOAQSSA-N,762.6596,13.48,[M+NH4]+,44:3,"TG(13:0/13:0/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
44,LMGL03012704,AYDFDLNJBDNTPQ-MRFMDBRJSA-N,762.6596,13.48,[M+NH4]+,44:3,"TG(13:0/13:0/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
45,LMGL03013247,NKOYYUQSNGIQOM-QCVUTXFISA-N,762.6595,13.54,[M+NH4]+,44:3,"TG(12:0/14:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
46,LMGL03013353,CMAFPQNJRXSIRQ-ZNXYRPJBSA-N,788.6751,13.58,[M+NH4]+,46:4,"TG(12:0/16:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
46,LMGL03013354,DGRJZOASNBQLOH-QTZGVYQKSA-N,788.6751,13.58,[M+NH4]+,46:4,"TG(12:0/16:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
46,LMGL03014147,QCZQFGBWINSNLX-LNTOXDARSA-N,788.6751,13.58,[M+NH4]+,46:4,"TG(14:0/14:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
46,LMGL03014148,CIZXNEUTBLZDKD-PZERMCFUSA-N,788.6751,13.58,[M+NH4]+,46:4,"TG(14:0/14:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
46,LMGL03012822,ZKUXYRGOHVAQTO-HLFWMBJJSA-N,788.6751,13.58,[M+NH4]+,46:4,"TG(14:1(9Z)/14:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
47,LMGL03013353,CMAFPQNJRXSIRQ-ZNXYRPJBSA-N,788.6751,13.65,[M+NH4]+,46:4,"TG(12:0/16:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
47,LMGL03013354,DGRJZOASNBQLOH-QTZGVYQKSA-N,788.6751,13.65,[M+NH4]+,46:4,"TG(12:0/16:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
47,LMGL03014147,QCZQFGBWINSNLX-LNTOXDARSA-N,788.6751,13.65,[M+NH4]+,46:4,"TG(14:0/14:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
47,LMGL03014148,CIZXNEUTBLZDKD-PZERMCFUSA-N,788.6751,13.65,[M+NH4]+,46:4,"TG(14:0/14:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
47,LMGL03012822,ZKUXYRGOHVAQTO-HLFWMBJJSA-N,788.6751,13.65,[M+NH4]+,46:4,"TG(14:1(9Z)/14:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
48,LMGL03014659,ZEUQOKOKLZTLSB-NYWPEPSPSA-N,814.6910,13.87,[M+NH4]+,48:5,"TG(14:1(9Z)/16:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
48,LMGL03014660,ZFCWRLVKQZYVPK-PHRGGPMISA-N,814.6910,13.87,[M+NH4]+,48:5,"TG(14:1(9Z)/16:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
48,LMGL03013482,NQRZSKWAOZFPRP-MQYJBXFNSA-N,814.6910,13.87,[M+NH4]+,48:5,"TG(12:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
48,LMGL03013483,KFQRBSAAUZGDDD-CDCFQRLISA-N,814.6910,13.87,[M+NH4]+,48:5,"TG(12:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
48,LMGL03012831,JQUKSVGLFGPPAG-ONCUBKOASA-N,814.6910,13.87,[M+NH4]+,48:5,"TG(14:1(9Z)/14:1(9Z)/20:3(8Z,11Z,14Z))","Triacylglycerols",,"GL"
49,LMGL03013482,NQRZSKWAOZFPRP-MQYJBXFNSA-N,814.6908,14.02,[M+NH4]+,48:5,"TG(12:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
49,LMGL03013483,KFQRBSAAUZGDDD-CDCFQRLISA-N,814.6908,14.02,[M+NH4]+,48:5,"TG(12:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
49,LMGL03014659,ZEUQOKOKLZTLSB-NYWPEPSPSA-N,814.6908,14.02,[M+NH4]+,48:5,"TG(14:1(9Z)/16:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
49,LMGL03014660,ZFCWRLVKQZYVPK-PHRGGPMISA-N,814.6908,14.02,[M+NH4]+,48:5,"TG(14:1(9Z)/16:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
49,LMGL03013362,LRAGMSIMAFJYQJ-VCJKHFAMSA-N,814.6908,14.02,[M+NH4]+,48:5,"TG(12:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
50,LMGL03012632,XTHFMIVZMLNNFC-RRHRGVEJSA-N,717.5994,14.22,[M+Na]+,40:0,"TG(12:0/12:0/16:0)","Triacylglycerols",,"GL"
50,LMGL03012660,UGBCBXMLXHJYBS-RRHRGVEJSA-N,717.5994,14.22,[M+Na]+,40:0,"TG(12:0/14:0/14:0)","Triacylglycerols",,"GL"
50,LMGL03013179,JGAZETGFICCELM-RRHRGVEJSA-N,717.5994,14.22,[M+Na]+,40:0,"TG(12:0/13:0/15:0)","Triacylglycerols",,"GL"
51,LMGL03012632,XTHFMIVZMLNNFC-RRHRGVEJSA-N,717.5993,14.22,[M+Na]+,40:0,"TG(12:0/12:0/16:0)","Triacylglycerols",,"GL"
51,LMGL03012660,UGBCBXMLXHJYBS-RRHRGVEJSA-N,717.5993,14.22,[M+Na]+,40:0,"TG(12:0/14:0/14:0)","Triacylglycerols",,"GL"
51,LMGL03013179,JGAZETGFICCELM-RRHRGVEJSA-N,717.5993,14.22,[M+Na]+,40:0,"TG(12:0/13:0/15:0)","Triacylglycerols",,"GL"
52,LMGL03012632,XTHFMIVZMLNNFC-RRHRGVEJSA-N,712.6440,14.24,[M+NH4]+,40:0,"TG(12:0/12:0/16:0)","Triacylglycerols",,"GL"
52,LMGL03012660,UGBCBXMLXHJYBS-RRHRGVEJSA-N,712.6440,14.24,[M+NH4]+,40:0,"TG(12:0/14:0/14:0)","Triacylglycerols",,"GL"
53,LMGL03014788,AHUMYRQDJNDRDH-CMJLRPPPSA-N,840.7065,14.29,[M+NH4]+,50:6,"TG(14:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
53,LMGL03014789,SRMKCMJXKAKEER-WBERPJNYSA-N,840.7065,14.29,[M+NH4]+,50:6,"TG(14:1(9Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
53,LMGL03012794,MIWSFRYSZLVSKM-CQZRGMFLSA-N,840.7065,14.29,[M+NH4]+,50:6,"TG(14:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
53,LMGL03014401,PYGZVBRYUNZOAJ-QTUNZUILSA-N,840.7065,14.29,[M+NH4]+,50:6,"TG(14:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
53,LMGL03012795,BJNRRZFZTVYOOW-AQJRMXQISA-N,840.7065,14.29,[M+NH4]+,50:6,"TG(14:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
54,LMGL03013212,PMWOTNASJLOLJE-BNQAGZCGSA-N,738.6595,14.31,[M+NH4]+,42:1,"TG(12:0/14:0/16:1(9Z))","Triacylglycerols",,"GL"
54,LMGL03012638,VHSCSWKCDUHRCW-KNWKQHDPSA-N,738.6595,14.31,[M+NH4]+,42:1,"TG(12:0/12:0/18:1(9Z))","Triacylglycerols",,"GL"
54,LMGL03013240,KOZSAZQHBRKVPG-HRQYBTARSA-N,738.6595,14.31,[M+NH4]+,42:1,"TG(12:0/14:1(9Z)/16:0)","Triacylglycerols",,"GL"
54,LMGL03012753,DOEBPNOTMREOMP-SISVDLPNSA-N,738.6595,14.31,[M+NH4]+,42:1,"TG(14:0/14:0/14:1(9Z))","Triacylglycerols",,"GL"
54,LMGL03013184,VXVLUTZRUMNTBD-KNWKQHDPSA-N,738.6595,14.31,[M+NH4]+,42:1,"TG(12:0/13:0/17:1(9Z))","Triacylglycerols",,"GL"
55,LMGL03013212,PMWOTNASJLOLJE-BNQAGZCGSA-N,743.6149,14.31,[M+Na]+,42:1,"TG(12:0/14:0/16:1(9Z))","Triacylglycerols",,"GL"
55,LMGL03012638,VHSCSWKCDUHRCW-KNWKQHDPSA-N,743.6149,14.31,[M+Na]+,42:1,"TG(12:0/12:0/18:1(9Z))","Triacylglycerols",,"GL"
55,LMGL03013240,KOZSAZQHBRKVPG-HRQYBTARSA-N,743.6149,14.31,[M+Na]+,42:1,"TG(12:0/14:1(9Z)/16:0)","Triacylglycerols",,"GL"
55,LMGL03013184,VXVLUTZRUMNTBD-KNWKQHDPSA-N,743.6149,14.31,[M+Na]+,42:1,"TG(12:0/13:0/17:1(9Z))","Triacylglycerols",,"GL"
55,LMGL03013267,UUKLDTGIQMPTIZ-YTLLSQCFSA-N,743.6149,14.31,[M+Na]+,42:1,"TG(12:0/15:0/15:1(9Z))","Triacylglycerols",,"GL"
56,LMGL03013500,RLOBMDBIPKEHPC-XVBABJJMSA-N,864.7064,14.37,[M+NH4]+,52:8,"TG(12:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Triacylglycerols",,"GL"
