GroupId,ID,Inchi,m/z,RT,Adduct,Sum composition,Common name,Lipid class,Session,Identification name
10,LMGL02010131,KRECEGQUDDMNAQ-MYBRWWDOSA-N,658.5405,15.63,[M+NH4]+,38:6,"DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
11,LMGL02010032,UHPKYXAUVQOHQL-DSZXWZEOSA-N,608.5253,15.88,[M+NH4]+,34:3,"DG(16:0/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
11,LMGL02010474,NFVDEXJHCNKRNB-XEQVECQLSA-N,608.5253,15.88,[M+NH4]+,34:3,"DG(18:3(6Z,9Z,12Z)/16:0/0:0)","Diacylglycerols",,"GL"
12,LMGL02010063,MQGBAQLIFKSMEM-ZHARMHCNSA-N,634.5407,15.96,[M+NH4]+,36:4,"DG(18:2(9Z,12Z)/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
13,LMGL02010032,UHPKYXAUVQOHQL-DSZXWZEOSA-N,608.5253,15.96,[M+NH4]+,34:3,"DG(16:0/18:3(9Z,12Z,15Z)/0:0)","Diacylglycerols",,"GL"
13,LMGL02010474,NFVDEXJHCNKRNB-XEQVECQLSA-N,608.5253,15.96,[M+NH4]+,34:3,"DG(18:3(6Z,9Z,12Z)/16:0/0:0)","Diacylglycerols",,"GL"
14,LMGL02010162,BXVYQJJBMVVALQ-VVSMSMGFSA-N,658.5409,16.32,[M+NH4]+,38:6,"DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
15,LMGL02010010,ADLOEVQMJKYKSR-YAIMUBSCSA-N,584.5255,16.53,[M+NH4]+,32:1,"DG(16:0/16:1(9Z)/0:0)","Diacylglycerols",,"GL"
16,LMGL02010026,FWWLDEIJAPIBES-DATDAJMQSA-N,610.5409,16.67,[M+NH4]+,34:2,"DG(16:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
17,LMGL02010026,FWWLDEIJAPIBES-DATDAJMQSA-N,593.5143,16.76,[M+H]+,34:2,"DG(16:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
18,LMGL02010121,LWXLWRXRJKMNLM-GOZUYJTOSA-N,660.5563,16.84,[M+NH4]+,38:5,"DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
18,LMGL02010150,VLJIZFHHJAQUNJ-ACPSSCCYSA-N,660.5563,16.84,[M+NH4]+,38:5,"DG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
19,LMGL02010150,VLJIZFHHJAQUNJ-ACPSSCCYSA-N,643.5298,16.86,[M+H]+,38:5,"DG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
20,LMGL02010027,SVXWJFFKLMLOHO-YAIZGCQRSA-N,610.5411,16.90,[M+NH4]+,34:2,"DG(16:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
21,LMGL02010027,SVXWJFFKLMLOHO-YAIZGCQRSA-N,610.5411,16.98,[M+NH4]+,34:2,"DG(16:0/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
22,LMGL02010215,OPNGKSOAWMNPIR-YZBXQAENSA-N,686.5718,17.01,[M+NH4]+,40:6,"DG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Diacylglycerols",,"GL"
23,LMGL02010056,BLZVZPYMHLXLHG-JOBMVARSSA-N,636.5566,17.05,[M+NH4]+,36:3,"DG(18:1(9Z)/18:2(9Z,12Z)/0:0)","Diacylglycerols",,"GL"
24,LMGL02010110,LRJPBKAIKLUOIQ-MBIZCETBSA-N,662.5721,17.45,[M+NH4]+,38:4,"DG(18:1(9Z)/20:3(8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
25,LMGL02010110,LRJPBKAIKLUOIQ-MBIZCETBSA-N,662.5720,17.54,[M+NH4]+,38:4,"DG(18:1(9Z)/20:3(8Z,11Z,14Z)/0:0)","Diacylglycerols",,"GL"
26,LMGL02010138,OJVQSHJQMGRSFT-GPQLOSGLSA-N,662.5718,17.82,[M+NH4]+,38:4,"DG(16:0/22:4(7Z,10Z,13Z,16Z)/0:0)","Diacylglycerols",,"GL"
27,LMGL02010001,JEJLGIQLPYYGEE-UHFFFAOYSA-N,586.5407,17.90,[M+NH4]+,32:0,"DG(16:0/16:0/0:0)","Diacylglycerols",,"GL"
27,LMGL02010009,JEJLGIQLPYYGEE-XIFFEERXSA-N,586.5407,17.90,[M+NH4]+,32:0,"DG(16:0/16:0/0:0)","Diacylglycerols",,"GL"
28,LMGL02010307,IIEPDWHEGOSXLD-NMYQGLQJSA-N,595.5301,18.04,[M+H]+,34:1,"DG(16:0/18:1(11Z)/0:0)","Diacylglycerols",,"GL"
28,LMGL02010006,YEJYLHKQOBOSCP-OZKTZCCCSA-N,595.5301,18.04,[M+H]+,34:1,"DG(16:0/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
28,LMGL02010004,GSEVZLBSIOIEFK-AAOCECEDSA-N,595.5301,18.04,[M+H]+,34:1,"DG(18:1(11E)/16:0/0:0)","Diacylglycerols",,"GL"
28,LMGL02010005,DOZKMFVMCATMEH-OZKTZCCCSA-N,595.5301,18.04,[M+H]+,34:1,"DG(18:1(9Z)/16:0/0:0)","Diacylglycerols",,"GL"
29,LMGL02010049,AFSHUZFNMVJNKX-LLWMBOQKSA-N,621.5453,18.16,[M+H]+,36:2,"DG(18:1(9Z)/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
30,LMGL02010043,SAEPUUXWQQNLGN-LVVMQYBKSA-N,640.5875,19.52,[M+NH4]+,36:1,"DG(18:0/18:1(9Z)/0:0)","Diacylglycerols",,"GL"
31,LMGL03012665,LJXSUVSRRMQRRA-WHTYERKGSA-N,764.6762,22.37,[M+NH4]+,44:2,"TG(12:0/16:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
31,LMGL03014140,SGPSMGCUZQMTGS-STQHKGLXSA-N,764.6762,22.37,[M+NH4]+,44:2,"TG(14:0/14:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
31,LMGL03013760,UYZOSOYEOQCNHV-QHLVFVAFSA-N,764.6762,22.37,[M+NH4]+,44:2,"TG(13:0/15:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
32,LMGL03013219,UPTQVURZXBKTME-XXTQCTFESA-N,745.6317,23.08,[M+H]+,44:3,"TG(12:0/14:0/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
32,LMGL03013220,GNFGRPRMQNZKAE-ATVVGHMNSA-N,745.6317,23.08,[M+H]+,44:3,"TG(12:0/14:0/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
33,LMGL03013211,PGZSAELMQZLYOA-HUESYALOSA-N,740.6763,23.08,[M+NH4]+,42:0,"TG(12:0/14:0/16:0)","Triacylglycerols",,"GL"
33,LMGL03012695,RGOKVKQPTJQSIB-HUESYALOSA-N,740.6763,23.08,[M+NH4]+,42:0,"TG(13:0/13:0/16:0)","Triacylglycerols",,"GL"
34,LMGL03012787,XUEMVUXNOCIHLG-MOFPORNTSA-N,792.7079,23.20,[M+NH4]+,46:2,"TG(14:0/16:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
34,LMGL03013351,MIEULIUWCBAVBF-XXVKYOKDSA-N,792.7079,23.20,[M+NH4]+,46:2,"TG(12:0/16:1(9Z)/18:1(9Z))","Triacylglycerols",,"GL"
34,LMGL03014627,XYYRUMPXVOZUGQ-HLWBBGRPSA-N,792.7079,23.20,[M+NH4]+,46:2,"TG(14:1(9Z)/16:0/16:1(9Z))","Triacylglycerols",,"GL"
34,LMGL03013813,IZXBQNYRCHXIAT-VOKJBPDXSA-N,792.7079,23.20,[M+NH4]+,46:2,"TG(13:0/16:1(9Z)/17:1(9Z))","Triacylglycerols",,"GL"
34,LMGL03014979,SSHOPXKJHFDHQK-KZDIDDISSA-N,792.7079,23.20,[M+NH4]+,46:2,"TG(15:0/15:1(9Z)/16:1(9Z))","Triacylglycerols",,"GL"
35,LMGL03013462,PURPKTYKZMLEGI-QEKZCQACSA-N,818.7237,23.31,[M+NH4]+,48:3,"TG(12:0/18:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
35,LMGL03014657,ZIGMEVARAPDBLA-ZOFBRCOOSA-N,818.7237,23.31,[M+NH4]+,48:3,"TG(14:1(9Z)/16:1(9Z)/18:1(9Z))","Triacylglycerols",,"GL"
35,LMGL03013885,RSGOXZFITOLVSG-PFQDXPQRSA-N,818.7237,23.31,[M+NH4]+,48:3,"TG(13:0/17:2(9Z,12Z)/18:1(9Z))","Triacylglycerols",,"GL"
35,LMGL03012933,VXEZWQRYMAFPJS-KPFBSJCMSA-N,818.7237,23.31,[M+NH4]+,48:3,"TG(15:1(9Z)/15:1(9Z)/18:1(9Z))","Triacylglycerols",,"GL"
36,LMGL03010247,YLBALWIGKCTFIL-MDYGGDRTSA-N,849.6946,23.42,[M+H]+,52:7,"TG(16:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","Triacylglycerols",,"GL"
36,LMGL03015823,CMQKNURFVKDTED-XSOZIZFKSA-N,849.6946,23.42,[M+H]+,52:7,"TG(16:1(9Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","Triacylglycerols",,"GL"
36,LMGL03014271,VZGVNGYRUWCXSM-NCWPFONVSA-N,849.6946,23.42,[M+H]+,52:7,"TG(14:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Triacylglycerols",,"GL"
36,LMGL03014676,PPKWPZSSYUYKDG-WLLLDXTCSA-N,849.6946,23.42,[M+H]+,52:7,"TG(14:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","Triacylglycerols",,"GL"
36,LMGL03012993,DZDQEFHVEHQVQQ-FHHJNADNSA-N,849.6946,23.42,[M+H]+,52:7,"TG(16:1(9Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
37,LMGL03010064,PVMBAGXWHHZKFP-JMPJWMFJSA-N,844.7394,23.44,[M+NH4]+,50:4,"TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
37,LMGL03014768,OXTWVCYSQAJXLY-UYVNSICISA-N,844.7394,23.44,[M+NH4]+,50:4,"TG(14:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
37,LMGL03012793,UVOGHPPAYFAQIT-HWJOWLPRSA-N,844.7394,23.44,[M+NH4]+,50:4,"TG(14:0/18:2(9Z,12Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
37,LMGL03013489,JAEXCRFFNQOZAF-CMNUMAMVSA-N,844.7394,23.44,[M+NH4]+,50:4,"TG(12:0/18:2(9Z,12Z)/20:2(11Z,14Z))","Triacylglycerols",,"GL"
37,LMGL03015105,INPHFDZYXDRJQK-NMZNJHNNSA-N,844.7394,23.44,[M+NH4]+,50:4,"TG(15:0/17:2(9Z,12Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
38,LMGL03010247,YLBALWIGKCTFIL-MDYGGDRTSA-N,849.6946,23.45,[M+H]+,52:7,"TG(16:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","Triacylglycerols",,"GL"
38,LMGL03015823,CMQKNURFVKDTED-XSOZIZFKSA-N,849.6946,23.45,[M+H]+,52:7,"TG(16:1(9Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","Triacylglycerols",,"GL"
38,LMGL03014392,HBSSGNRKOFMPFF-POTIHECYSA-N,849.6946,23.45,[M+H]+,52:7,"TG(14:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","Triacylglycerols",,"GL"
38,LMGL03014271,VZGVNGYRUWCXSM-NCWPFONVSA-N,849.6946,23.45,[M+H]+,52:7,"TG(14:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Triacylglycerols",,"GL"
38,LMGL03014676,PPKWPZSSYUYKDG-WLLLDXTCSA-N,849.6946,23.45,[M+H]+,52:7,"TG(14:1(9Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","Triacylglycerols",,"GL"
39,LMGL03014768,OXTWVCYSQAJXLY-UYVNSICISA-N,844.7396,23.54,[M+NH4]+,50:4,"TG(14:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
39,LMGL03012793,UVOGHPPAYFAQIT-HWJOWLPRSA-N,844.7396,23.54,[M+NH4]+,50:4,"TG(14:0/18:2(9Z,12Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
39,LMGL03010064,PVMBAGXWHHZKFP-JMPJWMFJSA-N,844.7396,23.54,[M+NH4]+,50:4,"TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
39,LMGL03013489,JAEXCRFFNQOZAF-CMNUMAMVSA-N,844.7396,23.54,[M+NH4]+,50:4,"TG(12:0/18:2(9Z,12Z)/20:2(11Z,14Z))","Triacylglycerols",,"GL"
39,LMGL03015105,INPHFDZYXDRJQK-NMZNJHNNSA-N,844.7396,23.54,[M+NH4]+,50:4,"TG(15:0/17:2(9Z,12Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
40,LMGL03014652,ZCZCYCYQZRQYEB-XWXBWRNMSA-N,849.6950,23.54,[M+H]+,52:7,"TG(14:1(9Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Triacylglycerols",,"GL"
40,LMGL03015736,KPERVTDKUHQJPA-GEWMRBEUSA-N,849.6950,23.54,[M+H]+,52:7,"TG(16:0/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","Triacylglycerols",,"GL"
40,LMGL03015753,OQRXPGDRAOFVJF-WXILDBSCSA-N,849.6950,23.54,[M+H]+,52:7,"TG(16:0/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))","Triacylglycerols",,"GL"
41,LMGL03013030,LXSVMCLLFGNHGU-TXMXRHPOSA-N,896.7690,23.71,[M+NH4]+,54:6,"TG(18:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","Triacylglycerols",,"GL"
41,LMGL03016217,IXLZJCDOWKHYDW-ZSOPFFCFSA-N,896.7690,23.71,[M+NH4]+,54:6,"TG(18:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
41,LMGL03010373,OTUIORVXGJUHBH-QVHNWUKDSA-N,896.7690,23.71,[M+NH4]+,54:6,"TG(18:1(9Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
41,LMGL03010400,CDNDFDKFZBPPFW-AXJGXPKFSA-N,896.7690,23.71,[M+NH4]+,54:6,"TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
41,LMGL03014380,HWQNUCDGDUFCMI-RQBJIVHESA-N,896.7690,23.71,[M+NH4]+,54:6,"TG(14:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","Triacylglycerols",,"GL"
42,LMGL03010185,BURBQZUNMNAKMA-UQVRGOOMSA-N,870.7554,23.84,[M+NH4]+,52:5,"TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
42,LMGL03014372,ITNUXAAETYEROX-WSZXHELYSA-N,870.7554,23.84,[M+NH4]+,52:5,"TG(14:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
42,LMGL03014036,DSUWGGLAPUOHSB-VUYOGZCGSA-N,870.7554,23.84,[M+NH4]+,52:5,"TG(13:0/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
42,LMGL03013596,SFNMQJOWSONERD-IWHWYHGVSA-N,870.7554,23.84,[M+NH4]+,52:5,"TG(12:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
42,LMGL03014758,LMDMXKYAEKPMRJ-HMTDPXOMSA-N,870.7554,23.84,[M+NH4]+,52:5,"TG(14:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
43,LMGL03014221,JYICXCHHKWVGEI-VOHILQMLSA-N,794.7236,23.84,[M+NH4]+,46:1,"TG(14:0/16:0/16:1(9Z))","Triacylglycerols",,"GL"
43,LMGL03012762,RSDIQTNCDWUNDP-JHXSWNAYSA-N,794.7236,23.84,[M+NH4]+,46:1,"TG(14:0/14:0/18:1(9Z))","Triacylglycerols",,"GL"
43,LMGL03013326,KKDKCSAJJXXLKK-JHXSWNAYSA-N,794.7236,23.84,[M+NH4]+,46:1,"TG(12:0/16:0/18:1(9Z))","Triacylglycerols",,"GL"
43,LMGL03014144,ZCRHGZDYDBVLDZ-XUZVNQLZSA-N,794.7236,23.84,[M+NH4]+,46:1,"TG(14:0/14:1(9Z)/18:0)","Triacylglycerols",,"GL"
43,LMGL03014170,HRRPRJZBIGFZNI-WHKPROEISA-N,794.7236,23.84,[M+NH4]+,46:1,"TG(14:0/15:0/17:1(9Z))","Triacylglycerols",,"GL"
44,LMGL03010400,CDNDFDKFZBPPFW-AXJGXPKFSA-N,896.7711,23.87,[M+NH4]+,54:6,"TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
44,LMGL03010399,NIQCHCDUIPSWDJ-DODJOXOJSA-N,896.7711,23.87,[M+NH4]+,54:6,"TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
44,LMGL03015606,YZTTZZINEVHRFE-JUTPEYLNSA-N,896.7711,23.87,[M+NH4]+,54:6,"TG(15:1(9Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
44,LMGL03013631,RHSQFJTUDRDZQB-ZZRCJBNLSA-N,896.7711,23.87,[M+NH4]+,54:6,"TG(12:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))","Triacylglycerols",,"GL"
44,LMGL03014507,YFFIQOSQQILEOJ-IIWHEWEFSA-N,896.7711,23.87,[M+NH4]+,54:6,"TG(14:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
45,LMGL03010399,NIQCHCDUIPSWDJ-DODJOXOJSA-N,896.7713,23.94,[M+NH4]+,54:6,"TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
46,LMGL03010399,NIQCHCDUIPSWDJ-DODJOXOJSA-N,896.7713,24.03,[M+NH4]+,54:6,"TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
46,LMGL03010400,CDNDFDKFZBPPFW-AXJGXPKFSA-N,896.7713,24.03,[M+NH4]+,54:6,"TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
46,LMGL03014507,YFFIQOSQQILEOJ-IIWHEWEFSA-N,896.7713,24.03,[M+NH4]+,54:6,"TG(14:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
46,LMGL03013631,RHSQFJTUDRDZQB-ZZRCJBNLSA-N,896.7713,24.03,[M+NH4]+,54:6,"TG(12:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))","Triacylglycerols",,"GL"
46,LMGL03014902,FWEYWBCVKNAPDM-CWNCTSIJSA-N,896.7713,24.03,[M+NH4]+,54:6,"TG(14:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
47,LMGL03010327,VVEBTVMJPTZDHO-YQFZQLSNSA-N,903.7405,24.16,[M+Na]+,54:5,"TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
47,LMGL03013029,GOEUQPTVSLNGLY-SIPJYBKGSA-N,903.7405,24.16,[M+Na]+,54:5,"TG(18:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
47,LMGL03010330,OEJXMJPFOHYSIU-GRLFFVHSSA-N,903.7405,24.16,[M+Na]+,54:5,"TG(18:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
47,LMGL03010355,KKABVOCYVJCRKP-PZOQESJISA-N,903.7405,24.16,[M+Na]+,54:5,"TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
47,LMGL03014379,XSDZXQPLCUUMHQ-VOLJVZMBSA-N,903.7405,24.16,[M+Na]+,54:5,"TG(14:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","Triacylglycerols",,"GL"
48,LMGL03016229,ZOCYXDJAZMBQOR-YPZPGBOUSA-N,903.7419,24.18,[M+H]+,56:8,"TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
48,LMGL03010807,GSSCBNMGXJDQBM-UXRQZNCDSA-N,903.7419,24.18,[M+H]+,56:8,"TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
48,LMGL03010815,XMEDLHXPFLTJAC-XSWPOCNKSA-N,903.7419,24.18,[M+H]+,56:8,"TG(18:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","Triacylglycerols",,"GL"
48,LMGL03011000,WNPSDDIXKTYRFE-GKTZLVFTSA-N,903.7419,24.18,[M+H]+,56:8,"TG(16:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Triacylglycerols",,"GL"
48,LMGL03016247,UOINLHPXRLVAPH-QMQJVQBASA-N,903.7419,24.18,[M+H]+,56:8,"TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))","Triacylglycerols",,"GL"
49,LMGL03010187,BMSDHYZLQWTKSQ-LSJAAEOESA-N,886.7863,24.34,[M+NH4]+,53:4,"TG(17:2(9Z,12Z)/18:1(9Z)/18:1(9Z))","Triacylglycerols",,"GL"
49,LMGL03010190,VESVDAJIPQIOEH-NAAHWEMHSA-N,886.7863,24.34,[M+NH4]+,53:4,"TG(17:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","Triacylglycerols",,"GL"
49,LMGL03015905,WGTFIXDSYLYPIO-BGZYNWNKSA-N,886.7863,24.34,[M+NH4]+,53:4,"TG(17:0/18:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
49,LMGL03010194,RLDKFJHHHPZZSZ-OQLDQSHXSA-N,886.7863,24.34,[M+NH4]+,53:4,"TG(17:0/18:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
49,LMGL03013943,DWYKSSQCHKULOQ-DTCNNJFVSA-N,886.7863,24.34,[M+NH4]+,53:4,"TG(13:0/18:1(9Z)/22:3(10Z,13Z,16Z))","Triacylglycerols",,"GL"
50,LMGL03012786,JWVXCFSNEOMSHH-YACUFSJGSA-N,801.6944,24.38,[M+Na]+,46:0,"TG(14:0/16:0/16:0)","Triacylglycerols",,"GL"
50,LMGL03010007,HBNALZRPCNRSPZ-YACUFSJGSA-N,801.6944,24.38,[M+Na]+,46:0,"TG(12:0/16:0/18:0)","Triacylglycerols",,"GL"
50,LMGL03013787,PIHDCAJURCFXTB-YACUFSJGSA-N,801.6944,24.38,[M+Na]+,46:0,"TG(13:0/16:0/17:0)","Triacylglycerols",,"GL"
50,LMGL03012872,NYQQFKYIZVRSQX-YACUFSJGSA-N,801.6944,24.38,[M+Na]+,46:0,"TG(15:0/15:0/16:0)","Triacylglycerols",,"GL"
51,LMGL03014363,TYUYVOHLQUKDNN-NSALPRGZSA-N,827.7104,24.46,[M+H]+,50:4,"TG(14:0/18:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
51,LMGL03014364,GTOYFHSNXPGLKS-HBIZVULXSA-N,827.7104,24.46,[M+H]+,50:4,"TG(14:0/18:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
51,LMGL03014237,FKJNKIIHHYXTFQ-YJKKQOLLSA-N,827.7104,24.46,[M+H]+,50:4,"TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))","Triacylglycerols",,"GL"
51,LMGL03015707,SWRIYMPOMOLLBH-GCNOXSMISA-N,827.7104,24.46,[M+H]+,50:4,"TG(16:0/16:1(9Z)/18:3(6Z,9Z,12Z))","Triacylglycerols",,"GL"
51,LMGL03010065,RHUJINIOQZVHBP-OANVKHJTSA-N,827.7104,24.46,[M+H]+,50:4,"TG(16:0/16:1(9Z)/18:3(9Z,12Z,15Z))","Triacylglycerols",,"GL"
52,LMGL03012786,JWVXCFSNEOMSHH-YACUFSJGSA-N,796.7393,24.46,[M+NH4]+,46:0,"TG(14:0/16:0/16:0)","Triacylglycerols",,"GL"
