Compound,Adduct info,Approved,Sample,Lipid Class,Num. of samples,Adducts,Has MS/MS,Has OX Chain,StdDev,Area
>608.5253@15.88,,Approved,Super Sample,Diacylglycerols,12,,Y,N,3269712.818183222,9269055
>>608.5253@15.87,,,20181130_pos_SIR1,Diacylglycerols,12,,N,N,0,7188860
>>608.5253@15.87,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,9590130
>>608.5252@15.88,,,20181130_pos_SIR3,Diacylglycerols,12,,Y,N,0,10356400
>>608.5253@15.93,,,20181130_pos_SIS1,Diacylglycerols,11,,Y,N,0,9206370
>>608.5252@15.87,,,20181130_pos_SIS2,Diacylglycerols,12,,N,N,0,3436760
>>608.5253@15.87,,,20181130_pos_SIS3,Diacylglycerols,12,,N,N,0,5642400
>>608.5252@15.87,,,20181130_pos_VIR1,Diacylglycerols,12,,N,N,0,13789700
>>608.5253@15.87,,,20181130_pos_VIR2,Diacylglycerols,12,,N,N,0,5510460
>>608.5252@15.86,,,20181130_pos_VIR3,Diacylglycerols,12,,Y,N,0,10184300
>>608.5253@15.89,,,20181130_pos_VIS1,Diacylglycerols,12,,Y,N,0,11251200
>>608.5253@15.89,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,15259200
>>608.5253@15.87,,,20181130_pos_VIS3,Diacylglycerols,12,,N,N,0,9812880
>634.5407@15.96,,Approved,Super Sample,Diacylglycerols,12,,Y,N,11705673.963188007,25793755.833333332
>>634.5408@15.95,,,20181130_pos_SIR1,Diacylglycerols,12,,Y,N,0,17090500
>>634.5407@15.94,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,30676400
>>634.5407@15.96,,,20181130_pos_SIR3,Diacylglycerols,12,,Y,N,0,23102200
>>634.5408@15.96,,,20181130_pos_SIS1,Diacylglycerols,12,,Y,N,0,17428100
>>634.5406@15.97,,,20181130_pos_SIS2,Diacylglycerols,12,,Y,N,0,9416070
>>634.5407@15.97,,,20181130_pos_SIS3,Diacylglycerols,12,,Y,N,0,19927700
>>634.5407@15.95,,,20181130_pos_VIR1,Diacylglycerols,12,,Y,N,0,45232800
>>634.5408@15.97,,,20181130_pos_VIR2,Diacylglycerols,12,,Y,N,0,17988000
>>634.5407@15.97,,,20181130_pos_VIR3,Diacylglycerols,12,,Y,N,0,23053100
>>634.5407@15.95,,,20181130_pos_VIS1,Diacylglycerols,12,,Y,N,0,30789200
>>634.5407@15.96,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,51964700
>>634.5407@15.96,,,20181130_pos_VIS3,Diacylglycerols,12,,Y,N,0,22856300
>608.5253@15.96,,Approved,Super Sample,Diacylglycerols,12,,Y,N,4697862.042987391,15414095
>>608.5253@15.96,,,20181130_pos_SIR1,Diacylglycerols,12,,Y,N,0,10497900
>>608.5253@15.97,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,18576000
>>608.5253@15.98,,,20181130_pos_SIR3,Diacylglycerols,12,,N,N,0,13609100
>>608.5252@15.96,,,20181130_pos_SIS1,Diacylglycerols,12,,Y,N,0,22111500
>>608.5252@15.97,,,20181130_pos_SIS2,Diacylglycerols,12,,N,N,0,7042740
>>608.5253@15.96,,,20181130_pos_SIS3,Diacylglycerols,12,,N,N,0,10777500
>>608.5252@15.97,,,20181130_pos_VIR1,Diacylglycerols,12,,Y,N,0,20692700
>>608.5253@15.97,,,20181130_pos_VIR2,Diacylglycerols,12,,N,N,0,11938400
>>608.5253@15.97,,,20181130_pos_VIR3,Diacylglycerols,12,,N,N,0,14629000
>>608.5253@15.95,,,20181130_pos_VIS1,Diacylglycerols,12,,Y,N,0,19368600
>>608.5252@15.96,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,21238500
>>608.5253@15.96,,,20181130_pos_VIS3,Diacylglycerols,12,,Y,N,0,14487200
>658.5409@16.32,,Approved,Super Sample,Diacylglycerols,12,,Y,N,3152064.8315707278,12158425
>>658.5409@16.32,,,20181130_pos_SIR1,Diacylglycerols,12,,Y,N,0,9334140
>>658.5409@16.32,,,20181130_pos_SIR2,Diacylglycerols,11,,Y,N,0,16297000
>>658.5409@16.31,,,20181130_pos_SIR3,Diacylglycerols,11,,Y,N,0,11137700
>>658.5408@16.32,,,20181130_pos_SIS1,Diacylglycerols,12,,Y,N,0,15527200
>>658.5411@16.32,,,20181130_pos_SIS2,Diacylglycerols,12,,Y,N,0,6132390
>>658.5409@16.32,,,20181130_pos_SIS3,Diacylglycerols,12,,Y,N,0,10841600
>>658.5408@16.32,,,20181130_pos_VIR1,Diacylglycerols,12,,Y,N,0,13954700
>>658.5410@16.32,,,20181130_pos_VIR2,Diacylglycerols,11,,Y,N,0,7485570
>>658.5408@16.31,,,20181130_pos_VIR3,Diacylglycerols,12,,Y,N,0,13371400
>>658.5408@16.32,,,20181130_pos_VIS1,Diacylglycerols,12,,Y,N,0,16186900
>>658.5407@16.33,,,20181130_pos_VIS2,Diacylglycerols,6,,Y,N,0,12648100
>>658.5409@16.33,,,20181130_pos_VIS3,Diacylglycerols,12,,Y,N,0,12984400
>584.5255@16.53,,Approved,Super Sample,Diacylglycerols,12,,Y,N,40148955.5534787,89924275
>>584.5255@16.53,,,20181130_pos_SIR1,Diacylglycerols,2,,Y,N,0,51408800
>>584.5255@16.52,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,72086700
>>584.5255@16.54,,,20181130_pos_SIR3,Diacylglycerols,6,,Y,N,0,71878500
>>584.5255@16.52,,,20181130_pos_SIS1,Diacylglycerols,12,,Y,N,0,80819900
>>584.5254@16.54,,,20181130_pos_SIS2,Diacylglycerols,12,,Y,N,0,34674600
>>584.5254@16.52,,,20181130_pos_SIS3,Diacylglycerols,12,,Y,N,0,55934100
>>584.5255@16.54,,,20181130_pos_VIR1,Diacylglycerols,11,,Y,N,0,134249000
>>584.5255@16.54,,,20181130_pos_VIR2,Diacylglycerols,12,,Y,N,0,69912200
>>584.5255@16.51,,,20181130_pos_VIR3,Diacylglycerols,12,,Y,N,0,95194200
>>584.5254@16.53,,,20181130_pos_VIS1,Diacylglycerols,12,,Y,N,0,144242000
>>584.5255@16.54,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,176980000
>>584.5255@16.53,,,20181130_pos_VIS3,Diacylglycerols,2,,Y,N,0,91711300
>610.5409@16.67,,Approved,Super Sample,Diacylglycerols,12,,Y,N,41199931.70294619,48490291.666666664
>>610.5408@16.67,,,20181130_pos_SIR1,Diacylglycerols,12,,Y,N,0,21573700
>>610.5408@16.67,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,25802900
>>610.5408@16.67,,,20181130_pos_SIR3,Diacylglycerols,12,,Y,N,0,29501600
>>610.5409@16.67,,,20181130_pos_SIS1,Diacylglycerols,12,,Y,N,0,28045900
>>610.5409@16.67,,,20181130_pos_SIS2,Diacylglycerols,12,,N,N,0,11343600
>>610.5408@16.68,,,20181130_pos_SIS3,Diacylglycerols,12,,Y,N,0,21071000
>>610.5409@16.68,,,20181130_pos_VIR1,Diacylglycerols,12,,Y,N,0,94327900
>>610.5408@16.66,,,20181130_pos_VIR2,Diacylglycerols,12,,Y,N,0,25971000
>>610.5409@16.67,,,20181130_pos_VIR3,Diacylglycerols,12,,Y,N,0,44330500
>>610.5409@16.67,,,20181130_pos_VIS1,Diacylglycerols,12,,Y,N,0,69886900
>>610.5411@16.68,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,163094000
>>610.5409@16.67,,,20181130_pos_VIS3,Diacylglycerols,12,,Y,N,0,46934500
>593.5143@16.76,,Approved,Super Sample,Diacylglycerols,12,,Y,N,1639182.3872307923,2651209.1666666665
>>593.5142@16.76,,,20181130_pos_SIR1,Diacylglycerols,12,,N,N,0,1299430
>>593.5143@16.77,,,20181130_pos_SIR2,Diacylglycerols,12,,N,N,0,1909850
>>593.5143@16.77,,,20181130_pos_SIR3,Diacylglycerols,12,,N,N,0,1484420
>>593.5143@16.77,,,20181130_pos_SIS1,Diacylglycerols,12,,N,N,0,2003310
>>593.5142@16.77,,,20181130_pos_SIS2,Diacylglycerols,12,,N,N,0,1083350
>>593.5142@16.77,,,20181130_pos_SIS3,Diacylglycerols,12,,N,N,0,1626580
>>593.5144@16.77,,,20181130_pos_VIR1,Diacylglycerols,11,,N,N,0,4532160
>>593.5143@16.76,,,20181130_pos_VIR2,Diacylglycerols,12,,N,N,0,2607100
>>593.5143@16.75,,,20181130_pos_VIR3,Diacylglycerols,12,,N,N,0,2162470
>>593.5143@16.75,,,20181130_pos_VIS1,Diacylglycerols,12,,N,N,0,3516200
>>593.5144@16.76,,,20181130_pos_VIS2,Diacylglycerols,11,,Y,N,0,7125030
>>593.5145@16.75,,,20181130_pos_VIS3,Diacylglycerols,12,,N,N,0,2464610
>660.5563@16.84,,Approved,Super Sample,Diacylglycerols,12,,Y,N,5487124.962734735,23918900
>>660.5562@16.83,,,20181130_pos_SIR1,Diacylglycerols,12,,Y,N,0,19273300
>>660.5563@16.85,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,30595200
>>660.5563@16.84,,,20181130_pos_SIR3,Diacylglycerols,12,,Y,N,0,25351500
>>660.5563@16.84,,,20181130_pos_SIS1,Diacylglycerols,12,,Y,N,0,28838500
>>660.5563@16.86,,,20181130_pos_SIS2,Diacylglycerols,12,,Y,N,0,11574900
>>660.5562@16.86,,,20181130_pos_SIS3,Diacylglycerols,12,,Y,N,0,22457800
>>660.5563@16.83,,,20181130_pos_VIR1,Diacylglycerols,12,,Y,N,0,31090600
>>660.5562@16.83,,,20181130_pos_VIR2,Diacylglycerols,12,,Y,N,0,17774800
>>660.5563@16.86,,,20181130_pos_VIR3,Diacylglycerols,12,,Y,N,0,25063000
>>660.5563@16.82,,,20181130_pos_VIS1,Diacylglycerols,12,,Y,N,0,25041600
>>660.5563@16.82,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,28174000
>>660.5563@16.86,,,20181130_pos_VIS3,Diacylglycerols,12,,Y,N,0,21791600
>643.5298@16.86,,Approved,Super Sample,Diacylglycerols,12,,Y,N,1068549.4570792245,4835239.166666667
>>643.5297@16.86,,,20181130_pos_SIR1,Diacylglycerols,11,,N,N,0,3784720
>>643.5298@16.85,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,6315410
>>643.5298@16.84,,,20181130_pos_SIR3,Diacylglycerols,12,,Y,N,0,5038730
>>643.5298@16.87,,,20181130_pos_SIS1,Diacylglycerols,12,,Y,N,0,5902750
>>643.5297@16.85,,,20181130_pos_SIS2,Diacylglycerols,12,,N,N,0,2423080
>>643.5297@16.86,,,20181130_pos_SIS3,Diacylglycerols,7,,N,N,0,4911140
>>643.5299@16.87,,,20181130_pos_VIR1,Diacylglycerols,12,,Y,N,0,6053880
>>643.5298@16.86,,,20181130_pos_VIR2,Diacylglycerols,12,,N,N,0,3619330
>>643.5298@16.84,,,20181130_pos_VIR3,Diacylglycerols,12,,Y,N,0,5148190
>>643.5299@16.85,,,20181130_pos_VIS1,Diacylglycerols,12,,Y,N,0,5041440
>>643.5300@16.85,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,5273790
>>643.5299@16.86,,,20181130_pos_VIS3,Diacylglycerols,12,,Y,N,0,4510410
>610.5411@16.90,,Approved,Super Sample,Diacylglycerols,12,,Y,N,40998307.513457865,106796583.33333333
>>610.5412@16.89,,,20181130_pos_SIR1,Diacylglycerols,12,,Y,N,0,74045100
>>610.5412@16.88,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,112826000
>>610.5413@16.89,,,20181130_pos_SIR3,Diacylglycerols,12,,Y,N,0,124622000
>>610.5410@16.89,,,20181130_pos_SIS1,Diacylglycerols,12,,Y,N,0,76376300
>>610.5410@16.89,,,20181130_pos_SIS2,Diacylglycerols,12,,Y,N,0,33550500
>>610.5410@16.90,,,20181130_pos_SIS3,Diacylglycerols,12,,Y,N,0,58738700
>>610.5413@16.89,,,20181130_pos_VIR1,Diacylglycerols,12,,Y,N,0,170830000
>>610.5411@16.95,,,20181130_pos_VIR2,Diacylglycerols,12,,Y,N,0,97425900
>>610.5412@16.90,,,20181130_pos_VIR3,Diacylglycerols,12,,N,N,0,133099000
>>610.5410@16.90,,,20181130_pos_VIS1,Diacylglycerols,12,,N,N,0,126476000
>>610.5412@16.89,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,176014000
>>610.5412@16.88,,,20181130_pos_VIS3,Diacylglycerols,12,,N,N,0,97555500
>610.5411@16.98,,Approved,Super Sample,Diacylglycerols,12,,Y,N,41584544.49252467,147910808.33333334
>>610.5411@16.97,,,20181130_pos_SIR1,Diacylglycerols,11,,Y,N,0,104735000
>>610.5412@16.99,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,178844000
>>610.5411@16.98,,,20181130_pos_SIR3,Diacylglycerols,12,,Y,N,0,124757000
>>610.5411@16.97,,,20181130_pos_SIS1,Diacylglycerols,12,,Y,N,0,143235000
>>610.5410@16.99,,,20181130_pos_SIS2,Diacylglycerols,12,,Y,N,0,71388800
>>610.5411@16.98,,,20181130_pos_SIS3,Diacylglycerols,12,,Y,N,0,99633900
>>610.5411@16.98,,,20181130_pos_VIR1,Diacylglycerols,12,,Y,N,0,215999000
>>610.5410@16.97,,,20181130_pos_VIR2,Diacylglycerols,12,,Y,N,0,196395000
>>610.5411@16.98,,,20181130_pos_VIR3,Diacylglycerols,12,,Y,N,0,140538000
>>610.5410@16.96,,,20181130_pos_VIS1,Diacylglycerols,11,,Y,N,0,169108000
>>610.5410@16.98,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,188615000
>>610.5410@16.98,,,20181130_pos_VIS3,Diacylglycerols,12,,Y,N,0,141681000
>686.5718@17.01,,Approved,Super Sample,Diacylglycerols,12,,Y,N,1373542.8396210675,4491485.833333333
>>686.5720@17.01,,,20181130_pos_SIR1,Diacylglycerols,12,,N,N,0,2628930
>>686.5721@17.01,,,20181130_pos_SIR2,Diacylglycerols,12,,Y,N,0,6115210
>>686.5719@17.01,,,20181130_pos_SIR3,Diacylglycerols,12,,Y,N,0,4898870
>>686.5719@17.02,,,20181130_pos_SIS1,Diacylglycerols,12,,N,N,0,4634650
>>686.5718@17.01,,,20181130_pos_SIS2,Diacylglycerols,1,,N,N,0,1234080
>>686.5719@17.02,,,20181130_pos_SIS3,Diacylglycerols,12,,N,N,0,3612010
>>686.5720@17.01,,,20181130_pos_VIR1,Diacylglycerols,12,,Y,N,0,5284340
>>686.5712@17.00,,,20181130_pos_VIR2,Diacylglycerols,12,,N,N,0,4496910
>>686.5719@17.01,,,20181130_pos_VIR3,Diacylglycerols,12,,Y,N,0,5940450
>>686.5718@17.01,,,20181130_pos_VIS1,Diacylglycerols,12,,Y,N,0,4325030
>>686.5720@17.01,,,20181130_pos_VIS2,Diacylglycerols,12,,Y,N,0,5949310
>>686.5716@17.00,,,20181130_pos_VIS3,Diacylglycerols,12,,N,N,0,4778040
>636.5566@17.05,,Approved,Super Sample,Diacylglycerols,12,,Y,N,41408213.80660534,82009775
>>636.5566@17.03,,,20181130_pos_SIR1,Diacylglycerols,12,,Y,N,0,51040500
