Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
608.5253@15.88,"3","77.82","99.82","98.87","57.89","2","DG(16:0/18:3(9Z,12Z,15Z)/0:0)","C37H66O5","Diacylglycerols","34:3","16:0/18:3(9Z,12Z,15Z)/0:0","590.4910","0.6","[M+NH4]+"
634.5407@15.96,"3","78.00","99.96","99.94","60.17","3","DG(18:2(9Z,12Z)/18:2(9Z,12Z)/0:0)","C39H68O5","Diacylglycerols","36:4","18:2(9Z,12Z)/18:2(9Z,12Z)/0:0","616.5067","0.3","[M+NH4]+"
608.5253@15.96,"3","78.13","99.82","99.78","63.16","3","DG(16:0/18:3(9Z,12Z,15Z)/0:0)","C37H66O5","Diacylglycerols","34:3","16:0/18:3(9Z,12Z,15Z)/0:0","590.4910","0.6","[M+NH4]+"
658.5409@16.32,"3","77.98","99.86","99.99","59.98","3","DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","C41H68O5","Diacylglycerols","38:6","16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0","640.5067","0.5","[M+NH4]+"
584.5255@16.53,"3","78.06","99.57","99.72","62.38","3","DG(16:0/16:1(9Z)/0:0)","C35H66O5","Diacylglycerols","32:1","16:0/16:1(9Z)/0:0","566.4910","1.0","[M+NH4]+"
610.5409@16.67,"3","78.14","99.86","99.59","63.54","3","DG(16:1(9Z)/18:1(9Z)/0:0)","C37H68O5","Diacylglycerols","34:2","16:1(9Z)/18:1(9Z)/0:0","592.5067","0.6","[M+NH4]+"
593.5143@16.76,"3","78.46","99.85","99.95","69.48","2","DG(16:1(9Z)/18:1(9Z)/0:0)","C37H68O5","Diacylglycerols","34:2","16:1(9Z)/18:1(9Z)/0:0","592.5067","0.6","[M+H]+"
660.5563@16.84,"3","77.96","99.99","99.96","59.21","3","DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)","C41H70O5","Diacylglycerols","38:5","18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0","642.5223","0.1","[M+NH4]+"
643.5298@16.86,"3","78.11","99.95","99.94","62.29","2","DG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","C41H70O5","Diacylglycerols","38:5","16:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0","642.5223","0.3","[M+H]+"
610.5411@16.90,"3","78.15","99.56","99.95","63.98","2","DG(16:0/18:2(9Z,12Z)/0:0)","C37H68O5","Diacylglycerols","34:2","16:0/18:2(9Z,12Z)/0:0","592.5067","1.0","[M+NH4]+"
610.5411@16.98,"3","78.08","99.66","99.88","62.46","3","DG(16:0/18:2(9Z,12Z)/0:0)","C37H68O5","Diacylglycerols","34:2","16:0/18:2(9Z,12Z)/0:0","592.5067","0.9","[M+NH4]+"
686.5718@17.01,"3","77.82","100.00","99.79","56.60","2","DG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","C43H72O5","Diacylglycerols","40:6","18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0","668.5380","0.0","[M+NH4]+"
636.5566@17.05,"3","78.15","99.83","99.86","63.44","3","DG(18:1(9Z)/18:2(9Z,12Z)/0:0)","C39H70O5","Diacylglycerols","36:3","18:1(9Z)/18:2(9Z,12Z)/0:0","618.5223","0.6","[M+NH4]+"
662.5721@17.45,"3","77.82","99.94","99.37","57.14","2","DG(18:1(9Z)/20:3(8Z,11Z,14Z)/0:0)","C41H72O5","Diacylglycerols","38:4","18:1(9Z)/20:3(8Z,11Z,14Z)/0:0","644.5380","0.3","[M+NH4]+"
662.5720@17.54,"3","77.80","99.97","99.92","56.05","2","DG(18:1(9Z)/20:3(8Z,11Z,14Z)/0:0)","C41H72O5","Diacylglycerols","38:4","18:1(9Z)/20:3(8Z,11Z,14Z)/0:0","644.5380","0.2","[M+NH4]+"
662.5718@17.82,"3","77.86","100.00","99.97","57.26","1","DG(16:0/22:4(7Z,10Z,13Z,16Z)/0:0)","C41H72O5","Diacylglycerols","38:4","16:0/22:4(7Z,10Z,13Z,16Z)/0:0","644.5380","0.0","[M+NH4]+"
586.5407@17.90,"3","72.97","99.96","0.00","59.40","2","DG(16:0/16:0/0:0)","C35H68O5","Diacylglycerols","32:0","16:0/16:0/0:0","568.5067","0.3","[M+NH4]+"
595.5301@18.04,"3","78.20","99.74","98.80","65.69","3","DG(16:0/18:1(11Z)/0:0)","C37H70O5","Diacylglycerols","34:1","16:0/18:1(11Z)/0:0","594.5223","0.8","[M+H]+"
621.5453@18.16,"3","78.03","99.99","99.08","61.52","3","DG(18:1(9Z)/18:1(9Z)/0:0)","C39H72O5","Diacylglycerols","36:2","18:1(9Z)/18:1(9Z)/0:0","620.5380","0.1","[M+H]+"
640.5875@19.52,"3","78.13","100.00","99.96","62.71","3","DG(18:0/18:1(9Z)/0:0)","C39H74O5","Diacylglycerols","36:1","18:0/18:1(9Z)/0:0","622.5536","0.0","[M+NH4]+"
764.6762@22.37,"3","78.17","100.00","99.00","64.40","10","TG(12:0/16:1(9Z)/16:1(9Z))","C47H86O6","Triacylglycerols","44:2","12:0/16:1(9Z)/16:1(9Z)","746.6424","0.1","[M+NH4]+"
745.6317@23.08,"3","77.08","94.03","99.96","53.55","1","TG(12:0/14:0/18:3(6Z,9Z,12Z))","C47H84O6","Triacylglycerols","44:3","12:0/14:0/18:3(6Z,9Z,12Z)","744.6268","3.2","[M+H]+"
740.6763@23.08,"3","77.82","100.00","99.56","56.85","4","TG(12:0/14:0/16:0)","C45H86O6","Triacylglycerols","42:0","12:0/14:0/16:0","722.6424","0.1","[M+NH4]+"
792.7079@23.20,"3","78.07","99.89","99.61","61.93","9","TG(14:0/16:1(9Z)/16:1(9Z))","C49H90O6","Triacylglycerols","46:2","14:0/16:1(9Z)/16:1(9Z)","774.6737","0.4","[M+NH4]+"
818.7237@23.31,"3","77.91","99.81","99.75","58.80","7","TG(12:0/18:1(9Z)/18:2(9Z,12Z))","C51H92O6","Triacylglycerols","48:3","12:0/18:1(9Z)/18:2(9Z,12Z)","800.6894","0.5","[M+NH4]+"
849.6946@23.42,"3","77.24","95.85","97.26","55.82","3","TG(16:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H92O6","Triacylglycerols","52:7","16:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)","848.6894","2.4","[M+H]+"
844.7394@23.44,"3","78.26","99.75","99.41","66.35","12","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C53H94O6","Triacylglycerols","50:4","16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)","826.7050","0.6","[M+NH4]+"
849.6946@23.45,"3","77.38","96.01","99.47","56.15","3","TG(16:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H92O6","Triacylglycerols","52:7","16:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)","848.6894","2.4","[M+H]+"
844.7396@23.54,"3","77.95","99.43","99.60","60.54","8","TG(14:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C53H94O6","Triacylglycerols","50:4","14:1(9Z)/18:1(9Z)/18:2(9Z,12Z)","826.7050","0.9","[M+NH4]+"
849.6950@23.54,"3","77.30","97.30","99.61","51.70","1","TG(14:1(9Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C55H92O6","Triacylglycerols","52:7","14:1(9Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)","848.6894","2.0","[M+H]+"
896.7690@23.71,"3","77.91","98.76","98.21","62.39","8","TG(18:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C57H98O6","Triacylglycerols","54:6","18:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z)","878.7363","1.3","[M+NH4]+"
870.7554@23.84,"3","78.09","99.29","99.81","63.46","8","TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C55H96O6","Triacylglycerols","52:5","16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z)","852.7207","1.0","[M+NH4]+"
794.7236@23.84,"3","78.32","99.86","99.22","67.37","8","TG(14:0/16:0/16:1(9Z))","C49H92O6","Triacylglycerols","46:1","14:0/16:0/16:1(9Z)","776.6894","0.5","[M+NH4]+"
896.7711@23.87,"3","77.87","99.16","99.88","59.11","7","TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C57H98O6","Triacylglycerols","54:6","16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)","878.7363","1.0","[M+NH4]+"
896.7713@23.94,"4","98.52","98.73","99.88","73.14","8","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C57H98O6","Triacylglycerols","54:6","16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)","878.7363","1.3","[M+NH4]+"
896.7713@24.03,"3","77.81","98.75","99.95","58.77","7","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C57H98O6","Triacylglycerols","54:6","16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)","878.7363","1.3","[M+NH4]+"
903.7405@24.16,"3","77.70","99.58","98.43","56.46","6","TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z)","880.7520","0.7","[M+Na]+"
,"3","76.87","91.42","99.27","55.22","3","TG(18:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H98O6","Triacylglycerols","56:8","18:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)","902.7363","3.4","[M+H]+"
903.7419@24.18,"3","77.40","97.16","99.30","54.34","2","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H98O6","Triacylglycerols","56:8","18:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)","902.7363","1.9","[M+H]+"
886.7863@24.34,"3","77.92","99.78","99.72","59.11","7","TG(17:2(9Z,12Z)/18:1(9Z)/18:1(9Z))","C56H100O6","Triacylglycerols","53:4","17:2(9Z,12Z)/18:1(9Z)/18:1(9Z)","868.7520","0.5","[M+NH4]+"
801.6944@24.38,"3","77.76","99.99","95.99","59.31","4","TG(14:0/16:0/16:0)","C49H94O6","Triacylglycerols","46:0","14:0/16:0/16:0","778.7050","0.1","[M+Na]+"
,"3","76.96","94.71","90.84","59.01","2","TG(14:0/16:0/18:3(6Z,9Z,12Z))","C51H92O6","Triacylglycerols","48:3","14:0/16:0/18:3(6Z,9Z,12Z)","800.6894","2.9","[M+H]+"
827.7104@24.46,"3","77.58","96.33","99.51","59.50","3","TG(14:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C53H94O6","Triacylglycerols","50:4","14:0/18:1(9Z)/18:3(6Z,9Z,12Z)","826.7050","2.3","[M+H]+"
796.7393@24.46,"3","78.19","99.82","98.22","65.98","5","TG(14:0/16:0/16:0)","C49H94O6","Triacylglycerols","46:0","14:0/16:0/16:0","778.7050","0.5","[M+NH4]+"
848.7713@24.51,"3","77.86","98.76","98.16","61.61","6","TG(16:0/16:1(9Z)/18:1(9Z))","C53H98O6","Triacylglycerols","50:2","16:0/16:1(9Z)/18:1(9Z)","830.7363","1.3","[M+NH4]+"
874.7867@24.59,"3","78.17","99.37","99.74","64.89","8","TG(16:1(9Z)/18:1(9Z)/18:1(9Z))","C55H100O6","Triacylglycerols","52:3","16:1(9Z)/18:1(9Z)/18:1(9Z)","856.7520","0.9","[M+NH4]+"
836.7706@24.70,"3","78.58","99.80","99.87","72.13","6","TG(15:0/16:0/18:1(9Z))","C52H98O6","Triacylglycerols","49:1","15:0/16:0/18:1(9Z)","818.7363","0.5","[M+NH4]+"
862.7867@24.74,"3","78.05","99.27","99.60","62.80","7","TG(15:0/18:1(9Z)/18:1(9Z))","C54H100O6","Triacylglycerols","51:2","15:0/18:1(9Z)/18:1(9Z)","844.7520","1.0","[M+NH4]+"
836.7709@24.83,"3","78.42","99.44","99.15","70.34","8","TG(15:0/16:0/18:1(9Z))","C52H98O6","Triacylglycerols","49:1","15:0/16:0/18:1(9Z)","818.7363","0.9","[M+NH4]+"
862.7870@24.85,"3","78.01","98.79","99.55","63.08","9","TG(15:0/18:1(9Z)/18:1(9Z))","C54H100O6","Triacylglycerols","51:2","15:0/18:1(9Z)/18:1(9Z)","844.7520","1.3","[M+NH4]+"
888.8026@24.87,"3","78.19","98.86","99.54","66.59","7","TG(17:0/18:1(9Z)/18:2(9Z,12Z))","C56H102O6","Triacylglycerols","53:3","17:0/18:1(9Z)/18:2(9Z,12Z)","870.7676","1.2","[M+NH4]+"
888.8016@25.01,"3","78.19","99.98","99.24","64.70","11","TG(17:1(9Z)/18:1(9Z)/18:1(9Z))","C56H102O6","Triacylglycerols","53:3","17:1(9Z)/18:1(9Z)/18:1(9Z)","870.7676","0.2","[M+NH4]+"
824.7707@25.20,"3","78.28","99.77","99.93","66.21","7","TG(16:0/16:0/16:0)","C51H98O6","Triacylglycerols","48:0","16:0/16:0/16:0","806.7363","0.6","[M+NH4]+"
850.7868@25.21,"3","78.63","99.04","99.57","74.90","8","TG(16:0/16:0/18:1(11E))","C53H100O6","Triacylglycerols","50:1","16:0/16:0/18:1(11E)","832.7520","1.2","[M+NH4]+"
876.8028@25.22,"3","78.00","98.28","98.11","65.25","10","TG(16:0/18:1(9Z)/18:1(9Z))","C55H102O6","Triacylglycerols","52:2","16:0/18:1(9Z)/18:1(9Z)","858.7676","1.5","[M+NH4]+"
902.8180@25.24,"3","78.13","99.32","98.97","65.00","12","TG(18:1(6Z)/18:1(9Z)/18:1(6Z))","C57H104O6","Triacylglycerols","54:3","18:1(6Z)/18:1(9Z)/18:1(6Z)","884.7833","0.9","[M+NH4]+"
928.8319@25.37,"3","78.26","99.26","99.17","67.52","9","TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))","C59H106O6","Triacylglycerols","56:4","18:1(9Z)/18:2(9Z,12Z)/20:1(11Z)","910.7989","1.0","[M+NH4]+"
902.8181@25.40,"3","77.80","99.15","99.54","58.11","8","TG(18:0/18:1(9Z)/18:2(9Z,12Z))","C57H104O6","Triacylglycerols","54:3","18:0/18:1(9Z)/18:2(9Z,12Z)","884.7833","1.1","[M+NH4]+"
890.8183@25.46,"3","78.08","98.74","99.89","64.17","9","TG(17:0/18:1(9Z)/18:1(9Z))","C56H104O6","Triacylglycerols","53:2","17:0/18:1(9Z)/18:1(9Z)","872.7833","1.3","[M+NH4]+"
852.8020@26.07,"3","78.43","99.72","99.74","69.51","6","TG(16:0/16:0/18:0)","C53H102O6","Triacylglycerols","50:0","16:0/16:0/18:0","834.7676","0.6","[M+NH4]+"
904.8337@26.08,"3","78.08","99.25","99.49","63.54","4","TG(16:1(9Z)/18:0/20:1(11Z))","C57H106O6","Triacylglycerols","54:2","16:1(9Z)/18:0/20:1(11Z)","886.7989","1.0","[M+NH4]+"
932.8645@27.04,"3","77.94","99.88","98.54","60.42","7","TG(18:0/18:1(9Z)/20:1(11Z))","C59H110O6","Triacylglycerols","56:2","18:0/18:1(9Z)/20:1(11Z)","914.8302","0.4","[M+NH4]+"
