Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
478.2944@6.06,"3","78.22","99.72","99.72","65.28","1","LysoPE(0:0/18:1(11Z))","C23H46NO7P","Monoacylglycerophosphoethanolamines","18:1","18:1","479.3012","1.0","[M-H]-"
409.2270@6.07,"3","71.42","32.50","99.69","63.81","1","LPA(0:0/16:0)","C19H39O7P","Monoacylglycerophosphates","16:0","16:0","410.2433","22.1","[M-H]-"
452.2789@6.12,"4","99.01","99.50","99.71","81.58","3","LysoPE(0:0/16:0)","C21H44NO7P","Monoacylglycerophosphoethanolamines","16:0","16:0","453.2855","1.4","[M-H]-"
566.3472@6.29,"3","78.96","99.08","98.45","82.62","3","LysoPC(18:1(11Z))","C26H52NO7P","Monoacylglycerophosphocholines","18:1","18:1","521.3481","1.5","[M+HCOO]-"
528.3104@6.36,"3","77.99","99.06","99.82","61.79","1","LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))","C27H48NO7P","Monoacylglycerophosphoethanolamines","22:4","22:4","529.3168","1.6","[M-H]-"
478.2946@6.44,"4","99.01","99.43","99.88","81.42","3","LysoPE(0:0/18:1(11Z))","C23H46NO7P","Monoacylglycerophosphoethanolamines","18:1","18:1","479.3012","1.4","[M-H]-"
731.4836@6.62,"3","75.66","89.19","82.17","52.63","1","PG(17:1(9Z)/16:1(9Z))","C39H73O10P","Diacylglycerophosphoglycerols","33:2","17:1/16:1","732.4941","4.5","[M-H]-"
566.3472@6.62,"3","78.52","99.09","99.85","72.40","2","LysoPC(18:1(11Z))","C26H52NO7P","Monoacylglycerophosphocholines","18:1","18:1","521.3481","1.5","[M+HCOO]-"
524.3365@6.66,"4","99.30","99.27","99.15","88.31","3","PC(O-16:1(11Z)/0:0)","C24H50NO6P","Monoalkylglycerophosphocholines","16:1","-","479.3376","1.5","[M+HCOO]-"
,"4","99.30","99.27","99.15","88.31","3","PC(O-16:1(1E)/0:0)","C24H50NO6P","1Z-alkenylglycerophosphocholines","16:1","-","479.3376","1.5","[M+HCOO]-"
,"4","99.30","99.27","99.15","88.31","3","PC(P-16:0/0:0)","C24H50NO6P","1Z-alkenylglycerophosphocholines","16:0","-","479.3376","1.5","[M+HCOO]-"
478.2946@6.78,"3","78.34","99.49","99.80","67.96","2","LysoPE(0:0/18:1(11Z))","C23H46NO7P","Monoacylglycerophosphoethanolamines","18:1","18:1","479.3012","1.3","[M-H]-"
526.3521@6.86,"3","78.57","99.42","98.62","73.96","1","PC(O-16:0/0:0)","C24H52NO6P","Monoalkylglycerophosphocholines","16:0","-","481.3532","1.3","[M+HCOO]-"
436.2839@6.87,"4","98.65","99.61","99.46","74.38","2","PE(P-16:0/0:0)","C21H44NO6P","1Z-alkenylglycerophosphoethanolamines","16:0","-","437.2906","1.2","[M-H]-"
599.3213@6.94,"4","98.54","98.65","99.64","73.75","3","PI(18:0/0:0)","C27H53O12P","Monoacylglycerophosphoinositols","18:0","18:0","600.3275","1.8","[M-H]-"
,"4","98.41","98.65","99.64","71.30","2","6-O-(1-O-stearoyl-sn-glycero-3-phosphono)-1D-myo-inositol","C27H53O12P","Monoacylglycerophosphoinositols","","-","600.3275","1.8","[M-H]-"
550.3524@6.94,"3","78.48","98.90","94.89","76.91","1","PC(P-18:1(9Z)/0:0)","C26H52NO6P","1Z-alkenylglycerophosphocholines","18:1","-","505.3532","1.7","[M+HCOO]-"
552.3680@7.10,"3","78.67","98.89","99.82","75.81","1","PC(O-18:1(11Z)/0:0)","C26H54NO6P","Monoalkylglycerophosphocholines","18:1","-","507.3689","1.7","[M+HCOO]-"
,"3","78.67","98.89","99.82","75.81","1","PC(O-18:1(1E)/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:1","-","507.3689","1.7","[M+HCOO]-"
,"3","78.67","98.89","99.82","75.81","1","PC(P-18:0/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:0","-","507.3689","1.7","[M+HCOO]-"
466.2976@7.20,"4","96.77","83.63","90.70","77.46","2","PE(17:0/0:0)","C22H46NO7P","Monoacylglycerophosphoethanolamines","17:0","17:0","467.3012","7.9","[M-H]-"
568.3628@7.71,"3","78.99","99.18","99.11","82.40","2","PC(0:0/18:0)","C26H54NO7P","Monoacylglycerophosphocholines","18:0","18:0","523.3638","1.4","[M+HCOO]-"
480.3101@7.93,"3","78.20","99.57","99.86","65.00","1","LysoPE(0:0/18:0)","C23H48NO7P","Monoacylglycerophosphoethanolamines","18:0","18:0","481.3168","1.2","[M-H]-"
437.2583@8.03,"3","71.83","33.35","99.98","69.90","2","LPA(0:0/18:0)","C21H43O7P","Monoacylglycerophosphates","18:0","18:0","438.2746","20.7","[M-H]-"
568.3627@8.18,"4","99.53","99.31","98.69","93.33","4","PC(0:0/18:0)","C26H54NO7P","Monoacylglycerophosphocholines","18:0","18:0","523.3638","1.3","[M+HCOO]-"
594.3784@8.27,"3","78.34","99.27","99.89","68.29","2","PC(20:1(11Z)/0:0)","C28H56NO7P","Monoacylglycerophosphocholines","20:1","20:1","549.3794","1.3","[M+HCOO]-"
787.5513@8.31,"3","77.41","96.42","98.79","56.58","1","PG(19:1(9Z)/18:1(9Z))","C43H81O10P","Diacylglycerophosphoglycerols","37:2","19:1/18:1","788.5567","2.4","[M-H]-"
761.5352@8.34,"3","77.44","98.15","97.52","55.03","1","PG(17:0/18:1(9Z))","C41H79O10P","Diacylglycerophosphoglycerols","35:1","17:0/18:1","762.5411","1.8","[M-H]-"
735.5202@8.36,"3","77.46","95.54","99.44","58.78","1","PG(17:0/16:0)","C39H77O10P","Diacylglycerophosphoglycerols","33:0","17:0/16:0","736.5254","2.8","[M-H]-"
480.3101@8.37,"3","78.54","99.66","99.83","71.74","3","LysoPE(0:0/18:0)","C23H48NO7P","Monoacylglycerophosphoethanolamines","18:0","18:0","481.3168","1.1","[M-H]-"
506.3257@8.44,"3","77.02","99.73","78.56","62.45","1","LysoPE(0:0/20:1(11Z))","C25H50NO7P","Monoacylglycerophosphoethanolamines","20:1","20:1","507.3325","0.9","[M-H]-"
787.5521@8.59,"3","77.11","93.11","99.42","56.48","1","PG(19:1(9Z)/18:1(9Z))","C43H81O10P","Diacylglycerophosphoglycerols","37:2","19:1/18:1","788.5567","3.3","[M-H]-"
552.3679@8.92,"3","78.00","99.21","98.74","62.94","1","PC(O-18:1(11Z)/0:0)","C26H54NO6P","Monoalkylglycerophosphocholines","18:1","-","507.3689","1.5","[M+HCOO]-"
,"3","78.00","99.21","98.74","62.94","1","PC(O-18:1(1E)/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:1","-","507.3689","1.5","[M+HCOO]-"
,"3","78.00","99.21","98.74","62.94","1","PC(P-18:0/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:0","-","507.3689","1.5","[M+HCOO]-"
464.3152@9.16,"4","98.63","99.61","99.30","74.00","2","PE(O-18:1(9Z)/0:0)","C23H48NO6P","Monoalkylglycerophosphoethanolamines","18:1","-","465.3219","1.2","[M-H]-"
,"4","98.63","99.61","99.30","74.00","2","PE(P-18:0/0:0)","C23H48NO6P","1Z-alkenylglycerophosphoethanolamines","18:0","-","465.3219","1.2","[M-H]-"
791.5839@10.53,"3","76.86","90.41","98.74","57.72","1","PG(19:0/18:0)","C43H85O10P","Diacylglycerophosphoglycerols","37:0","19:0/18:0","792.5880","4.0","[M-H]-"
669.4598@10.77,"3","71.40","35.05","99.24","58.61","2","PA(16:0/18:3(6Z,9Z,12Z))","C37H67O8P","Diacylglycerophosphates","34:3","16:0/18:3","670.4574","14.4","[M-H]-"
480.3100@11.97,"4","98.80","99.80","99.25","77.18","2","LysoPE(0:0/18:0)","C23H48NO7P","Monoacylglycerophosphoethanolamines","18:0","18:0","481.3168","0.8","[M-H]-"
793.5043@13.48,"3","77.38","96.79","99.51","54.54","1","PG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C44H75O10P","Diacylglycerophosphoglycerols","38:6","18:2/20:4","794.5098","2.2","[M-H]-"
769.5042@13.57,"3","77.48","97.15","97.72","57.60","2","PG(18:2(9Z,12Z)/18:2(9Z,12Z))","C42H75O10P","Diacylglycerophosphoglycerols","36:4","18:2/18:2","770.5098","2.2","[M-H]-"
769.5041@13.88,"3","72.45","97.31","0.00","54.45","1","PG(18:1(9Z)/18:3(6Z,9Z,12Z))","C42H75O10P","Diacylglycerophosphoglycerols","36:4","18:1/18:3","770.5098","2.1","[M-H]-"
819.5202@14.08,"3","77.36","96.06","99.99","55.07","1","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))","C46H77O10P","Diacylglycerophosphoglycerols","40:7","22:6/18:1","820.5254","2.4","[M-H]-"
848.5464@14.08,"3","77.34","97.19","95.29","57.06","1","PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","C46H78NO8P","Diacylglycerophosphocholines","38:7","20:5/18:2","803.5465","2.0","[M+HCOO]-"
745.4852@14.21,"3","74.75","85.59","64.84","58.92","1","PA(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C43H71O8P","Diacylglycerophosphates","40:7","18:1/22:6","746.4887","5.1","[M-H]-"
819.5196@14.25,"3","77.61","98.05","99.92","56.13","1","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))","C46H77O10P","Diacylglycerophosphoglycerols","40:7","22:6/18:1","820.5254","1.7","[M-H]-"
769.5034@14.29,"3","77.95","99.13","99.98","60.79","2","PG(18:2(9Z,12Z)/18:2(9Z,12Z))","C42H75O10P","Diacylglycerophosphoglycerols","36:4","18:2/18:2","770.5098","1.2","[M-H]-"
824.5460@14.30,"3","78.36","98.23","99.26","71.47","3","PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C44H78NO8P","Diacylglycerophosphocholines","36:5","18:2/18:3","779.5465","1.6","[M+HCOO]-"
745.5035@14.33,"3","78.09","99.06","99.93","63.78","2","LBPA(16:1(9Z)/18:1(9Z))","C40H75O10P","Monoacylglycerophosphomonoradylglycerols","34:2","16:1/18:1","746.5098","1.3","[M-H]-"
,"3","77.92","99.06","99.93","60.36","2","PG(16:1(9Z)/18:1(9Z))","C40H75O10P","Diacylglycerophosphoglycerols","34:2","16:1/18:1","746.5098","1.3","[M-H]-"
745.4861@14.38,"3","75.07","79.06","87.93","55.36","1","PA(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C43H71O8P","Diacylglycerophosphates","40:7","18:1/22:6","746.4887","6.3","[M-H]-"
898.5614@14.39,"3","77.90","98.92","94.26","65.90","2","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))","C50H80NO8P","Diacylglycerophosphocholines","42:10","22:6/20:4","853.5622","1.2","[M+HCOO]-"
722.4988@14.40,"3","78.57","98.94","99.72","73.69","3","PC(14:0/14:0)","C36H72NO8P","Diacylglycerophosphocholines","28:0","14:0/14:0","677.4996","1.4","[M+HCOO]-"
771.5191@14.52,"3","77.90","99.02","97.86","62.10","2","PG(18:1(9Z)/18:2(9Z,12Z))","C42H77O10P","Diacylglycerophosphoglycerols","36:3","18:1/18:2","772.5254","1.3","[M-H]-"
748.5140@14.53,"3","78.55","99.60","96.51","75.39","4","PC(14:0/16:1(9Z))","C38H74NO8P","Diacylglycerophosphocholines","30:1","14:0/16:1","703.5152","0.8","[M+HCOO]-"
,"3","77.77","99.61","98.21","57.96","1","PS(14:0/19:0)","C39H76NO10P","Diacylglycerophosphoserines","33:0","14:0/19:0","749.5207","0.8","[M-H]-"
795.5192@14.55,"3","77.93","98.82","99.98","60.95","2","PG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C44H77O10P","Diacylglycerophosphoglycerols","38:5","18:1/20:4","796.5254","1.4","[M-H]-"
798.5302@14.64,"3","78.42","98.73","98.50","72.33","3","PC(14:0/20:4(5Z,8Z,11Z,14Z))","C42H76NO8P","Diacylglycerophosphocholines","34:4","14:0/20:4","753.5309","1.4","[M+HCOO]-"
771.5193@14.65,"3","77.97","98.65","99.98","62.21","2","PG(18:1(9Z)/18:2(9Z,12Z))","C42H77O10P","Diacylglycerophosphoglycerols","36:3","18:1/18:2","772.5254","1.5","[M-H]-"
774.5301@14.66,"3","79.06","98.90","98.43","84.95","6","PC(16:1(9E)/16:1(9E))","C40H76NO8P","Diacylglycerophosphocholines","32:2","16:1/16:1","729.5309","1.3","[M+HCOO]-"
,"3","78.04","98.91","99.49","63.44","1","PS(16:1(9Z)/19:0)","C41H78NO10P","Diacylglycerophosphoserines","35:1","16:1/19:0","775.5363","1.3","[M-H]-"
833.5196@14.74,"3","77.57","98.93","96.21","57.23","2","PI(16:1(9Z)/18:1(9Z))","C43H79O13P","Diacylglycerophosphoinositols","34:2","16:1/18:1","834.5258","1.2","[M-H]-"
874.5614@14.76,"3","78.22","98.89","98.87","67.81","3","PC(20:4(5E,8E,11E,14E)/20:4(5E,8E,11E,14E))","C48H80NO8P","Diacylglycerophosphocholines","40:8","20:4/20:4","829.5622","1.2","[M+HCOO]-"
824.5458@14.77,"3","78.58","98.88","97.36","76.50","3","PC(16:1(7Z)/20:4(5Z,8Z,11Z,14Z))","C44H78NO8P","Diacylglycerophosphocholines","36:5","16:1/20:4","779.5465","1.3","[M+HCOO]-"
,"3","77.84","98.90","98.81","60.24","1","PS(19:0/20:4(5Z,8Z,11Z,14Z))","C45H80NO10P","Diacylglycerophosphoserines","39:4","19:0/20:4","825.5520","1.3","[M-H]-"
771.5189@14.80,"3","78.03","99.43","99.66","62.09","2","PG(18:1(9Z)/18:2(9Z,12Z))","C42H77O10P","Diacylglycerophosphoglycerols","36:3","18:1/18:2","772.5254","1.0","[M-H]-"
857.5193@14.82,"4","99.22","99.46","99.00","86.42","11","PI(16:0/20:4(5Z,8Z,11Z,14Z))","C45H79O13P","Diacylglycerophosphoinositols","36:4","16:0/20:4","858.5258","0.9","[M-H]-"
774.5297@14.87,"3","78.54","99.57","99.58","72.04","3","PC(14:0/18:2(11Z,14Z))","C40H76NO8P","Diacylglycerophosphocholines","32:2","14:0/18:2","729.5309","0.8","[M+HCOO]-"
,"3","77.85","99.58","99.92","57.96","1","PS(16:1(9Z)/19:0)","C41H78NO10P","Diacylglycerophosphoserines","35:1","16:1/19:0","775.5363","0.8","[M-H]-"
883.5349@14.88,"4","99.30","99.60","99.28","87.53","13","PI(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C47H81O13P","Diacylglycerophosphoinositols","38:5","18:1/20:4","884.5415","0.7","[M-H]-"
686.4772@14.93,"3","78.28","99.65","99.53","66.69","2","PE(16:1(11Z)/16:1(11Z))","C37H70NO8P","Diacylglycerophosphoethanolamines","32:2","16:1/16:1","687.4839","0.8","[M-H]-"
771.5190@14.97,"3","78.02","99.19","99.83","62.11","2","PG(18:1(9Z)/18:2(9Z,12Z))","C42H77O10P","Diacylglycerophosphoglycerols","36:3","18:1/18:2","772.5254","1.1","[M-H]-"
732.4829@14.97,"3","78.17","99.32","99.24","65.59","3","PS(16:0/16:1(9Z))","C38H72NO10P","Diacylglycerophosphoserines","32:1","16:0/16:1","733.4894","1.1","[M-H]-"
786.5089@15.00,"3","77.64","98.95","99.76","55.19","1","PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C45H74NO8P","Diacylglycerophosphoethanolamines","40:8","18:2/22:6","787.5152","1.3","[M-H]-"
833.5193@15.00,"3","78.16","99.51","99.48","64.79","4","PI(16:0/18:2(9Z,12Z))","C43H79O13P","Diacylglycerophosphoinositols","34:2","16:0/18:2","834.5258","0.8","[M-H]-"
800.5455@15.00,"3","79.05","99.36","99.50","82.77","5","PC(16:1(9Z)/18:2(9Z,12Z))","C42H78NO8P","Diacylglycerophosphocholines","34:3","16:1/18:2","755.5465","1.0","[M+HCOO]-"
,"3","77.99","99.38","99.92","61.15","1","PS(18:2(9Z,12Z)/19:0)","C43H80NO10P","Diacylglycerophosphoserines","37:2","18:2/19:0","801.5520","1.0","[M-H]-"
736.4932@15.02,"3","78.19","99.17","99.07","66.30","2","PE(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C41H72NO8P","Diacylglycerophosphoethanolamines","36:5","16:1/20:4","737.4996","1.2","[M-H]-"
859.5349@15.06,"4","99.13","99.57","99.48","84.02","8","PI(18:1(9Z)/18:2(9Z,12Z))","C45H81O13P","Diacylglycerophosphoinositols","36:3","18:1/18:2","860.5415","0.8","[M-H]-"
850.5612@15.07,"3","78.75","99.22","98.14","78.44","4","PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C46H80NO8P","Diacylglycerophosphocholines","38:6","18:2/20:4","805.5622","1.0","[M+HCOO]-"
782.4987@15.10,"3","77.69","99.10","99.69","55.86","1","PS(16:0/20:4(5Z,8Z,11Z,14Z))","C42H74NO10P","Diacylglycerophosphoserines","36:4","16:0/20:4","783.5050","1.2","[M-H]-"
795.5192@15.12,"3","77.80","98.93","99.82","58.38","1","PG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))","C44H77O10P","Diacylglycerophosphoglycerols","38:5","20:4/18:1","796.5254","1.3","[M-H]-"
686.4771@15.13,"3","78.22","99.74","99.95","64.89","2","PE(14:0/18:2(9Z,12Z))","C37H70NO8P","Diacylglycerophosphoethanolamines","32:2","14:0/18:2","687.4839","0.7","[M-H]-"
883.5349@15.14,"4","99.17","99.56","99.21","85.13","10","PI(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C47H81O13P","Diacylglycerophosphoinositols","38:5","18:1/20:4","884.5415","0.8","[M-H]-"
769.5032@15.14,"3","78.07","99.47","99.61","62.83","2","PG(16:0/20:4(5Z,8Z,11Z,14Z))","C42H75O10P","Diacylglycerophosphoglycerols","36:4","16:0/20:4","770.5098","0.9","[M-H]-"
797.5350@15.15,"3","77.59","98.60","98.33","56.29","2","PG(18:1(9Z)/20:3(8Z,11Z,14Z))","C44H79O10P","Diacylglycerophosphoglycerols","38:4","18:1/20:3","798.5411","1.5","[M-H]-"
800.5455@15.18,"3","78.76","99.44","99.77","76.62","3","PC(16:1(9Z)/18:2(9Z,12Z))","C42H78NO8P","Diacylglycerophosphocholines","34:3","16:1/18:2","755.5465","0.9","[M+HCOO]-"
,"3","77.99","99.45","99.90","60.95","1","PS(18:2(9Z,12Z)/19:0)","C43H80NO10P","Diacylglycerophosphoserines","37:2","18:2/19:0","801.5520","0.9","[M-H]-"
736.5141@15.21,"3","78.64","99.51","97.98","75.76","3","PC(14:0/15:0)","C37H74NO8P","Diacylglycerophosphocholines","29:0","14:0/15:0","691.5152","0.9","[M+HCOO]-"
712.4928@15.25,"3","78.32","99.66","98.46","68.64","2","PE(16:1(9Z)/18:2(9Z,12Z))","C39H72NO8P","Diacylglycerophosphoethanolamines","34:3","16:1/18:2","713.4996","0.8","[M-H]-"
824.5455@15.26,"3","78.92","99.40","98.29","81.23","5","PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C44H78NO8P","Diacylglycerophosphocholines","36:5","16:0/20:5","779.5465","0.9","[M+HCOO]-"
850.5610@15.28,"3","78.44","99.56","97.77","71.92","3","PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C46H80NO8P","Diacylglycerophosphocholines","38:6","18:1/20:5","805.5622","0.8","[M+HCOO]-"
,"3","77.77","99.57","99.05","57.11","1","PS(20:5(5Z,8Z,11Z,14Z,17Z)/21:0)","C47H82NO10P","Diacylglycerophosphoserines","41:5","20:5/21:0","851.5676","0.8","[M-H]-"
758.4983@15.29,"4","99.14","99.71","99.99","83.34","5","PS(16:0/18:2(9Z,12Z))","C40H74NO10P","Diacylglycerophosphoserines","34:2","16:0/18:2","759.5050","0.7","[M-H]-"
826.5592@15.31,"3","78.38","98.69","98.12","72.03","3","PC(18:1(11Z)/18:3(6Z,9Z,12Z))","C44H80NO8P","Diacylglycerophosphocholines","36:4","18:1/18:3","781.5622","1.4","[M+HCOO]-"
,"3","77.65","98.67","98.40","57.33","1","PS(18:3(6Z,9Z,12Z)/21:0)","C45H82NO10P","Diacylglycerophosphoserines","39:3","18:3/21:0","827.5676","1.4","[M-H]-"
762.5089@15.32,"3","78.01","99.11","99.12","62.95","2","PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C43H74NO8P","Diacylglycerophosphoethanolamines","38:6","18:2/20:4","763.5152","1.2","[M-H]-"
745.5014@15.34,"3","77.58","98.78","98.57","55.39","1","PG(16:0/18:2(9Z,12Z))","C40H75O10P","Diacylglycerophosphoglycerols","34:2","16:0/18:2","746.5098","1.4","[M-H]-"
762.5296@15.34,"3","78.48","99.67","99.53","70.75","3","PC(15:0/16:1(9Z))","C39H76NO8P","Diacylglycerophosphocholines","31:1","15:0/16:1","717.5309","0.7","[M+HCOO]-"
,"3","77.72","99.68","99.97","55.13","1","PS(15:0/19:0)","C40H78NO10P","Diacylglycerophosphoserines","34:0","15:0/19:0","763.5363","0.7","[M-H]-"
826.5614@15.37,"3","78.51","98.95","99.62","72.77","3","PC(18:1(11Z)/18:3(6Z,9Z,12Z))","C44H80NO8P","Diacylglycerophosphocholines","36:4","18:1/18:3","781.5622","1.2","[M+HCOO]-"
,"3","77.77","98.97","99.93","57.51","1","PS(18:3(6Z,9Z,12Z)/21:0)","C45H82NO10P","Diacylglycerophosphoserines","39:3","18:3/21:0","827.5676","1.2","[M-H]-"
771.5187@15.37,"3","77.98","99.69","99.95","60.30","2","PG(18:1(9Z)/18:2(9Z,12Z))","C42H77O10P","Diacylglycerophosphoglycerols","36:3","18:1/18:2","772.5254","0.7","[M-H]-"
859.5349@15.37,"3","78.02","99.59","99.33","61.90","3","PI(16:0/20:3(8Z,11Z,14Z))","C45H81O13P","Diacylglycerophosphoinositols","36:3","16:0/20:3","860.5415","0.8","[M-H]-"
883.5363@15.39,"3","77.38","95.73","99.23","56.90","2","PI(18:0/20:5(5Z,8Z,11Z,14Z,17Z))","C47H81O13P","Diacylglycerophosphoinositols","38:5","18:0/20:5","884.5415","2.4","[M-H]-"
876.5768@15.43,"3","78.09","99.32","98.16","65.06","2","PC(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","C48H82NO8P","Diacylglycerophosphocholines","40:7","20:3/20:4","831.5778","1.0","[M+HCOO]-"
812.5456@15.44,"3","78.23","99.11","99.04","67.42","3","PC(15:0/20:4(5Z,8Z,11Z,14Z))","C43H78NO8P","Diacylglycerophosphocholines","35:4","15:0/20:4","767.5465","1.2","[M+HCOO]-"
885.5501@15.44,"3","77.43","99.92","94.35","54.33","1","PI(18:1(9Z)/20:3(8Z,11Z,14Z))","C47H83O13P","Diacylglycerophosphoinositols","38:4","18:1/20:3","886.5571","0.3","[M-H]-"
800.5458@15.45,"3","78.69","98.75","99.39","77.00","4","PC(16:0/18:3(6Z,9Z,12Z))","C42H78NO8P","Diacylglycerophosphocholines","34:3","16:0/18:3","755.5465","1.4","[M+HCOO]-"
,"3","77.63","98.77","99.91","55.20","1","PS(18:2(9Z,12Z)/19:0)","C43H80NO10P","Diacylglycerophosphoserines","37:2","18:2/19:0","801.5520","1.4","[M-H]-"
736.4931@15.50,"3","78.14","99.21","99.86","64.58","2","PE(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C41H72NO8P","Diacylglycerophosphoethanolamines","36:5","16:0/20:5","737.4996","1.2","[M-H]-"
762.5089@15.53,"3","78.10","99.13","99.96","63.73","2","PE(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C43H74NO8P","Diacylglycerophosphoethanolamines","38:6","18:1/20:5","763.5152","1.2","[M-H]-"
