GroupId,ID,Inchi,m/z,RT,Adduct,Sum composition,Common name,Lipid class,Session,Identification name
18,LMGP01050121,IGJKYDBBINVMLH-JXRLJXCWSA-N,544.3411,4.75,[M+H]+,20:4,"PC(0:0/20:4(5Z,8Z,11Z,14Z))","Monoacylglycerophosphocholines",,"PL"
18,LMGP01050048,LAXQYRRMGGEGOH-JXRLJXCWSA-N,544.3411,4.75,[M+H]+,20:4,"PC(20:4(5Z,8Z,11Z,14Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
19,LMGP01050021,LFUDDCMNKWEORN-BREAQWACSA-N,494.3294,4.83,[M+H]+,16:1,"PC(16:1(9E)/0:0)","Monoacylglycerophosphocholines",,"PL"
19,LMGP01050022,LFUDDCMNKWEORN-ZXEGGCGDSA-N,494.3294,4.83,[M+H]+,16:1,"PC(16:1(9Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
20,LMGP01050034,CLDXAAPENVNFAW-JRMAHNDFSA-N,520.3415,4.89,[M+H]+,18:2,"PC(18:2(2E,4E)/0:0)","Monoacylglycerophosphocholines",,"PL"
20,LMGP01050035,SPJFYYJXNPEZDW-FTJOPAKQSA-N,520.3415,4.89,[M+H]+,18:2,"PC(18:2(9Z,12Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
21,LMGP01050050,PDIGSOAOQOXRDU-WJPZTBRDSA-N,542.3247,4.89,[M+H]+,20:5,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
22,LMGP01050016,RJZVWDTYEWCUAR-JOCHJYFZSA-N,482.3244,4.91,[M+H]+,15:0,"PC(15:0/0:0)","Monoacylglycerophosphocholines",,"PL"
23,LMGP02050041,SVRBKLJIDJHADS-USWSLJGRSA-N,478.2940,4.99,[M+H]+,18:2,"LysoPE(0:0/18:2(9Z,12Z))","Monoacylglycerophosphoethanolamines",,"PL"
23,LMGP02050011,DBHKHNGBVGWQJE-USWSLJGRSA-N,478.2940,4.99,[M+H]+,18:2,"PE(18:2(9Z,12Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
24,LMGP01050142,YBUXFQUGNPBZPS-YNBHEIDWSA-N,570.3568,5.09,[M+H]+,22:5,"LysoPC(22:5(4Z,7Z,10Z,13Z,16Z))","Monoacylglycerophosphocholines",,"PL"
24,LMGP01050143,BIEOSECQPGGZMF-NAIWXXGBSA-N,570.3568,5.09,[M+H]+,22:5,"LysoPC(22:5(7Z,10Z,13Z,16Z,19Z))","Monoacylglycerophosphocholines",,"PL"
25,LMGP02050058,ZMHRXVSSWJALGN-GOGKNFEWSA-N,528.3101,5.21,[M+H]+,22:5,"LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))","Monoacylglycerophosphoethanolamines",,"PL"
25,LMGP02050059,KZXGPOLABXFBDK-SCFYABBUSA-N,528.3101,5.21,[M+H]+,22:5,"LysoPE(0:0/22:5(7Z,10Z,13Z,16Z,19Z))","Monoacylglycerophosphoethanolamines",,"PL"
25,LMGP02050069,GUWNUQBHHWXHBE-GOGKNFEWSA-N,528.3101,5.21,[M+H]+,22:5,"LysoPE(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
25,LMGP02050070,OSRWIBSZJTWIKA-SCFYABBUSA-N,528.3101,5.21,[M+H]+,22:5,"LysoPE(22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
26,LMGP01050002,XBGIMYLOTRDXPK-AGXIJRPPSA-N,508.3411,5.28,[M+H]+,17:1,"PC(17:1(10Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
26,LMGP01050126,LPMGFNAQZPADDZ-FJIRUFBNSA-N,508.3411,5.28,[M+H]+,17:1,"PC(17:1(9Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
27,LMGP01050050,PDIGSOAOQOXRDU-WJPZTBRDSA-N,564.3182,5.52,[M+Na]+,20:5,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
28,LMGP01020019,HEALIQQDEGDSLS-XMMPIXPASA-N,496.3410,5.53,[M+H]+,16:0,"PC(O-14:0/2:0)","1-alkyl,2-acylglycerophosphocholines",,"PL"
29,LMGP01050139,YHGXYYIGHBPDMX-BUTFDPNWSA-N,546.3574,5.53,[M+H]+,20:3,"LysoPC(20:3(5Z,8Z,11Z))","Monoacylglycerophosphocholines",,"PL"
29,LMGP01050133,BBNHCUBQEQJHIG-FZZJNMCHSA-N,546.3574,5.53,[M+H]+,20:3,"PC(20:3(8Z,11Z,14Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
30,LMGP01050074,NEGQHKSYEYVFTD-HSZRJFAPSA-N,518.3221,5.53,[M+Na]+,16:0,"PC(0:0/16:0)","Monoacylglycerophosphocholines",,"PL"
30,LMGP01050018,ASWBNKHCZGQVJV-HSZRJFAPSA-N,518.3221,5.53,[M+Na]+,16:0,"PC(16:0/0:0)","Monoacylglycerophosphocholines",,"PL"
30,LMGP01050113,ASWBNKHCZGQVJV-UHFFFAOYSA-N,518.3221,5.53,[M+Na]+,16:0,"PC(16:0/0:0)","Monoacylglycerophosphocholines",,"PL"
31,LMGP02050036,CKPBBEOJHAPPBT-HXUWFJFHSA-N,454.2939,5.69,[M+H]+,16:0,"LysoPE(0:0/16:0)","Monoacylglycerophosphoethanolamines",,"PL"
31,LMGP02050002,YVYMBNSKXOXSKW-HXUWFJFHSA-N,454.2939,5.69,[M+H]+,16:0,"PE(16:0/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
32,LMGP01050138,PZRFVAHZNWPPAC-VBKSFVIKSA-N,544.3391,5.89,[M+Na]+,18:1,"LysoPC(18:1(11Z))","Monoacylglycerophosphocholines",,"PL"
32,LMGP01050079,LXHJYOQXXHUOHA-UPTOSOBMSA-N,544.3391,5.89,[M+Na]+,18:1,"PC(0:0/18:1(6Z))","Monoacylglycerophosphocholines",,"PL"
32,LMGP01050080,SULIDBRAXVDKBU-ZOGNMOHXSA-N,544.3391,5.89,[M+Na]+,18:1,"PC(0:0/18:1(9E))","Monoacylglycerophosphocholines",,"PL"
32,LMGP01050082,SULIDBRAXVDKBU-PTGWMXDISA-N,544.3391,5.89,[M+Na]+,18:1,"PC(0:0/18:1(9Z))","Monoacylglycerophosphocholines",,"PL"
32,LMGP01050029,ADOCFGYWKPSJCY-UPTOSOBMSA-N,544.3391,5.89,[M+Na]+,18:1,"PC(18:1(6Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
33,LMGP01050138,PZRFVAHZNWPPAC-VBKSFVIKSA-N,522.3562,5.89,[M+H]+,18:1,"LysoPC(18:1(11Z))","Monoacylglycerophosphocholines",,"PL"
33,LMGP01050079,LXHJYOQXXHUOHA-UPTOSOBMSA-N,522.3562,5.89,[M+H]+,18:1,"PC(0:0/18:1(6Z))","Monoacylglycerophosphocholines",,"PL"
33,LMGP01050080,SULIDBRAXVDKBU-ZOGNMOHXSA-N,522.3562,5.89,[M+H]+,18:1,"PC(0:0/18:1(9E))","Monoacylglycerophosphocholines",,"PL"
33,LMGP01050082,SULIDBRAXVDKBU-PTGWMXDISA-N,522.3562,5.89,[M+H]+,18:1,"PC(0:0/18:1(9Z))","Monoacylglycerophosphocholines",,"PL"
33,LMGP01050029,ADOCFGYWKPSJCY-UPTOSOBMSA-N,522.3562,5.89,[M+H]+,18:1,"PC(18:1(6Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
34,LMGP01050050,PDIGSOAOQOXRDU-WJPZTBRDSA-N,564.3171,5.96,[M+Na]+,20:5,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
35,LMGP01050074,NEGQHKSYEYVFTD-HSZRJFAPSA-N,518.3212,5.97,[M+Na]+,16:0,"PC(0:0/16:0)","Monoacylglycerophosphocholines",,"PL"
35,LMGP01050018,ASWBNKHCZGQVJV-HSZRJFAPSA-N,518.3212,5.97,[M+Na]+,16:0,"PC(16:0/0:0)","Monoacylglycerophosphocholines",,"PL"
35,LMGP01050113,ASWBNKHCZGQVJV-UHFFFAOYSA-N,518.3212,5.97,[M+Na]+,16:0,"PC(16:0/0:0)","Monoacylglycerophosphocholines",,"PL"
36,LMGP01050074,NEGQHKSYEYVFTD-HSZRJFAPSA-N,496.3406,5.97,[M+H]+,16:0,"PC(0:0/16:0)","Monoacylglycerophosphocholines",,"PL"
36,LMGP01050018,ASWBNKHCZGQVJV-HSZRJFAPSA-N,496.3406,5.97,[M+H]+,16:0,"PC(16:0/0:0)","Monoacylglycerophosphocholines",,"PL"
36,LMGP01050113,ASWBNKHCZGQVJV-UHFFFAOYSA-N,496.3406,5.97,[M+H]+,16:0,"PC(16:0/0:0)","Monoacylglycerophosphocholines",,"PL"
37,LMGP02050039,CZYOFWNORPEFDG-KOIKXXGWSA-N,480.3093,6.06,[M+H]+,18:1,"LysoPE(0:0/18:1(11Z))","Monoacylglycerophosphoethanolamines",,"PL"
37,LMGP02050040,NOVZJYYJYIFXJC-MZMPXXGTSA-N,480.3093,6.06,[M+H]+,18:1,"LysoPE(0:0/18:1(9Z))","Monoacylglycerophosphoethanolamines",,"PL"
37,LMGP02050064,WAYKKNOEMJFLDI-KOIKXXGWSA-N,480.3093,6.06,[M+H]+,18:1,"LysoPE(18:1(11Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
37,LMGP02050004,PYVRVRFVLRNJLY-MZMPXXGTSA-N,480.3093,6.06,[M+H]+,18:1,"PE(18:1(9Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
38,LMGP02050036,CKPBBEOJHAPPBT-HXUWFJFHSA-N,454.2935,6.12,[M+H]+,16:0,"LysoPE(0:0/16:0)","Monoacylglycerophosphoethanolamines",,"PL"
38,LMGP02050002,YVYMBNSKXOXSKW-HXUWFJFHSA-N,454.2935,6.12,[M+H]+,16:0,"PE(16:0/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
39,LMGP01050124,ZOJBSSVHFSBHMP-JJJSWPRASA-N,572.3717,6.22,[M+H]+,22:4,"PC(22:4(7Z,10Z,13Z,16Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
40,LMGP01020024,HHOGWFNRRRCYSF-RUZDIDTESA-N,510.3579,6.27,[M+H]+,17:0,"PC(O-15:0/2:0)","1-alkyl,2-acylglycerophosphocholines",,"PL"
40,LMGP01020028,BBASNTQPDXPDFB-RUZDIDTESA-N,510.3579,6.27,[M+H]+,17:0,"PC(O-16:0/1:0)","1-alkyl,2-acylglycerophosphocholines",,"PL"
40,LMGP01020004,CKGYHPCQZHSHKS-XMMPIXPASA-N,510.3579,6.27,[M+H]+,17:0,"PC(O-1:0/16:0)","1-alkyl,2-acylglycerophosphocholines",,"PL"
41,LMGP01050140,GOMVPVRDBLLHQC-VEJNOCSESA-N,544.3390,6.29,[M+H]+,20:4,"LysoPC(20:4(8Z,11Z,14Z,17Z))","Monoacylglycerophosphocholines",,"PL"
41,LMGP01050121,IGJKYDBBINVMLH-JXRLJXCWSA-N,544.3390,6.29,[M+H]+,20:4,"PC(0:0/20:4(5Z,8Z,11Z,14Z))","Monoacylglycerophosphocholines",,"PL"
41,LMGP01050048,LAXQYRRMGGEGOH-JXRLJXCWSA-N,544.3390,6.29,[M+H]+,20:4,"PC(20:4(5Z,8Z,11Z,14Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
42,LMGP01050138,PZRFVAHZNWPPAC-VBKSFVIKSA-N,522.3565,6.29,[M+H]+,18:1,"LysoPC(18:1(11Z))","Monoacylglycerophosphocholines",,"PL"
42,LMGP01050079,LXHJYOQXXHUOHA-UPTOSOBMSA-N,522.3565,6.29,[M+H]+,18:1,"PC(0:0/18:1(6Z))","Monoacylglycerophosphocholines",,"PL"
42,LMGP01050080,SULIDBRAXVDKBU-ZOGNMOHXSA-N,522.3565,6.29,[M+H]+,18:1,"PC(0:0/18:1(9E))","Monoacylglycerophosphocholines",,"PL"
42,LMGP01050082,SULIDBRAXVDKBU-PTGWMXDISA-N,522.3565,6.29,[M+H]+,18:1,"PC(0:0/18:1(9Z))","Monoacylglycerophosphocholines",,"PL"
42,LMGP01050029,ADOCFGYWKPSJCY-UPTOSOBMSA-N,522.3565,6.29,[M+H]+,18:1,"PC(18:1(6Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
43,LMGP01010668,ABBJFAPTMAEFAL-RUZDIDTESA-N,550.3517,6.42,[M+H]+,19:1,"PC(16:0/3:1(2E))","Diacylglycerophosphocholines",,"PL"
44,LMGP02050039,CZYOFWNORPEFDG-KOIKXXGWSA-N,480.3097,6.44,[M+H]+,18:1,"LysoPE(0:0/18:1(11Z))","Monoacylglycerophosphoethanolamines",,"PL"
44,LMGP02050040,NOVZJYYJYIFXJC-MZMPXXGTSA-N,480.3097,6.44,[M+H]+,18:1,"LysoPE(0:0/18:1(9Z))","Monoacylglycerophosphoethanolamines",,"PL"
44,LMGP02050064,WAYKKNOEMJFLDI-KOIKXXGWSA-N,480.3097,6.44,[M+H]+,18:1,"LysoPE(18:1(11Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
44,LMGP02050004,PYVRVRFVLRNJLY-MZMPXXGTSA-N,480.3097,6.44,[M+H]+,18:1,"PE(18:1(9Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
45,LMGP01050140,GOMVPVRDBLLHQC-VEJNOCSESA-N,544.3399,6.57,[M+H]+,20:4,"LysoPC(20:4(8Z,11Z,14Z,17Z))","Monoacylglycerophosphocholines",,"PL"
45,LMGP01050121,IGJKYDBBINVMLH-JXRLJXCWSA-N,544.3399,6.57,[M+H]+,20:4,"PC(0:0/20:4(5Z,8Z,11Z,14Z))","Monoacylglycerophosphocholines",,"PL"
45,LMGP01050048,LAXQYRRMGGEGOH-JXRLJXCWSA-N,544.3399,6.57,[M+H]+,20:4,"PC(20:4(5Z,8Z,11Z,14Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
46,LMGP01050138,PZRFVAHZNWPPAC-VBKSFVIKSA-N,522.3565,6.63,[M+H]+,18:1,"LysoPC(18:1(11Z))","Monoacylglycerophosphocholines",,"PL"
46,LMGP01050079,LXHJYOQXXHUOHA-UPTOSOBMSA-N,522.3565,6.63,[M+H]+,18:1,"PC(0:0/18:1(6Z))","Monoacylglycerophosphocholines",,"PL"
46,LMGP01050080,SULIDBRAXVDKBU-ZOGNMOHXSA-N,522.3565,6.63,[M+H]+,18:1,"PC(0:0/18:1(9E))","Monoacylglycerophosphocholines",,"PL"
46,LMGP01050082,SULIDBRAXVDKBU-PTGWMXDISA-N,522.3565,6.63,[M+H]+,18:1,"PC(0:0/18:1(9Z))","Monoacylglycerophosphocholines",,"PL"
46,LMGP01050029,ADOCFGYWKPSJCY-UPTOSOBMSA-N,522.3565,6.63,[M+H]+,18:1,"PC(18:1(6Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
47,LMGP01060028,CSVZQGDLAXUFQD-XXXZYALBSA-N,480.3459,6.68,[M+H]+,16:1,"PC(O-16:1(11Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
47,LMGP01060029,PLQWZMJRHVARFU-NFPSEPLVSA-N,480.3459,6.68,[M+H]+,16:1,"PC(O-16:1(9E)/0:0)","Monoalkylglycerophosphocholines",,"PL"
47,LMGP01060031,PLQWZMJRHVARFU-AGXIJRPPSA-N,480.3459,6.68,[M+H]+,16:1,"PC(O-16:1(9Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
48,LMGP01060028,CSVZQGDLAXUFQD-XXXZYALBSA-N,502.3284,6.68,[M+Na]+,16:1,"PC(O-16:1(11Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
48,LMGP01060029,PLQWZMJRHVARFU-NFPSEPLVSA-N,502.3284,6.68,[M+Na]+,16:1,"PC(O-16:1(9E)/0:0)","Monoalkylglycerophosphocholines",,"PL"
48,LMGP01060031,PLQWZMJRHVARFU-AGXIJRPPSA-N,502.3284,6.68,[M+Na]+,16:1,"PC(O-16:1(9Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
49,LMGP01050132,YYQVCMMXPIJVHY-ZOIJLGJPSA-N,548.3721,6.74,[M+H]+,20:2,"PC(20:2(11Z,14Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
50,LMGP01050024,SRRQPVVYXBTRQK-XMMPIXPASA-N,510.3561,6.76,[M+H]+,17:0,"PC(17:0/0:0)","Monoacylglycerophosphocholines",,"PL"
51,LMGP01050125,SUCJIOBGMPMVBJ-MZMPXXGTSA-N,480.3094,6.79,[M+H]+,15:1,"PC(15:1(9Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
52,LMGP01060028,CSVZQGDLAXUFQD-XXXZYALBSA-N,480.3365,6.79,[M+H]+,16:1,"PC(O-16:1(11Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
52,LMGP01060029,PLQWZMJRHVARFU-NFPSEPLVSA-N,480.3365,6.79,[M+H]+,16:1,"PC(O-16:1(9E)/0:0)","Monoalkylglycerophosphocholines",,"PL"
52,LMGP01060031,PLQWZMJRHVARFU-AGXIJRPPSA-N,480.3365,6.79,[M+H]+,16:1,"PC(O-16:1(9Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
53,LMGP02050030,RVNBVQKDPQVSOY-OAQYLSRUSA-N,468.3127,6.85,[M+H]+,17:0,"PE(17:0/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
54,LMGP01060010,VLBPIWYTPAXCFJ-XMMPIXPASA-N,482.3620,6.87,[M+H]+,16:0,"PC(O-16:0/0:0)","Monoalkylglycerophosphocholines",,"PL"
55,LMGP01070012,KJUNGQXFZYMUOH-FKWLWHCOSA-N,528.3427,6.95,[M+Na]+,18:1,"PC(P-18:1(9Z)/0:0)","1Z-alkenylglycerophosphocholines",,"PL"
56,LMGP01070012,KJUNGQXFZYMUOH-FKWLWHCOSA-N,506.3618,6.95,[M+H]+,18:1,"PC(P-18:1(9Z)/0:0)","1Z-alkenylglycerophosphocholines",,"PL"
57,LMGP01050024,SRRQPVVYXBTRQK-XMMPIXPASA-N,510.3569,7.08,[M+H]+,17:0,"PC(17:0/0:0)","Monoacylglycerophosphocholines",,"PL"
58,LMGP01060034,HEEMBWYZIJABCR-ZXAYODBVSA-N,508.3770,7.11,[M+H]+,18:1,"PC(O-18:1(11Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
58,LMGP01060039,XWYSLMAMRKYUFH-HTOVTZSWSA-N,508.3770,7.11,[M+H]+,18:1,"PC(O-18:1(9Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
59,LMGP01050130,VRVDEVSSPPTZQJ-JKCKFMQZSA-N,536.3744,7.23,[M+H]+,19:1,"PC(19:1(9Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
60,LMGP01070012,KJUNGQXFZYMUOH-FKWLWHCOSA-N,506.3625,7.24,[M+H]+,18:1,"PC(P-18:1(9Z)/0:0)","1Z-alkenylglycerophosphocholines",,"PL"
61,LMGP01060034,HEEMBWYZIJABCR-ZXAYODBVSA-N,508.3776,7.41,[M+H]+,18:1,"PC(O-18:1(11Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
61,LMGP01060039,XWYSLMAMRKYUFH-HTOVTZSWSA-N,508.3776,7.41,[M+H]+,18:1,"PC(O-18:1(9Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
62,LMGP01050076,IQGPMZRCLCCXAG-RUZDIDTESA-N,524.3725,7.73,[M+H]+,18:0,"PC(0:0/18:0)","Monoacylglycerophosphocholines",,"PL"
62,LMGP01050026,IHNKQIMGVNPMTC-RUZDIDTESA-N,524.3725,7.73,[M+H]+,18:0,"PC(18:0/0:0)","Monoacylglycerophosphocholines",,"PL"
63,LMGP01050142,YBUXFQUGNPBZPS-YNBHEIDWSA-N,592.3496,7.74,[M+Na]+,22:5,"LysoPC(22:5(4Z,7Z,10Z,13Z,16Z))","Monoacylglycerophosphocholines",,"PL"
63,LMGP01050143,BIEOSECQPGGZMF-NAIWXXGBSA-N,592.3496,7.74,[M+Na]+,22:5,"LysoPC(22:5(7Z,10Z,13Z,16Z,19Z))","Monoacylglycerophosphocholines",,"PL"
64,LMGP01050076,IQGPMZRCLCCXAG-RUZDIDTESA-N,546.3568,7.75,[M+Na]+,18:0,"PC(0:0/18:0)","Monoacylglycerophosphocholines",,"PL"
