Compound,Adduct info,Approved,Sample,Lipid Class,Num. of samples,Adducts,Has MS/MS,Has OX Chain,StdDev,Area
>>542.3258@3.74,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,12,,N,N,0,266992
>>542.3252@3.73,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,12,,Y,N,0,444679
>>542.3265@3.73,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,12,,Y,N,0,565062
>>542.3256@3.75,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,1,,Y,N,0,486608
>468.3111@3.91,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,942942.8181161977,1198623.5
>>468.3095@3.90,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,12,,N,N,0,674183
>>468.3160@3.91,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,7,,Y,N,0,872113
>>468.3103@3.91,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,12,,Y,N,0,705743
>>468.3103@3.91,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,3,,Y,N,0,1081730
>>468.3105@3.91,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,5,,Y,N,0,834988
>>468.3100@3.90,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,12,,N,N,0,680600
>>468.3157@3.92,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,12,,Y,N,0,3128140
>>468.3116@3.91,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,11,,N,N,0,609697
>>468.3103@3.91,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,12,,N,N,0,608775
>>468.3086@3.91,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,12,,Y,N,0,912426
>>468.3094@3.91,,,"QE_18_45_0,05p_VIS2_20181110102309","1-alkyl,2-acylglycerophosphocholines",3,,Y,N,0,3435240
>>468.3111@3.91,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,6,,Y,N,0,839847
>568.3496@4.15,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,30705.449022068948,112980.575
>>568.3480@4.16,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,3,,N,N,0,122021
>>568.3552@4.13,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,12,,N,N,0,99890
>>568.3476@4.16,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,2,,N,N,0,125205
>>568.3486@4.16,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,4,,N,N,0,74877
>>568.3490@4.15,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,12,,N,N,0,63696
>>568.3490@4.14,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,7,,N,N,0,87665
>>568.3542@4.10,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,12,,Y,N,0,172545
>>568.3488@4.15,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,5,,N,N,0,109610
>>568.3481@4.15,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,12,,N,N,0,137938
>>568.3502@4.18,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,12,,N,N,0,147943
>>568.3488@4.14,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,2,,N,N,0,85764
>>568.3483@4.16,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,12,,Y,N,0,128613
>568.3471@4.25,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,119783.04127784418,344958.68333333335
>>568.3465@4.25,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,12,,Y,N,0,407451
>>568.3463@4.28,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,12,,Y,N,0,59375
>>568.3458@4.25,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,12,,Y,N,0,434928
>>568.3474@4.26,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,10,,Y,N,0,235517
>>568.3468@4.26,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,12,,Y,N,0,290314
>>568.3484@4.25,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,4,,Y,N,0,400011
>>568.3449@4.27,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,12,,N,N,0,210284
>>568.3480@4.25,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,12,,Y,N,0,437204
>>568.3477@4.24,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,4,,Y,N,0,469973
>>568.3472@4.23,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,10,,N,N,0,333989
>>568.3484@4.26,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,12,,Y,N,0,387297
>>568.3479@4.26,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,12,,Y,N,0,473161
>516.3067@4.27,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,114460.89415327864,185690.78333333333
>>516.3063@4.42,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,12,,N,N,0,80802
>>516.3092@4.36,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,4,,N,N,0,120711
>>516.3025@4.42,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,12,,N,N,0,244581
>>516.3027@3.98,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,12,,N,N,0,232522
>>516.3140@4.13,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,11,,N,N,0,75685
>>516.3025@4.14,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,12,,N,N,0,174480
>>516.3111@4.31,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,3,,N,N,0,323098
>>516.3059@4.40,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,12,,N,N,0,98053
>>516.3065@4.36,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,12,,N,N,0,92149
>>516.3075@4.14,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,3,,N,N,0,183207
>>516.3045@4.31,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,11,,Y,N,0,477515
>>516.3073@4.30,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,12,,N,N,0,125487
>568.3410@4.29,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,78058.60956286265,162547.19166666668
>>568.3392@4.26,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,4,,Y,N,0,86713
>>568.3473@4.38,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,12,,Y,N,0,88545
>>568.3397@4.25,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,1,,Y,N,0,192396
>>568.3386@4.25,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,12,,Y,N,0,122724
>>568.3392@4.43,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,5,,Y,N,0,138891
>>568.3395@4.27,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,3,,Y,N,0,127767
>>568.3453@4.41,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,12,,Y,N,0,363392
>>568.3403@4.26,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,3,,Y,N,0,129099
>>568.3432@4.25,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,9,,N,N,0,213856
>>568.3399@4.25,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,12,,N,N,0,230279
>>568.3397@4.28,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,6,,Y,N,0,186080
>>568.3395@4.19,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,5,,Y,N,0,70824
>494.3251@4.31,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,5253503.187307494,5745820
>>494.3240@4.31,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,12,,Y,N,0,3174760
>>494.3306@4.32,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,12,,Y,N,0,2868240
>>494.3236@4.31,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,4,,Y,N,0,2497440
>>494.3235@4.32,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,12,,Y,N,0,3593230
>>494.3240@4.31,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,4,,Y,N,0,3143720
>>494.3249@4.31,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,12,,Y,N,0,3113420
>>494.3297@4.31,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,12,,Y,N,0,15475500
>>494.3243@4.32,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,12,,Y,N,0,2669800
>>494.3243@4.31,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,11,,Y,N,0,3079320
>>494.3233@4.31,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,12,,Y,N,0,6177740
>>494.3248@4.31,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,5,,Y,N,0,18925200
>>494.3245@4.32,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,5,,Y,N,0,4231470
>568.3482@4.34,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,72679.00793839802,409258.9166666667
>>568.3464@4.23,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,12,,Y,N,0,402568
>>568.3546@4.24,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,12,,Y,N,0,404584
>>568.3443@4.44,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,12,,Y,N,0,505392
>>568.3467@4.43,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,5,,Y,N,0,286629
>>568.3470@4.43,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,9,,Y,N,0,294654
>>568.3470@4.25,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,4,,Y,N,0,363550
>>568.3539@4.24,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,12,,Y,N,0,347905
>>568.3468@4.24,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,6,,Y,N,0,464305
>>568.3475@4.25,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,10,,Y,N,0,468079
>>568.3506@4.44,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,12,,N,N,0,415976
>>568.3468@4.41,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,5,,Y,N,0,434775
>>568.3466@4.43,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,12,,Y,N,0,522690
>526.2910@4.39,,Approved,Super Sample,Monoacylglycerophosphoethanolamines,12,,Y,N,44673.681828382374,140809.17500000002
>>526.2900@4.39,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphoethanolamines,12,,N,N,0,138528
>>526.2878@4.29,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphoethanolamines,12,,N,N,0,58035
>>526.2884@4.39,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphoethanolamines,12,,N,N,0,145504
>>526.2921@4.39,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphoethanolamines,4,,N,N,0,131622
>>526.2880@4.38,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphoethanolamines,2,,N,N,0,80654
>>526.2919@4.38,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphoethanolamines,3,,N,N,0,106860
>>526.2951@4.50,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphoethanolamines,12,,N,N,0,210381
>>526.2931@4.39,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphoethanolamines,12,,N,N,0,132632
>>526.2888@4.38,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphoethanolamines,5,,N,N,0,159575
>>526.2915@4.39,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphoethanolamines,12,,Y,N,0,221147
>>526.2916@4.38,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphoethanolamines,12,,N,N,0,141597
>>526.2932@4.37,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphoethanolamines,12,,N,N,0,163176
>544.3419@4.44,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,520046.77205450047,1825810.8333333333
>>544.3399@4.44,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,3,,Y,N,0,1983500
>>544.3477@4.44,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,3,,Y,N,0,1915680
>>544.3411@4.44,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,12,,Y,N,0,1892680
>>544.3392@4.45,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,6,,Y,N,0,2713960
>>544.3399@4.45,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,12,,Y,N,0,1732550
>>544.3424@4.45,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,4,,Y,N,0,1957750
>>544.3462@4.45,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,7,,Y,N,0,2798700
>>544.3414@4.44,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,5,,Y,N,0,1196000
>>544.3414@4.44,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,4,,Y,N,0,1018440
>>544.3397@4.44,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,12,,Y,N,0,1759010
>>544.3407@4.44,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,4,,Y,N,0,1736630
>>544.3428@4.44,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,2,,Y,N,0,1204830
>520.3403@4.53,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,1255773.4612588703,2986547.5
>>520.3399@4.53,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,5,,Y,N,0,2269250
>>520.3467@4.52,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,5,,Y,N,0,2686640
>>520.3396@4.54,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,6,,Y,N,0,2278760
>>520.3389@4.52,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,6,,Y,N,0,2841590
>>520.3385@4.51,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,12,,Y,N,0,2261640
>>520.3404@4.53,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,6,,Y,N,0,2388550
>>520.3435@4.53,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,5,,Y,N,0,6470190
>>520.3402@4.52,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,5,,Y,N,0,2098230
>>520.3401@4.53,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,12,,Y,N,0,1834810
>>520.3363@4.52,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,12,,Y,N,0,3794900
>>520.3394@4.54,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,12,,Y,N,0,4342050
>>520.3399@4.53,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,12,,Y,N,0,2571960
>568.3409@4.55,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,548442.9081480486,1134091.6666666667
>>568.3399@4.55,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphocholines,2,,N,N,0,963858
>>568.3477@4.54,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphocholines,12,,Y,N,0,935169
>>568.3394@4.56,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphocholines,12,,N,N,0,838925
>>568.3394@4.54,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphocholines,12,,Y,N,0,1110170
>>568.3397@4.55,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphocholines,6,,Y,N,0,930392
>>568.3408@4.55,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphocholines,4,,N,N,0,1006070
>>568.3463@4.53,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphocholines,6,,Y,N,0,2542030
>>568.3402@4.55,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphocholines,5,,Y,N,0,660017
>>568.3402@4.55,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphocholines,4,,Y,N,0,616036
>>568.3369@4.55,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphocholines,12,,Y,N,0,878003
>>568.3406@4.54,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphocholines,5,,Y,N,0,2056320
>>568.3403@4.55,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphocholines,12,,Y,N,0,1072110
>502.2940@4.57,,Approved,Super Sample,Monoacylglycerophosphoethanolamines,12,,Y,N,307197.68921018334,1355312.0833333333
>>502.2930@4.57,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphoethanolamines,12,,N,N,0,1080600
>>502.2996@4.56,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphoethanolamines,5,,Y,N,0,1437230
>>502.2913@4.57,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphoethanolamines,11,,Y,N,0,1354140
>>502.2925@4.57,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphoethanolamines,5,,Y,N,0,1421740
>>502.2930@4.57,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphoethanolamines,12,,N,N,0,832825
>>502.2944@4.57,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphoethanolamines,6,,N,N,0,1135670
>>502.2988@4.56,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphoethanolamines,12,,Y,N,0,1943620
>>502.2934@4.57,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphoethanolamines,5,,Y,N,0,1105640
>>502.2932@4.57,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphoethanolamines,4,,Y,N,0,1254690
>>502.2919@4.57,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphoethanolamines,11,,N,N,0,1880600
>>502.2943@4.56,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphoethanolamines,1,,Y,N,0,1297890
>>502.2930@4.57,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphoethanolamines,12,,Y,N,0,1519100
>526.2943@4.65,,Approved,Super Sample,Monoacylglycerophosphoethanolamines,12,,Y,N,138718.12470277832,586865.6666666666
>>526.2931@4.64,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphoethanolamines,12,,Y,N,0,527763
>>526.2999@4.65,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphoethanolamines,4,,Y,N,0,465645
>>526.2927@4.65,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphoethanolamines,12,,N,N,0,515178
>>526.2927@4.65,,,"QE_18_45_0,05p_SIS1_20181110050800",Monoacylglycerophosphoethanolamines,12,,Y,N,0,533446
>>526.2931@4.65,,,"QE_18_45_0,05p_SIS2_20181110054301",Monoacylglycerophosphoethanolamines,12,,N,N,0,331596
>>526.2940@4.65,,,"QE_18_45_0,05p_SIS3_20181110061802",Monoacylglycerophosphoethanolamines,5,,Y,N,0,554828
>>526.2991@4.65,,,"QE_18_45_0,05p_VIR1_20181110124308",Monoacylglycerophosphoethanolamines,12,,Y,N,0,872047
>>526.2935@4.64,,,"QE_18_45_0,05p_VIR2_20181110131811",Monoacylglycerophosphoethanolamines,12,,Y,N,0,536926
>>526.2934@4.65,,,"QE_18_45_0,05p_VIR3_20181110135312",Monoacylglycerophosphoethanolamines,12,,Y,N,0,583819
>>526.2921@4.64,,,"QE_18_45_0,05p_VIS1_20181110094805",Monoacylglycerophosphoethanolamines,11,,Y,N,0,715870
>>526.2938@4.65,,,"QE_18_45_0,05p_VIS2_20181110102309",Monoacylglycerophosphoethanolamines,12,,Y,N,0,777683
>>526.2937@4.65,,,"QE_18_45_0,05p_VIS3_20181110105810",Monoacylglycerophosphoethanolamines,12,,Y,N,0,627587
>478.2941@4.65,,Approved,Super Sample,Monoacylglycerophosphoethanolamines,12,,Y,N,225449.87173776876,435283.9166666667
>>478.2932@4.64,,,"QE_18_45_0,05p_SIR1_20181110072802",Monoacylglycerophosphoethanolamines,12,,N,N,0,231471
>>478.2993@4.65,,,"QE_18_45_0,05p_SIR2_20181110080303",Monoacylglycerophosphoethanolamines,2,,N,N,0,344529
>>478.2929@4.65,,,"QE_18_45_0,05p_SIR3_20181110083804",Monoacylglycerophosphoethanolamines,12,,N,N,0,303257
