Compound,Adduct info,Approved,Sample,Lipid Class,Num. of samples,Adducts,Has MS/MS,Has OX Chain,StdDev,Area
>>476.2789@4.64,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphoethanolamines,1,,Y,N,0,97706
>>476.2788@4.64,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphoethanolamines,5,,Y,N,0,128209
>>476.2789@4.64,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphoethanolamines,12,,Y,N,0,51437
>>476.2789@4.65,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphoethanolamines,5,,Y,N,0,67819
>>476.2787@4.64,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphoethanolamines,2,,Y,N,0,407769
>>476.2787@4.65,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphoethanolamines,1,,Y,N,0,104152
>>476.2789@4.65,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphoethanolamines,5,,Y,N,0,153233
>>476.2787@4.66,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphoethanolamines,4,,Y,N,0,373894
>>476.2788@4.64,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphoethanolamines,6,,Y,N,0,259513
>>476.2789@4.64,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphoethanolamines,4,,Y,N,0,184059
>588.3317@4.75,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,219720.48472742402,791337.75
>>588.3318@4.73,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphocholines,1,,Y,N,0,769515
>>588.3318@4.74,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphocholines,4,,Y,N,0,788006
>>588.3318@4.75,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphocholines,6,,Y,N,0,638079
>>588.3316@4.75,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphocholines,4,,Y,N,0,1087420
>>588.3317@4.74,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphocholines,5,,Y,N,0,847538
>>588.3317@4.75,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphocholines,4,,Y,N,0,835433
>>588.3315@4.74,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphocholines,1,,Y,N,0,1285220
>>588.3316@4.74,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphocholines,4,,Y,N,0,555864
>>588.3317@4.74,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphocholines,2,,Y,N,0,484123
>>588.3317@4.75,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphocholines,1,,Y,N,0,678775
>>588.3316@4.75,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphocholines,12,,Y,N,0,928209
>>588.3317@4.76,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphocholines,2,,Y,N,0,597871
>500.2791@4.81,,Approved,Super Sample,Monoacylglycerophosphoethanolamines,12,,Y,N,236874.06516911692,756940.0833333334
>>500.2792@4.81,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphoethanolamines,1,,Y,N,0,638265
>>500.2791@4.82,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphoethanolamines,1,,Y,N,0,783686
>>500.2791@4.80,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphoethanolamines,4,,Y,N,0,520453
>>500.2790@4.82,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphoethanolamines,12,,Y,N,0,919108
>>500.2791@4.81,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphoethanolamines,4,,Y,N,0,512720
>>500.2790@4.76,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphoethanolamines,2,,Y,N,0,454943
>>500.2789@4.83,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphoethanolamines,1,,Y,N,0,1172350
>>500.2790@4.75,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphoethanolamines,5,,N,N,0,495937
>>500.2791@4.82,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphoethanolamines,12,,Y,N,0,637100
>>500.2791@4.83,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphoethanolamines,1,,Y,N,0,1088500
>>500.2791@4.82,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphoethanolamines,3,,Y,N,0,945691
>>500.2791@4.83,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphoethanolamines,4,,Y,N,0,914528
>500.2791@4.85,,Approved,Super Sample,Monoacylglycerophosphoethanolamines,12,,Y,N,404018.6553001675,2175181.6666666665
>>500.2792@4.86,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphoethanolamines,4,,Y,N,0,2026550
>>500.2791@4.85,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphoethanolamines,1,,Y,N,0,2267180
>>500.2791@4.85,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphoethanolamines,5,,Y,N,0,1935020
>>500.2790@4.86,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphoethanolamines,1,,Y,N,0,2606080
>>500.2791@4.86,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphoethanolamines,11,,Y,N,0,1765810
>>500.2791@4.86,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphoethanolamines,11,,Y,N,0,1675380
>>500.2790@4.85,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphoethanolamines,3,,Y,N,0,2831630
>>500.2791@4.86,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphoethanolamines,5,,Y,N,0,1532340
>>500.2791@4.86,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphoethanolamines,12,,Y,N,0,1974470
>>500.2791@4.85,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphoethanolamines,1,,Y,N,0,2566880
>>500.2790@4.85,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphoethanolamines,7,,Y,N,0,2643280
>>500.2790@4.85,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphoethanolamines,2,,Y,N,0,2277560
>564.3315@4.88,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,654647.9178339343,1509014.1666666667
>>564.3317@4.88,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphocholines,5,,Y,N,0,1249740
>>564.3316@4.89,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphocholines,4,,Y,N,0,1187340
>>564.3315@4.88,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphocholines,3,,Y,N,0,1072350
>>564.3315@4.87,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphocholines,4,,Y,N,0,1360910
>>564.3316@4.88,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphocholines,4,,Y,N,0,1161650
>>564.3315@4.88,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphocholines,12,,Y,N,0,1125170
>>564.3314@4.88,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphocholines,2,,Y,N,0,3149680
>>564.3315@4.88,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphocholines,3,,Y,N,0,1000930
>>564.3315@4.89,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphocholines,12,,Y,N,0,1020820
>>564.3315@4.88,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphocholines,5,,Y,N,0,1575220
>>564.3314@4.89,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphocholines,12,,Y,N,0,2647670
>>564.3315@4.89,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphocholines,3,,Y,N,0,1556690
>476.2789@4.99,,Approved,Super Sample,Monoacylglycerophosphoethanolamines,12,,Y,N,384381.15832851664,727994.1666666666
>>476.2790@5.00,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphoethanolamines,3,,Y,N,0,476112
>>476.2790@4.99,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphoethanolamines,1,,Y,N,0,509584
>>476.2789@4.99,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphoethanolamines,12,,Y,N,0,469524
>>476.2789@4.98,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphoethanolamines,4,,Y,N,0,526004
>>476.2789@4.99,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphoethanolamines,1,,Y,N,0,348262
>>476.2789@5.00,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphoethanolamines,12,,N,N,0,335227
>>476.2788@4.99,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphoethanolamines,3,,Y,N,0,1407340
>>476.2789@5.00,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphoethanolamines,7,,Y,N,0,535965
>>476.2789@4.99,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphoethanolamines,12,,Y,N,0,601115
>>476.2789@4.99,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphoethanolamines,1,,Y,N,0,970477
>>476.2788@4.99,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphoethanolamines,12,,Y,N,0,1474530
>>476.2789@4.99,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphoethanolamines,2,,Y,N,0,1081790
>540.3315@5.52,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,2832930.030800388,1904750.25
>>540.3317@5.52,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphocholines,1,,Y,N,0,634355
>>540.3316@5.53,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphocholines,4,,Y,N,0,509923
>>540.3316@5.52,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphocholines,1,,Y,N,0,407735
>>540.3315@5.52,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphocholines,12,,Y,N,0,723446
>>540.3315@5.52,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphocholines,2,,Y,N,0,570546
>>540.3315@5.52,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphocholines,2,,Y,N,0,582054
>>540.3314@5.52,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphocholines,12,,Y,N,0,7608550
>>540.3315@5.53,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphocholines,1,,Y,N,0,600429
>>540.3314@5.53,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphocholines,12,,Y,N,0,698606
>>540.3315@5.53,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphocholines,4,,Y,N,0,775946
>>540.3314@5.52,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphocholines,3,,Y,N,0,8809660
>>540.3315@5.51,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphocholines,1,,Y,N,0,935753
>590.3473@5.53,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,113335.1795959528,172493.375
>>590.3475@5.52,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphocholines,1,,N,N,0,122897
>>590.3473@5.54,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphocholines,12,,Y,N,0,126831
>>590.3475@5.54,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphocholines,1,,N,N,0,108499
>>590.3472@5.54,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphocholines,5,,Y,N,0,172696
>>590.3473@5.52,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphocholines,5,,Y,N,0,115341
>>590.3473@5.53,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphocholines,12,,N,N,0,132122
>>590.3471@5.53,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphocholines,2,,Y,N,0,465086
>>590.3473@5.53,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphocholines,1,,N,N,0,94936
>>590.3472@5.54,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphocholines,12,,Y,N,0,102346
>>590.3473@5.53,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphocholines,5,,Y,N,0,115619
>>590.3471@5.52,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphocholines,1,,Y,N,0,372131
>>590.3473@5.53,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphocholines,1,,Y,N,0,141417
>502.2947@5.66,,Approved,Super Sample,Monoacylglycerophosphoethanolamines,12,,Y,N,54761.614091431686,161841.76666666666
>>502.2948@5.66,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphoethanolamines,3,,N,N,0,122621
>>502.2948@5.66,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphoethanolamines,12,,N,N,0,140105
>>502.2948@5.65,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphoethanolamines,1,,N,N,0,123563
>>502.2947@5.65,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphoethanolamines,5,,N,N,0,174998
>>502.2948@5.66,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphoethanolamines,12,,N,N,0,94378
>>502.2947@5.66,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphoethanolamines,12,,N,N,0,128091
>>502.2946@5.66,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphoethanolamines,4,,Y,N,0,250313
>>502.2947@5.66,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphoethanolamines,1,,N,N,0,116832
>>502.2946@5.65,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphoethanolamines,12,,N,N,0,151852
>>502.2947@5.66,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphoethanolamines,12,,Y,N,0,165628
>>502.2946@5.66,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphoethanolamines,3,,N,N,0,288936
>>502.2947@5.65,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphoethanolamines,12,,N,N,0,184784
>452.2789@5.69,,Approved,Super Sample,Monoacylglycerophosphoethanolamines,12,,Y,N,597258.17792427,398001.80833333335
>>452.2791@5.69,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphoethanolamines,1,,Y,N,0,46095
>>452.2790@5.68,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphoethanolamines,3,,N,N,0,48607
>>452.2789@5.68,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphoethanolamines,1,,N,N,0,42444
>>452.2789@5.68,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphoethanolamines,3,,Y,N,0,69393
>>452.2789@5.68,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphoethanolamines,12,,N,N,0,47406
>>452.2789@5.69,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphoethanolamines,12,,N,N,0,67949
>>452.2788@5.68,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphoethanolamines,2,,Y,N,0,1361500
>>452.2789@5.68,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphoethanolamines,1,,N,N,0,86547
>>452.2789@5.69,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphoethanolamines,12,,N,N,0,174771
>>452.2789@5.69,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphoethanolamines,12,,N,N,0,121525
>>452.2788@5.68,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphoethanolamines,1,,Y,N,0,1895980
>>452.2789@5.69,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphoethanolamines,1,,Y,N,0,813805
>566.3471@5.88,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,445191.2558180909,432391.6666666667
>>566.3474@5.88,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphocholines,3,,Y,N,0,222399
>>566.3472@5.90,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphocholines,2,,N,N,0,190578
>>566.3472@5.88,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphocholines,3,,N,N,0,150236
>>566.3471@5.88,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphocholines,1,,N,N,0,274000
>>566.3472@5.87,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphocholines,12,,N,N,0,181838
>>566.3471@5.89,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphocholines,1,,N,N,0,233659
>>566.3468@5.88,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphocholines,4,,Y,N,0,1383010
>>566.3471@5.89,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphocholines,2,,N,N,0,214851
>>566.3471@5.88,,,"QE_18_45_0,05p_VIR3",Monoacylglycerophosphocholines,1,,Y,N,0,204502
>>566.3471@5.90,,,"QE_18_45_0,05p_VIS1",Monoacylglycerophosphocholines,12,,Y,N,0,377123
>>566.3466@5.89,,,"QE_18_45_0,05p_VIS2",Monoacylglycerophosphocholines,2,,Y,N,0,1454980
>>566.3471@5.88,,,"QE_18_45_0,05p_VIS3",Monoacylglycerophosphocholines,5,,Y,N,0,301524
>540.3315@5.97,,Approved,Super Sample,Monoacylglycerophosphocholines,12,,Y,N,27938153.210561458,18373646.666666668
>>540.3317@5.97,,,"QE_18_45_0,05p_SIR1",Monoacylglycerophosphocholines,4,,Y,N,0,5753180
>>540.3316@5.98,,,"QE_18_45_0,05p_SIR2",Monoacylglycerophosphocholines,2,,Y,N,0,4740240
>>540.3316@5.97,,,"QE_18_45_0,05p_SIR3",Monoacylglycerophosphocholines,1,,Y,N,0,4014940
>>540.3315@5.97,,,"QE_18_45_0,05p_SIS1",Monoacylglycerophosphocholines,12,,Y,N,0,6803310
>>540.3315@5.96,,,"QE_18_45_0,05p_SIS2",Monoacylglycerophosphocholines,4,,Y,N,0,5049310
>>540.3315@5.97,,,"QE_18_45_0,05p_SIS3",Monoacylglycerophosphocholines,1,,Y,N,0,4651580
>>540.3311@5.95,,,"QE_18_45_0,05p_VIR1",Monoacylglycerophosphocholines,12,,Y,N,0,73849000
>>540.3316@5.97,,,"QE_18_45_0,05p_VIR2",Monoacylglycerophosphocholines,5,,Y,N,0,5102820
