Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
564.3171@5.96,"3","69.70","22.90","83.05","65.10","1","PC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)","C28H48NO7P","Monoacylglycerophosphocholines","20:5","-","541.3168","19.5","[M+Na]+"
518.3212@5.97,"4","99.42","99.73","99.69","89.17","5","PC(0:0/16:0)","C24H50NO7P","Monoacylglycerophosphocholines","16:0","-","495.3325","0.9","[M+Na]+"
,"4","97.94","90.14","97.54","81.03","2","PC(18:3(6Z,9Z,12Z)/0:0)","C26H48NO7P","Monoacylglycerophosphocholines","18:3","-","517.3168","5.5","[M+H]+"
496.3406@5.97,"3","79.21","99.10","98.80","87.13","6","PC(0:0/16:0)","C24H50NO7P","Monoacylglycerophosphocholines","16:0","-","495.3325","1.7","[M+H]+"
,"3","79.17","99.10","98.80","86.40","5","PC(O-14:0/2:0)","C24H50NO7P","1-alkyl,2-acylglycerophosphocholines","16:0","-","495.3325","1.7","[M+H]+"
480.3093@6.06,"3","79.23","99.03","99.01","87.60","1","LysoPE(0:0/18:1(11Z))","C23H46NO7P","Monoacylglycerophosphoethanolamines","18:1","-","479.3012","1.8","[M+H]+"
454.2935@6.12,"3","79.31","99.29","99.52","88.10","2","LysoPE(0:0/16:0)","C21H44NO7P","Monoacylglycerophosphoethanolamines","16:0","-","453.2855","1.6","[M+H]+"
572.3717@6.22,"3","78.58","99.52","90.79","81.78","3","PC(22:4(7Z,10Z,13Z,16Z)/0:0)","C30H54NO7P","Monoacylglycerophosphocholines","22:4","-","571.3638","1.1","[M+H]+"
,"3","76.20","89.43","84.68","60.50","1","PC(20:1(11Z)/0:0)","C28H56NO7P","Monoacylglycerophosphocholines","20:1","-","549.3794","5.3","[M+Na]+"
510.3579@6.27,"3","77.19","92.67","88.71","69.78","1","PC(O-15:0/2:0)","C25H52NO7P","1-alkyl,2-acylglycerophosphocholines","17:0","-","509.3481","4.8","[M+H]+"
,"3","77.04","92.67","88.71","66.72","1","PC(17:0/0:0)","C25H52NO7P","Monoacylglycerophosphocholines","17:0","-","509.3481","4.8","[M+H]+"
544.3390@6.29,"4","99.16","99.21","98.09","86.72","3","LysoPC(20:4(8Z,11Z,14Z,17Z))","C28H50NO7P","Monoacylglycerophosphocholines","20:4","-","543.3325","1.5","[M+H]+"
,"4","98.93","96.86","99.70","85.23","3","LysoPC(18:1(11Z))","C26H52NO7P","Monoacylglycerophosphocholines","18:1","-","521.3481","3.0","[M+Na]+"
522.3565@6.29,"3","79.23","98.45","99.91","87.84","6","LysoPC(18:1(11Z))","C26H52NO7P","Monoacylglycerophosphocholines","18:1","-","521.3481","2.1","[M+H]+"
,"3","79.20","98.45","99.91","87.11","5","PC(O-16:1(11Z)/2:0)","C26H52NO7P","1-alkyl,2-acylglycerophosphocholines","18:1","-","521.3481","2.1","[M+H]+"
,"3","79.20","98.45","99.91","87.11","5","PC(P-16:0/2:0)","C26H52NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","18:0","-","521.3481","2.1","[M+H]+"
550.3517@6.42,"3","77.01","97.86","75.28","69.11","1","PC(16:0/3:1(2E))","C27H52NO8P","Diacylglycerophosphocholines","19:1","-","549.3431","2.4","[M+H]+"
480.3097@6.44,"3","79.08","98.15","99.56","85.76","2","LysoPE(0:0/18:1(11Z))","C23H46NO7P","Monoacylglycerophosphoethanolamines","18:1","-","479.3012","2.5","[M+H]+"
544.3399@6.57,"4","98.74","99.99","98.60","76.18","2","LysoPC(20:4(8Z,11Z,14Z,17Z))","C28H50NO7P","Monoacylglycerophosphocholines","20:4","-","543.3325","0.2","[M+H]+"
,"4","98.09","92.58","99.95","76.63","2","LysoPC(18:1(11Z))","C26H52NO7P","Monoacylglycerophosphocholines","18:1","-","521.3481","4.6","[M+Na]+"
522.3565@6.63,"3","78.99","98.49","96.32","86.52","6","LysoPC(18:1(11Z))","C26H52NO7P","Monoacylglycerophosphocholines","18:1","-","521.3481","2.1","[M+H]+"
,"3","78.96","98.49","96.32","85.82","5","PC(O-16:1(11Z)/2:0)","C26H52NO7P","1-alkyl,2-acylglycerophosphocholines","18:1","-","521.3481","2.1","[M+H]+"
,"3","78.96","98.49","96.32","85.82","5","PC(P-16:0/2:0)","C26H52NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","18:0","-","521.3481","2.1","[M+H]+"
480.3459@6.68,"3","78.31","98.67","98.17","70.71","3","PC(O-16:1(11Z)/0:0)","C24H50NO6P","Monoalkylglycerophosphocholines","16:1","-","479.3376","2.1","[M+H]+"
,"3","78.31","98.67","98.17","70.71","3","PC(O-16:1(1E)/0:0)","C24H50NO6P","1Z-alkenylglycerophosphocholines","16:1","-","479.3376","2.1","[M+H]+"
,"3","78.31","98.67","98.17","70.71","3","PC(P-16:0/0:0)","C24H50NO6P","1Z-alkenylglycerophosphocholines","16:0","-","479.3376","2.1","[M+H]+"
502.3284@6.68,"4","97.68","96.56","76.98","83.42","2","PC(O-16:1(11Z)/0:0)","C24H50NO6P","Monoalkylglycerophosphocholines","16:1","-","479.3376","3.3","[M+Na]+"
,"4","97.68","96.56","76.98","83.42","2","PC(O-16:1(1E)/0:0)","C24H50NO6P","1Z-alkenylglycerophosphocholines","16:1","-","479.3376","3.3","[M+Na]+"
,"4","97.68","96.56","76.98","83.42","2","PC(P-16:0/0:0)","C24H50NO6P","1Z-alkenylglycerophosphocholines","16:0","-","479.3376","3.3","[M+Na]+"
548.3721@6.74,"3","78.82","98.74","97.53","81.39","3","PC(20:2(11Z,14Z)/0:0)","C28H54NO7P","Monoacylglycerophosphocholines","20:2","-","547.3638","1.9","[M+H]+"
,"3","78.80","98.74","97.53","81.07","3","PC(O-18:2(9Z,12Z)/2:0)","C28H54NO7P","1-alkyl,2-acylglycerophosphocholines","20:2","-","547.3638","1.9","[M+H]+"
510.3561@6.76,"3","78.78","99.47","96.56","80.12","3","PC(17:0/0:0)","C25H52NO7P","Monoacylglycerophosphocholines","17:0","-","509.3481","1.3","[M+H]+"
,"3","78.77","99.47","96.56","79.82","3","PC(O-15:0/2:0)","C25H52NO7P","1-alkyl,2-acylglycerophosphocholines","17:0","-","509.3481","1.3","[M+H]+"
480.3094@6.79,"3","78.33","98.75","98.38","70.75","4","PC(15:1(9Z)/0:0)","C23H46NO7P","Monoacylglycerophosphocholines","15:1","-","479.3012","2.0","[M+H]+"
,"3","78.03","98.75","98.38","64.74","2","LysoPE(0:0/18:1(11Z))","C23H46NO7P","Monoacylglycerophosphoethanolamines","18:1","-","479.3012","2.0","[M+H]+"
480.3365@6.79,"3","71.72","40.29","85.29","68.58","3","PC(O-16:1(11Z)/0:0)","C24H50NO6P","Monoalkylglycerophosphocholines","16:1","-","479.3376","17.4","[M+H]+"
,"3","71.72","40.29","85.29","68.58","3","PC(O-16:1(1E)/0:0)","C24H50NO6P","1Z-alkenylglycerophosphocholines","16:1","-","479.3376","17.4","[M+H]+"
,"3","71.72","40.29","85.29","68.58","3","PC(P-16:0/0:0)","C24H50NO6P","1Z-alkenylglycerophosphocholines","16:0","-","479.3376","17.4","[M+H]+"
468.3127@6.85,"3","71.12","79.28","0.00","63.88","1","PE(17:0/0:0)","C22H46NO7P","Monoacylglycerophosphoethanolamines","17:0","-","467.3012","9.0","[M+H]+"
482.3620@6.87,"3","73.29","97.26","0.00","71.30","3","PC(O-16:0/0:0)","C24H52NO6P","Monoalkylglycerophosphocholines","16:0","-","481.3532","3.0","[M+H]+"
528.3427@6.95,"4","97.34","99.92","72.14","74.78","2","PC(P-18:1(9Z)/0:0)","C26H52NO6P","1Z-alkenylglycerophosphocholines","18:1","-","505.3532","0.5","[M+Na]+"
506.3618@6.95,"3","78.31","97.72","99.99","70.69","3","PC(P-18:1(9Z)/0:0)","C26H52NO6P","1Z-alkenylglycerophosphocholines","18:1","-","505.3532","2.7","[M+H]+"
510.3569@7.08,"3","78.65","97.37","98.07","80.26","3","PC(17:0/0:0)","C25H52NO7P","Monoacylglycerophosphocholines","17:0","-","509.3481","2.8","[M+H]+"
,"3","78.64","97.37","98.07","79.96","3","PC(O-15:0/2:0)","C25H52NO7P","1-alkyl,2-acylglycerophosphocholines","17:0","-","509.3481","2.8","[M+H]+"
508.3770@7.11,"3","78.86","98.98","99.90","79.34","3","PC(O-18:1(11Z)/0:0)","C26H54NO6P","Monoalkylglycerophosphocholines","18:1","-","507.3689","1.8","[M+H]+"
,"3","78.86","98.98","99.90","79.34","3","PC(O-18:1(1E)/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:1","-","507.3689","1.8","[M+H]+"
,"3","78.86","98.98","99.90","79.34","3","PC(P-18:0/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:0","-","507.3689","1.8","[M+H]+"
536.3744@7.23,"3","76.96","87.40","87.40","77.01","3","PC(19:1(9Z)/0:0)","C27H54NO7P","Monoacylglycerophosphocholines","19:1","-","535.3638","6.1","[M+H]+"
,"3","76.95","87.40","87.40","76.73","3","PC(O-16:0/3:1(2E))","C27H54NO7P","1-alkyl,2-acylglycerophosphocholines","19:1","-","535.3638","6.1","[M+H]+"
506.3625@7.24,"3","72.39","95.25","0.00","57.28","1","PC(P-18:1(9Z)/0:0)","C26H52NO6P","1Z-alkenylglycerophosphocholines","18:1","-","505.3532","3.9","[M+H]+"
508.3776@7.41,"3","78.38","97.43","99.71","73.10","2","PC(O-18:1(11Z)/0:0)","C26H54NO6P","Monoalkylglycerophosphocholines","18:1","-","507.3689","2.8","[M+H]+"
,"3","78.38","97.43","99.71","73.10","2","PC(O-18:1(1E)/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:1","-","507.3689","2.8","[M+H]+"
,"3","78.38","97.43","99.71","73.10","2","PC(P-18:0/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:0","-","507.3689","2.8","[M+H]+"
524.3725@7.73,"3","78.94","97.40","97.79","86.29","3","PC(0:0/18:0)","C26H54NO7P","Monoacylglycerophosphocholines","18:0","-","523.3638","2.8","[M+H]+"
,"3","78.93","97.40","97.79","85.93","3","PC(O-16:0/2:0)","C26H54NO7P","1-alkyl,2-acylglycerophosphocholines","18:0","-","523.3638","2.8","[M+H]+"
592.3496@7.74,"3","64.60","16.81","0.00","58.40","1","LysoPC(22:5(4Z,7Z,10Z,13Z,16Z))","C30H52NO7P","Monoacylglycerophosphocholines","22:5","-","569.3481","20.7","[M+Na]+"
546.3568@7.75,"4","97.21","83.43","93.36","83.95","3","PC(0:0/18:0)","C26H54NO7P","Monoacylglycerophosphocholines","18:0","-","523.3638","7.0","[M+Na]+"
572.3766@7.82,"4","88.64","46.52","0.00","79.69","3","PC(20:1(11Z)/0:0)","C28H56NO7P","Monoacylglycerophosphocholines","20:1","-","549.3794","13.9","[M+Na]+"
482.3260@7.93,"3","78.85","95.58","98.93","86.85","1","LysoPE(0:0/18:0)","C23H48NO7P","Monoacylglycerophosphoethanolamines","18:0","-","481.3168","3.9","[M+H]+"
550.3918@7.99,"3","76.24","73.01","98.20","80.61","1","PC(O-18:1(10E)/2:0)","C28H56NO7P","1-alkyl,2-acylglycerophosphocholines","20:1","-","549.3794","9.2","[M+H]+"
,"3","76.24","73.01","98.20","80.61","1","PC(P-18:0/2:0)","C28H56NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","20:0","-","549.3794","9.2","[M+H]+"
,"3","76.00","73.01","98.20","75.87","1","PC(20:1(11Z)/0:0)","C28H56NO7P","Monoacylglycerophosphocholines","20:1","-","549.3794","9.2","[M+H]+"
508.3426@8.03,"3","72.52","90.48","0.00","69.51","1","LysoPE(0:0/20:1(11Z))","C25H50NO7P","Monoacylglycerophosphoethanolamines","20:1","-","507.3325","5.5","[M+H]+"
524.3723@8.19,"3","79.15","97.98","99.72","87.23","6","PC(0:0/18:0)","C26H54NO7P","Monoacylglycerophosphocholines","18:0","-","523.3638","2.4","[M+H]+"
,"3","79.11","97.98","99.72","86.49","5","PC(O-16:0/2:0)","C26H54NO7P","1-alkyl,2-acylglycerophosphocholines","18:0","-","523.3638","2.4","[M+H]+"
592.3471@8.20,"3","71.30","32.14","94.66","66.97","1","LysoPC(22:5(4Z,7Z,10Z,13Z,16Z))","C30H52NO7P","Monoacylglycerophosphocholines","22:5","-","569.3481","16.5","[M+Na]+"
546.3550@8.20,"4","98.91","95.03","98.43","89.69","5","PC(0:0/18:0)","C26H54NO7P","Monoacylglycerophosphocholines","18:0","-","523.3638","3.7","[M+Na]+"
,"4","98.90","99.83","97.06","81.34","2","LysoPC(20:3(5Z,8Z,11Z))","C28H52NO7P","Monoacylglycerophosphocholines","20:3","-","545.3481","0.7","[M+H]+"
550.3884@8.28,"3","78.58","96.45","97.77","80.97","3","PC(20:1(11Z)/0:0)","C28H56NO7P","Monoacylglycerophosphocholines","20:1","-","549.3794","3.1","[M+H]+"
,"3","78.57","96.45","97.77","80.66","3","PC(O-18:1(10E)/2:0)","C28H56NO7P","1-alkyl,2-acylglycerophosphocholines","20:1","-","549.3794","3.1","[M+H]+"
,"3","78.57","96.45","97.77","80.66","3","PC(P-18:0/2:0)","C28H56NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","20:0","-","549.3794","3.1","[M+H]+"
572.3760@8.36,"4","95.12","74.20","73.96","80.12","2","PC(22:4(7Z,10Z,13Z,16Z)/0:0)","C30H54NO7P","Monoacylglycerophosphocholines","22:4","-","571.3638","8.7","[M+H]+"
,"4","93.26","51.80","74.35","87.23","4","PC(20:1(11Z)/0:0)","C28H56NO7P","Monoacylglycerophosphocholines","20:1","-","549.3794","12.9","[M+Na]+"
482.3254@8.37,"3","79.08","98.00","99.70","85.88","2","LysoPE(0:0/18:0)","C23H48NO7P","Monoacylglycerophosphoethanolamines","18:0","-","481.3168","2.6","[M+H]+"
508.3410@8.45,"3","72.97","98.19","0.00","63.02","1","LysoPE(0:0/20:1(11Z))","C25H50NO7P","Monoacylglycerophosphoethanolamines","20:1","-","507.3325","2.4","[M+H]+"
550.3901@8.65,"3","72.13","86.80","0.00","69.05","2","PC(20:1(11Z)/0:0)","C28H56NO7P","Monoacylglycerophosphocholines","20:1","-","549.3794","6.2","[M+H]+"
,"3","72.10","86.80","0.00","68.40","2","PC(O-18:1(10E)/2:0)","C28H56NO7P","1-alkyl,2-acylglycerophosphocholines","20:1","-","549.3794","6.2","[M+H]+"
,"3","72.10","86.80","0.00","68.40","2","PC(P-18:0/2:0)","C28H56NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","20:0","-","549.3794","6.2","[M+H]+"
636.4645@8.91,"3","74.49","78.11","77.04","56.57","1","PC(12:0/13:0)","C33H66NO8P","Diacylglycerophosphocholines","25:0","-","635.4526","7.3","[M+H]+"
508.3774@8.93,"3","78.30","97.88","99.98","70.19","3","PC(O-18:1(11Z)/0:0)","C26H54NO6P","Monoalkylglycerophosphocholines","18:1","-","507.3689","2.6","[M+H]+"
,"3","78.30","97.88","99.98","70.19","3","PC(O-18:1(1E)/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:1","-","507.3689","2.6","[M+H]+"
,"3","78.30","97.88","99.98","70.19","3","PC(P-18:0/0:0)","C26H54NO6P","1Z-alkenylglycerophosphocholines","18:0","-","507.3689","2.6","[M+H]+"
536.4083@9.13,"3","73.58","99.11","0.00","73.47","2","PC(P-20:0/0:0)","C28H58NO6P","1Z-alkenylglycerophosphocholines","20:0","-","535.4002","1.6","[M+H]+"
510.3933@9.17,"3","78.52","97.38","99.75","75.89","3","PC(O-18:0/0:0)","C26H56NO6P","Monoalkylglycerophosphocholines","18:0","-","509.3845","2.8","[M+H]+"
538.3883@9.29,"3","78.48","97.03","96.96","78.53","3","PC(19:0/0:0)","C27H56NO7P","Monoacylglycerophosphocholines","19:0","-","537.3794","2.9","[M+H]+"
,"3","78.46","97.03","96.96","78.24","3","PC(O-16:0/3:0)","C27H56NO7P","1-alkyl,2-acylglycerophosphocholines","19:0","-","537.3794","2.9","[M+H]+"
814.6265@9.52,"3","74.98","73.34","97.11","55.75","1","PC(16:0/22:2(13Z,16Z))","C46H88NO8P","Diacylglycerophosphocholines","38:2","-","813.6248","6.8","[M+H]+"
814.6261@9.84,"3","74.35","70.01","82.12","64.83","1","PC(16:0/22:2(13Z,16Z))","C46H88NO8P","Diacylglycerophosphocholines","38:2","-","813.6248","7.3","[M+H]+"
578.4186@10.27,"3","78.04","99.64","92.78","68.79","2","LysoPC(22:1(13Z))","C30H60NO7P","Monoacylglycerophosphocholines","22:1","-","577.4107","0.9","[M+H]+"
790.5606@10.31,"3","70.14","13.64","97.28","78.32","1","PC(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C46H80NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","38:6","-","789.5672","17.6","[M+H]+"
552.4036@10.36,"3","78.70","98.20","99.05","78.64","3","PC(20:0/0:0)","C28H58NO7P","Monoacylglycerophosphocholines","20:0","-","551.3951","2.2","[M+H]+"
,"3","78.69","98.20","99.05","78.35","3","PC(O-16:0/4:0)","C28H58NO7P","1-alkyl,2-acylglycerophosphocholines","20:0","-","551.3951","2.2","[M+H]+"
536.3746@10.44,"3","72.01","85.71","0.00","68.76","2","LysoPE(0:0/22:1(13Z))","C27H54NO7P","Monoacylglycerophosphoethanolamines","22:1","-","535.3638","6.6","[M+H]+"
790.5608@10.60,"3","70.59","14.43","97.41","85.62","3","PC(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C46H80NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","38:6","-","789.5672","17.4","[M+H]+"
