Compound,Adduct info,Approved,Sample,Lipid Class,Num. of samples,Adducts,Has MS/MS,Has OX Chain,StdDev,Area
>802.5652@13.89,,Approved,Super Sample,Diacylglycerophosphocholines,12,,Y,N,17150477.26750062,117797016.66666667
>>802.5653@13.90,,,20181130_neg_SIR1,Diacylglycerophosphocholines,5,,Y,N,0,120053000
>>802.5653@13.89,,,20181130_neg_SIR2,Diacylglycerophosphocholines,12,,Y,N,0,133262000
>>802.5652@13.88,,,20181130_neg_SIR3,Diacylglycerophosphocholines,12,,Y,N,0,107300000
>>802.5653@13.88,,,20181130_neg_SIS2,Diacylglycerophosphocholines,12,,Y,N,0,89247200
>>802.5652@13.92,,,20181130_neg_SIS3,Diacylglycerophosphocholines,12,,Y,N,0,110331000
>>802.5653@13.88,,,20181130_neg_VIR1,Diacylglycerophosphocholines,12,,Y,N,0,162720000
>>802.5653@13.88,,,20181130_neg_VIR2,Diacylglycerophosphocholines,1,,Y,N,0,114807000
>>802.5652@13.90,,,20181130_neg_VIR3,Diacylglycerophosphocholines,12,,Y,N,0,104921000
>>802.5652@13.90,,,20181130_neg_VIS1,Diacylglycerophosphocholines,12,,Y,N,0,125428000
>>802.5652@13.89,,,20181130_neg_VIS2,Diacylglycerophosphocholines,5,,Y,N,0,110670000
>>802.5652@13.89,,,20181130_neg_VIS3,Diacylglycerophosphocholines,12,,Y,N,0,118476000
>>802.5652@13.89,,,20181130_neg_SIS1_20181201153718,Diacylglycerophosphocholines,12,,Y,N,0,116349000
>828.5804@14.11,,Approved,Super Sample,Diacylglycerophosphocholines,12,,Y,N,3361609.9244405534,19077058.333333332
>>828.5803@14.13,,,20181130_neg_SIR1,Diacylglycerophosphoserines,12,,N,N,0,18140300
>>828.5804@14.09,,,20181130_neg_SIR2,Diacylglycerophosphoserines,12,,N,N,0,19441800
>>828.5803@14.11,,,20181130_neg_SIR3,Diacylglycerophosphoserines,12,,N,N,0,16821800
>>828.5806@14.11,,,20181130_neg_SIS2,Diacylglycerophosphoserines,12,,N,N,0,13655800
>>828.5805@14.12,,,20181130_neg_SIS3,Diacylglycerophosphoserines,5,,N,N,0,17019700
>>828.5804@14.11,,,20181130_neg_VIR1,Diacylglycerophosphoserines,12,,N,N,0,26428500
>>828.5803@14.12,,,20181130_neg_VIR2,Diacylglycerophosphoserines,12,,N,N,0,20442200
>>828.5805@14.12,,,20181130_neg_VIR3,Diacylglycerophosphoserines,5,,N,N,0,17744400
>>828.5802@14.13,,,20181130_neg_VIS1,Diacylglycerophosphocholines,12,,Y,N,0,24813700
>>828.5806@14.11,,,20181130_neg_VIS2,Diacylglycerophosphoserines,12,,N,N,0,19225300
>>828.5802@14.12,,,20181130_neg_VIS3,Diacylglycerophosphocholines,12,,Y,N,0,18259600
>>828.5804@14.11,,,20181130_neg_SIS1_20181201153718,Diacylglycerophosphoserines,12,,N,N,0,16931600
>738.5122@14.12,,Approved,Super Sample,Diacylglycerophosphoethanolamines,12,,Y,N,994848.0572774669,3245752.5
>>738.5122@14.13,,,20181130_neg_SIR1,Diacylglycerophosphoethanolamines,12,,N,N,0,2973120
>>738.5123@14.12,,,20181130_neg_SIR2,Diacylglycerophosphoethanolamines,12,,N,N,0,3182590
>>738.5122@14.11,,,20181130_neg_SIR3,Diacylglycerophosphoethanolamines,12,,N,N,0,2087160
>>738.5124@14.11,,,20181130_neg_SIS2,Diacylglycerophosphoethanolamines,12,,N,N,0,1692900
>>738.5121@14.12,,,20181130_neg_SIS3,Diacylglycerophosphoethanolamines,1,,Y,N,0,3363450
>>738.5122@14.11,,,20181130_neg_VIR1,Diacylglycerophosphoethanolamines,12,,Y,N,0,4362120
>>738.5122@14.12,,,20181130_neg_VIR2,Diacylglycerophosphoethanolamines,12,,N,N,0,2490960
>>738.5121@14.12,,,20181130_neg_VIR3,Diacylglycerophosphoethanolamines,12,,Y,N,0,3592980
>>738.5121@14.13,,,20181130_neg_VIS1,Diacylglycerophosphoethanolamines,12,,Y,N,0,5422890
>>738.5121@14.11,,,20181130_neg_VIS2,Diacylglycerophosphoethanolamines,12,,N,N,0,2340460
>>738.5122@14.12,,,20181130_neg_VIS3,Diacylglycerophosphoethanolamines,12,,Y,N,0,3925840
>>738.5121@14.11,,,20181130_neg_SIS1_20181201153718,Diacylglycerophosphoethanolamines,12,,N,N,0,3514560
>878.5977@14.12,,Approved,Super Sample,Diacylglycerophosphocholines,12,,Y,N,23899.68634193879,142974.91666666666
>>878.5979@14.11,,,20181130_neg_SIR1,Diacylglycerophosphocholines,12,,N,N,0,134405
>>878.5977@14.17,,,20181130_neg_SIR2,Diacylglycerophosphocholines,12,,N,N,0,164398
>>878.5977@14.10,,,20181130_neg_SIR3,Diacylglycerophosphocholines,12,,N,N,0,118377
>>878.5977@14.19,,,20181130_neg_SIS2,Diacylglycerophosphocholines,12,,N,N,0,139681
>>878.5977@14.10,,,20181130_neg_SIS3,Diacylglycerophosphocholines,12,,N,N,0,155068
>>878.5978@14.15,,,20181130_neg_VIR1,Diacylglycerophosphocholines,12,,N,N,0,188539
>>878.5978@14.10,,,20181130_neg_VIR2,Diacylglycerophosphocholines,12,,Y,N,0,153250
>>878.5977@14.11,,,20181130_neg_VIR3,Diacylglycerophosphocholines,12,,N,N,0,126394
>>878.5977@14.13,,,20181130_neg_VIS1,Diacylglycerophosphocholines,12,,N,N,0,156684
>>878.5977@14.10,,,20181130_neg_VIS2,Diacylglycerophosphocholines,12,,N,N,0,96673
>>878.5977@14.13,,,20181130_neg_VIS3,Diacylglycerophosphocholines,12,,N,N,0,121564
>>878.5978@14.11,,,20181130_neg_SIS1_20181201153718,Diacylglycerophosphocholines,12,,N,N,0,160666
>764.5281@14.30,,Approved,Super Sample,Diacylglycerophosphoethanolamines,12,,Y,N,601588.0556418755,2513999.1666666665
>>764.5282@14.29,,,20181130_neg_SIR1,Diacylglycerophosphoethanolamines,7,,N,N,0,2396210
>>764.5281@14.31,,,20181130_neg_SIR2,Diacylglycerophosphoethanolamines,12,,N,N,0,2690810
>>764.5282@14.30,,,20181130_neg_SIR3,Diacylglycerophosphoethanolamines,12,,N,N,0,1895530
>>764.5282@14.31,,,20181130_neg_SIS2,Diacylglycerophosphoethanolamines,12,,N,N,0,1690530
>>764.5281@14.29,,,20181130_neg_SIS3,Diacylglycerophosphoethanolamines,12,,N,N,0,2618780
>>764.5281@14.31,,,20181130_neg_VIR1,Diacylglycerophosphoethanolamines,11,,N,N,0,3045880
>>764.5283@14.31,,,20181130_neg_VIR2,Diacylglycerophosphoethanolamines,12,,N,N,0,2227240
>>764.5281@14.31,,,20181130_neg_VIR3,Diacylglycerophosphoethanolamines,12,,N,N,0,2460520
>>764.5281@14.29,,,20181130_neg_VIS1,Diacylglycerophosphoethanolamines,5,,Y,N,0,3847800
>>764.5281@14.28,,,20181130_neg_VIS2,Diacylglycerophosphoethanolamines,12,,N,N,0,1618810
>>764.5281@14.30,,,20181130_neg_VIS3,Diacylglycerophosphoethanolamines,12,,N,N,0,2653650
>>764.5282@14.30,,,20181130_neg_SIS1_20181201153718,Diacylglycerophosphoethanolamines,12,,N,N,0,3022230
>840.5814@14.36,,Approved,Super Sample,Diacylglycerophosphocholines,12,,Y,N,57757.57637170498,237353
>>840.5815@14.35,,,20181130_neg_SIR1,Diacylglycerophosphocholines,12,,N,N,0,233047
>>840.5813@14.35,,,20181130_neg_SIR2,Diacylglycerophosphocholines,12,,Y,N,0,254137
>>840.5815@14.34,,,20181130_neg_SIR3,Diacylglycerophosphocholines,12,,N,N,0,201481
>>840.5816@14.35,,,20181130_neg_SIS2,Diacylglycerophosphocholines,12,,Y,N,0,181797
>>840.5814@14.35,,,20181130_neg_SIS3,Diacylglycerophosphocholines,12,,Y,N,0,280735
>>840.5814@14.37,,,20181130_neg_VIR1,Diacylglycerophosphocholines,12,,N,N,0,385307
>>840.5817@14.38,,,20181130_neg_VIR2,Diacylglycerophosphocholines,12,,N,N,0,199901
>>840.5815@14.34,,,20181130_neg_VIR3,Diacylglycerophosphocholines,12,,N,N,0,188710
>>840.5813@14.37,,,20181130_neg_VIS1,Diacylglycerophosphocholines,12,,N,N,0,263798
>>840.5813@14.36,,,20181130_neg_VIS2,Diacylglycerophosphocholines,12,,N,N,0,179571
>>840.5814@14.35,,,20181130_neg_VIS3,Diacylglycerophosphocholines,12,,N,N,0,196484
>>840.5814@14.35,,,20181130_neg_SIS1_20181201153718,Diacylglycerophosphocholines,12,,N,N,0,283268
>828.5812@14.40,,Approved,Super Sample,Diacylglycerophosphocholines,12,,Y,N,3776085.83938301,21640383.333333332
>>828.5811@14.37,,,20181130_neg_SIR1,Diacylglycerophosphocholines,12,,Y,N,0,21702200
>>828.5811@14.39,,,20181130_neg_SIR2,Diacylglycerophosphocholines,12,,Y,N,0,25251900
>>828.5811@14.38,,,20181130_neg_SIR3,Diacylglycerophosphocholines,12,,Y,N,0,19928100
>>828.5813@14.42,,,20181130_neg_SIS2,Diacylglycerophosphocholines,12,,Y,N,0,15740000
>>828.5812@14.40,,,20181130_neg_SIS3,Diacylglycerophosphocholines,12,,Y,N,0,20263900
>>828.5812@14.39,,,20181130_neg_VIR1,Diacylglycerophosphocholines,12,,Y,N,0,31961200
>>828.5814@14.38,,,20181130_neg_VIR2,Diacylglycerophosphocholines,12,,Y,N,0,19401300
>>828.5812@14.40,,,20181130_neg_VIR3,Diacylglycerophosphocholines,12,,Y,N,0,20742600
>>828.5811@14.40,,,20181130_neg_VIS1,Diacylglycerophosphocholines,12,,Y,N,0,22989500
>>828.5812@14.40,,,20181130_neg_VIS2,Diacylglycerophosphocholines,12,,Y,N,0,19894500
>>828.5812@14.41,,,20181130_neg_VIS3,Diacylglycerophosphocholines,12,,Y,N,0,20651300
>>828.5812@14.39,,,20181130_neg_SIS1_20181201153718,Diacylglycerophosphocholines,12,,Y,N,0,21158100
>810.5702@14.52,,Approved,Super Sample,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,11768467.765067404,25476941.666666668
>>810.5702@14.51,,,20181130_neg_SIR1,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,37278700
>>810.5702@14.50,,,20181130_neg_SIR2,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,38141000
>>810.5702@14.50,,,20181130_neg_SIR3,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,34642200
>>810.5704@14.53,,,20181130_neg_SIS2,"1-alkyl,2-acylglycerophosphocholines",4,,Y,N,0,26120900
>>810.5701@14.49,,,20181130_neg_SIS3,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,38251700
>>810.5701@14.51,,,20181130_neg_VIR1,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,20407800
>>810.5703@14.52,,,20181130_neg_VIR2,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,14586200
>>810.5703@14.52,,,20181130_neg_VIR3,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,13591800
>>810.5701@14.53,,,20181130_neg_VIS1,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,15920300
>>810.5703@14.52,,,20181130_neg_VIS2,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,10568500
>>810.5702@14.54,,,20181130_neg_VIS3,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,12268800
>>810.5702@14.50,,,20181130_neg_SIS1_20181201153718,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,43945400
>746.5174@14.57,,Approved,Super Sample,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,Y,N,1207507.9623555627,2958397.5
>>746.5174@14.57,,,20181130_neg_SIR1,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,N,N,0,2385720
>>746.5174@14.57,,,20181130_neg_SIR2,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,N,N,0,2574200
>>746.5174@14.56,,,20181130_neg_SIR3,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,N,N,0,1772070
>>746.5174@14.56,,,20181130_neg_SIS2,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,N,N,0,1317450
>>746.5173@14.57,,,20181130_neg_SIS3,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,N,N,0,3224800
>>746.5174@14.57,,,20181130_neg_VIR1,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",4,,N,N,0,4408110
>>746.5175@14.56,,,20181130_neg_VIR2,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,N,N,0,2335540
>>746.5174@14.57,,,20181130_neg_VIR3,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,Y,N,0,3494270
>>746.5173@14.57,,,20181130_neg_VIS1,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,Y,N,0,6081880
>>746.5174@14.57,,,20181130_neg_VIS2,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,N,N,0,2665630
>>746.5174@14.58,,,20181130_neg_VIS3,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,N,N,0,2661610
>>746.5173@14.56,,,20181130_neg_SIS1_20181201153718,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",12,,N,N,0,2579490
>786.5702@14.71,,Approved,Super Sample,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,5245900.030552961,19453666.666666668
>>786.5702@14.71,,,20181130_neg_SIR1,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,26426500
>>786.5702@14.69,,,20181130_neg_SIR2,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,24520800
>>786.5702@14.69,,,20181130_neg_SIR3,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,22500600
>>786.5703@14.69,,,20181130_neg_SIS2,"1-alkyl,2-acylglycerophosphocholines",5,,Y,N,0,17796000
>>786.5702@14.69,,,20181130_neg_SIS3,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,23330000
>>786.5701@14.72,,,20181130_neg_VIR1,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,21601100
>>786.5702@14.72,,,20181130_neg_VIR2,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,11215800
>>786.5702@14.72,,,20181130_neg_VIR3,"1-alkyl,2-acylglycerophosphocholines",12,,Y,N,0,13095200
>>786.5702@14.71,,,20181130_neg_VIS1,"1-alkyl,2-acylglycerophosphocholines",5,,Y,N,0,17246400
