GroupId,ID,Inchi,m/z,RT,Adduct,Sum composition,Common name,Lipid class,Session,Identification name
17,LMGP01050029,ADOCFGYWKPSJCY-UPTOSOBMSA-N,566.3471,5.88,[M+HCOO]-,18:1,"PC(18:1(6Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
18,LMGP01050074,NEGQHKSYEYVFTD-HSZRJFAPSA-N,540.3315,5.97,[M+HCOO]-,16:0,"PC(0:0/16:0)","Monoacylglycerophosphocholines",,"PL"
18,LMGP01050018,ASWBNKHCZGQVJV-HSZRJFAPSA-N,540.3315,5.97,[M+HCOO]-,16:0,"PC(16:0/0:0)","Monoacylglycerophosphocholines",,"PL"
18,LMGP01050113,ASWBNKHCZGQVJV-UHFFFAOYSA-N,540.3315,5.97,[M+HCOO]-,16:0,"PC(16:0/0:0)","Monoacylglycerophosphocholines",,"PL"
19,LMGP02050039,CZYOFWNORPEFDG-KOIKXXGWSA-N,478.2944,6.06,[M-H]-,18:1,"LysoPE(0:0/18:1(11Z))","Monoacylglycerophosphoethanolamines",,"PL"
19,LMGP02050040,NOVZJYYJYIFXJC-MZMPXXGTSA-N,478.2944,6.06,[M-H]-,18:1,"LysoPE(0:0/18:1(9Z))","Monoacylglycerophosphoethanolamines",,"PL"
19,LMGP02050064,WAYKKNOEMJFLDI-KOIKXXGWSA-N,478.2944,6.06,[M-H]-,18:1,"LysoPE(18:1(11Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
19,LMGP02050004,PYVRVRFVLRNJLY-MZMPXXGTSA-N,478.2944,6.06,[M-H]-,18:1,"PE(18:1(9Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
20,LMGP10050042,LPQBQFLKBCPNAV-GOSISDBHSA-N,409.2270,6.07,[M-H]-,16:0,"LPA(0:0/16:0)","Monoacylglycerophosphates",,"PL"
20,LMGP10050006,YNDYKPRNFWPPFU-GOSISDBHSA-N,409.2270,6.07,[M-H]-,16:0,"PA(16:0/0:0)","Monoacylglycerophosphates",,"PL"
21,LMGP02050036,CKPBBEOJHAPPBT-HXUWFJFHSA-N,452.2789,6.12,[M-H]-,16:0,"LysoPE(0:0/16:0)","Monoacylglycerophosphoethanolamines",,"PL"
21,LMGP02050002,YVYMBNSKXOXSKW-HXUWFJFHSA-N,452.2789,6.12,[M-H]-,16:0,"PE(16:0/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
22,LMGP01050138,PZRFVAHZNWPPAC-VBKSFVIKSA-N,566.3472,6.29,[M+HCOO]-,18:1,"LysoPC(18:1(11Z))","Monoacylglycerophosphocholines",,"PL"
22,LMGP01050079,LXHJYOQXXHUOHA-UPTOSOBMSA-N,566.3472,6.29,[M+HCOO]-,18:1,"PC(0:0/18:1(6Z))","Monoacylglycerophosphocholines",,"PL"
22,LMGP01050080,SULIDBRAXVDKBU-ZOGNMOHXSA-N,566.3472,6.29,[M+HCOO]-,18:1,"PC(0:0/18:1(9E))","Monoacylglycerophosphocholines",,"PL"
22,LMGP01050082,SULIDBRAXVDKBU-PTGWMXDISA-N,566.3472,6.29,[M+HCOO]-,18:1,"PC(0:0/18:1(9Z))","Monoacylglycerophosphocholines",,"PL"
22,LMGP01050029,ADOCFGYWKPSJCY-UPTOSOBMSA-N,566.3472,6.29,[M+HCOO]-,18:1,"PC(18:1(6Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
23,LMGP02050057,VLFJNHPNIOTOOA-YMIVKDKMSA-N,528.3104,6.36,[M-H]-,22:4,"LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))","Monoacylglycerophosphoethanolamines",,"PL"
23,LMGP02050014,NJHKGJJIKOCCMZ-YMIVKDKMSA-N,528.3104,6.36,[M-H]-,22:4,"PE(22:4(7Z,10Z,13Z,16Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
24,LMGP02050039,CZYOFWNORPEFDG-KOIKXXGWSA-N,478.2946,6.44,[M-H]-,18:1,"LysoPE(0:0/18:1(11Z))","Monoacylglycerophosphoethanolamines",,"PL"
24,LMGP02050040,NOVZJYYJYIFXJC-MZMPXXGTSA-N,478.2946,6.44,[M-H]-,18:1,"LysoPE(0:0/18:1(9Z))","Monoacylglycerophosphoethanolamines",,"PL"
24,LMGP02050064,WAYKKNOEMJFLDI-KOIKXXGWSA-N,478.2946,6.44,[M-H]-,18:1,"LysoPE(18:1(11Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
24,LMGP02050004,PYVRVRFVLRNJLY-MZMPXXGTSA-N,478.2946,6.44,[M-H]-,18:1,"PE(18:1(9Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
25,LMGP04010255,VHCFOXWHBIUJJP-MQBWKQMVSA-N,731.4836,6.62,[M-H]-,33:2,"PG(17:1(9Z)/16:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
25,LMGP04010209,RXDPMCKQCCBDSO-MQBWKQMVSA-N,731.4836,6.62,[M-H]-,33:2,"PG(16:1(9Z)/17:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
26,LMGP01050138,PZRFVAHZNWPPAC-VBKSFVIKSA-N,566.3472,6.62,[M+HCOO]-,18:1,"LysoPC(18:1(11Z))","Monoacylglycerophosphocholines",,"PL"
26,LMGP01050079,LXHJYOQXXHUOHA-UPTOSOBMSA-N,566.3472,6.62,[M+HCOO]-,18:1,"PC(0:0/18:1(6Z))","Monoacylglycerophosphocholines",,"PL"
26,LMGP01050080,SULIDBRAXVDKBU-ZOGNMOHXSA-N,566.3472,6.62,[M+HCOO]-,18:1,"PC(0:0/18:1(9E))","Monoacylglycerophosphocholines",,"PL"
26,LMGP01050082,SULIDBRAXVDKBU-PTGWMXDISA-N,566.3472,6.62,[M+HCOO]-,18:1,"PC(0:0/18:1(9Z))","Monoacylglycerophosphocholines",,"PL"
26,LMGP01050029,ADOCFGYWKPSJCY-UPTOSOBMSA-N,566.3472,6.62,[M+HCOO]-,18:1,"PC(18:1(6Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
27,LMGP01060028,CSVZQGDLAXUFQD-XXXZYALBSA-N,524.3365,6.66,[M+HCOO]-,16:1,"PC(O-16:1(11Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
27,LMGP01060029,PLQWZMJRHVARFU-NFPSEPLVSA-N,524.3365,6.66,[M+HCOO]-,16:1,"PC(O-16:1(9E)/0:0)","Monoalkylglycerophosphocholines",,"PL"
27,LMGP01060031,PLQWZMJRHVARFU-AGXIJRPPSA-N,524.3365,6.66,[M+HCOO]-,16:1,"PC(O-16:1(9Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
28,LMGP02050039,CZYOFWNORPEFDG-KOIKXXGWSA-N,478.2946,6.78,[M-H]-,18:1,"LysoPE(0:0/18:1(11Z))","Monoacylglycerophosphoethanolamines",,"PL"
28,LMGP02050040,NOVZJYYJYIFXJC-MZMPXXGTSA-N,478.2946,6.78,[M-H]-,18:1,"LysoPE(0:0/18:1(9Z))","Monoacylglycerophosphoethanolamines",,"PL"
28,LMGP02050064,WAYKKNOEMJFLDI-KOIKXXGWSA-N,478.2946,6.78,[M-H]-,18:1,"LysoPE(18:1(11Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
28,LMGP02050004,PYVRVRFVLRNJLY-MZMPXXGTSA-N,478.2946,6.78,[M-H]-,18:1,"PE(18:1(9Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
29,LMGP01060010,VLBPIWYTPAXCFJ-XMMPIXPASA-N,526.3521,6.86,[M+HCOO]-,16:0,"PC(O-16:0/0:0)","Monoalkylglycerophosphocholines",,"PL"
30,LMGP02070001,QYTPGOPLNFESQC-NUTQULCTSA-N,436.2839,6.87,[M-H]-,16:0,"PE(P-16:0/0:0)","1Z-alkenylglycerophosphoethanolamines",,"PL"
31,LMGP06050004,MXAFDFDAIFZFET-HULSJBAWSA-N,599.3213,6.94,[M-H]-,18:0,"PI(18:0/0:0)","Monoacylglycerophosphoinositols",,"PL"
32,LMGP01070012,KJUNGQXFZYMUOH-FKWLWHCOSA-N,550.3524,6.94,[M+HCOO]-,18:1,"PC(P-18:1(9Z)/0:0)","1Z-alkenylglycerophosphocholines",,"PL"
33,LMGP01060034,HEEMBWYZIJABCR-ZXAYODBVSA-N,552.3680,7.10,[M+HCOO]-,18:1,"PC(O-18:1(11Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
33,LMGP01060039,XWYSLMAMRKYUFH-HTOVTZSWSA-N,552.3680,7.10,[M+HCOO]-,18:1,"PC(O-18:1(9Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
34,LMGP02050030,RVNBVQKDPQVSOY-OAQYLSRUSA-N,466.2976,7.20,[M-H]-,17:0,"PE(17:0/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
35,LMGP01050076,IQGPMZRCLCCXAG-RUZDIDTESA-N,568.3628,7.71,[M+HCOO]-,18:0,"PC(0:0/18:0)","Monoacylglycerophosphocholines",,"PL"
35,LMGP01050026,IHNKQIMGVNPMTC-RUZDIDTESA-N,568.3628,7.71,[M+HCOO]-,18:0,"PC(18:0/0:0)","Monoacylglycerophosphocholines",,"PL"
36,LMGP02050038,KIHAGWUUUHJRMS-JOCHJYFZSA-N,480.3101,7.93,[M-H]-,18:0,"LysoPE(0:0/18:0)","Monoacylglycerophosphoethanolamines",,"PL"
36,LMGP02050001,BBYWOYAFBUOUFP-JOCHJYFZSA-N,480.3101,7.93,[M-H]-,18:0,"PE(18:0/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
37,LMGP10050043,RPAOEHFOGLEBTJ-HXUWFJFHSA-N,437.2583,8.03,[M-H]-,18:0,"LPA(0:0/18:0)","Monoacylglycerophosphates",,"PL"
37,LMGP10050005,LAYXSTYJRSVXIH-HXUWFJFHSA-N,437.2583,8.03,[M-H]-,18:0,"PA(18:0/0:0)","Monoacylglycerophosphates",,"PL"
38,LMGP01050076,IQGPMZRCLCCXAG-RUZDIDTESA-N,568.3627,8.18,[M+HCOO]-,18:0,"PC(0:0/18:0)","Monoacylglycerophosphocholines",,"PL"
38,LMGP01050026,IHNKQIMGVNPMTC-RUZDIDTESA-N,568.3627,8.18,[M+HCOO]-,18:0,"PC(18:0/0:0)","Monoacylglycerophosphocholines",,"PL"
39,LMGP01050131,YYSFWGQAKJTHRE-MEOKJUQFSA-N,594.3784,8.27,[M+HCOO]-,20:1,"PC(20:1(11Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
39,LMGP01050047,GJTDRNFWIDPARY-GTPZACKGSA-N,594.3784,8.27,[M+HCOO]-,20:1,"PC(20:1(9Z)/0:0)","Monoacylglycerophosphocholines",,"PL"
40,LMGP04010492,QRSHKROOJVNJFH-XABOAZGISA-N,787.5513,8.31,[M-H]-,37:2,"PG(19:1(9Z)/18:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
40,LMGP04010333,MESQKFRYTBATBY-XABOAZGISA-N,787.5513,8.31,[M-H]-,37:2,"PG(18:1(9Z)/19:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
41,LMGP04010893,STEDXSJDFPVFJC-KOXHLKJNSA-N,761.5352,8.34,[M-H]-,35:1,"PG(17:0/18:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
41,LMGP04010327,WXNDWBCNJOAEJF-KOXHLKJNSA-N,761.5352,8.34,[M-H]-,35:1,"PG(18:1(9Z)/17:0)","Diacylglycerophosphoglycerols",,"PL"
42,LMGP04010229,ILTOCVUJZXMWRV-PQQNNWGCSA-N,735.5202,8.36,[M-H]-,33:0,"PG(17:0/16:0)","Diacylglycerophosphoglycerols",,"PL"
42,LMGP04010909,MXWSMQMRZPPNRI-PQQNNWGCSA-N,735.5202,8.36,[M-H]-,33:0,"PG(16:0/17:0)","Diacylglycerophosphoglycerols",,"PL"
43,LMGP02050038,KIHAGWUUUHJRMS-JOCHJYFZSA-N,480.3101,8.37,[M-H]-,18:0,"LysoPE(0:0/18:0)","Monoacylglycerophosphoethanolamines",,"PL"
43,LMGP02050001,BBYWOYAFBUOUFP-JOCHJYFZSA-N,480.3101,8.37,[M-H]-,18:0,"PE(18:0/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
44,LMGP02050046,DGAUETYRWFLGRT-OPSAWKISSA-N,506.3257,8.44,[M-H]-,20:1,"LysoPE(0:0/20:1(11Z))","Monoacylglycerophosphoethanolamines",,"PL"
44,LMGP02050020,JEAGLCKGAKACCE-OPSAWKISSA-N,506.3257,8.44,[M-H]-,20:1,"PE(20:1(11Z)/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
45,LMGP04010492,QRSHKROOJVNJFH-XABOAZGISA-N,787.5521,8.59,[M-H]-,37:2,"PG(19:1(9Z)/18:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
45,LMGP04010333,MESQKFRYTBATBY-XABOAZGISA-N,787.5521,8.59,[M-H]-,37:2,"PG(18:1(9Z)/19:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
46,LMGP01060034,HEEMBWYZIJABCR-ZXAYODBVSA-N,552.3679,8.92,[M+HCOO]-,18:1,"PC(O-18:1(11Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
46,LMGP01060039,XWYSLMAMRKYUFH-HTOVTZSWSA-N,552.3679,8.92,[M+HCOO]-,18:1,"PC(O-18:1(9Z)/0:0)","Monoalkylglycerophosphocholines",,"PL"
47,LMGP02060004,CDONWGCJDDHTLP-DJYGDJEFSA-N,464.3152,9.16,[M-H]-,18:1,"PE(O-18:1(9Z)/0:0)","Monoalkylglycerophosphoethanolamines",,"PL"
48,LMGP04010869,ZQALHXMPRQEQHT-WVILEFPPSA-N,791.5839,10.53,[M-H]-,37:0,"PG(19:0/18:0)","Diacylglycerophosphoglycerols",,"PL"
48,LMGP04010317,XQABIPXCSRJGET-WVILEFPPSA-N,791.5839,10.53,[M-H]-,37:0,"PG(18:0/19:0)","Diacylglycerophosphoglycerols",,"PL"
49,LMGP10010907,MIXAOIFLPJPSKQ-YUUQBSMXSA-N,669.4598,10.77,[M-H]-,34:3,"PA(16:0/18:3(6Z,9Z,12Z))","Diacylglycerophosphates",,"PL"
49,LMGP10010975,IBNMUXZRFLNINV-RGDIWOFYSA-N,669.4598,10.77,[M-H]-,34:3,"PA(16:0/18:3(9Z,12Z,15Z))","Diacylglycerophosphates",,"PL"
49,LMGP10010370,GMNDLIZNSCIYPM-WQWKIVPWSA-N,669.4598,10.77,[M-H]-,34:3,"PA(18:3(6Z,9Z,12Z)/16:0)","Diacylglycerophosphates",,"PL"
49,LMGP10010956,VZBBQXRIBJJUEM-RGDIWOFYSA-N,669.4598,10.77,[M-H]-,34:3,"PA(18:3(9Z,12Z,15Z)/16:0)","Diacylglycerophosphates",,"PL"
50,LMGP02050038,KIHAGWUUUHJRMS-JOCHJYFZSA-N,480.3100,11.97,[M-H]-,18:0,"LysoPE(0:0/18:0)","Monoacylglycerophosphoethanolamines",,"PL"
50,LMGP02050001,BBYWOYAFBUOUFP-JOCHJYFZSA-N,480.3100,11.97,[M-H]-,18:0,"PE(18:0/0:0)","Monoacylglycerophosphoethanolamines",,"PL"
51,LMGP04010875,MMWTVDJVEFZVRA-KJNUSYEHSA-N,793.5043,13.48,[M-H]-,38:6,"PG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","Diacylglycerophosphoglycerols",,"PL"
51,LMGP04010632,OEXRCXMBSGRBLG-AQGDJTQGSA-N,793.5043,13.48,[M-H]-,38:6,"PG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))","Diacylglycerophosphoglycerols",,"PL"
52,LMGP04010956,AKWGRDPPGYFWIW-IYYSTRLISA-N,769.5042,13.57,[M-H]-,36:4,"PG(18:2(9Z,12Z)/18:2(9Z,12Z))","Diacylglycerophosphoglycerols",,"PL"
53,LMGP04010330,DZFSSBHYSJDYFN-MNHFJEBCSA-N,769.5041,13.88,[M-H]-,36:4,"PG(18:1(9Z)/18:3(6Z,9Z,12Z))","Diacylglycerophosphoglycerols",,"PL"
53,LMGP04010880,SPLOPJJVMQWFIT-SILBTBCMSA-N,769.5041,13.88,[M-H]-,36:4,"PG(18:1(9Z)/18:3(9Z,12Z,15Z))","Diacylglycerophosphoglycerols",,"PL"
53,LMGP04010378,ABTXGGZXXIHNDW-QLADQEJGSA-N,769.5041,13.88,[M-H]-,36:4,"PG(18:3(6Z,9Z,12Z)/18:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
53,LMGP04010874,JOAKZDPNBIREMY-ZKYOWWIASA-N,769.5041,13.88,[M-H]-,36:4,"PG(18:3(9Z,12Z,15Z)/18:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
54,LMGP04010828,CAYNNAPUMJLPCS-JAHUGASZSA-N,819.5202,14.08,[M-H]-,40:7,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))","Diacylglycerophosphoglycerols",,"PL"
54,LMGP04010043,FZJRPYWBMGYDIA-JJTNLPPNSA-N,819.5202,14.08,[M-H]-,40:7,"PG(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Diacylglycerophosphoglycerols",,"PL"
55,LMGP01011938,QLOSWBMEWOBGRF-WCDBWOAWSA-N,848.5464,14.08,[M+HCOO]-,38:7,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","Diacylglycerophosphocholines",,"PL"
