GroupId,ID,Inchi,m/z,RT,Adduct,Sum composition,Common name,Lipid class,Session,Identification name
9,LMGP01010007,IIZPXYDJLKNOIY-JXPKJXOSSA-N,826.5656,13.76,[M+HCOO]-,36:4,"PC(16:0/20:4(5Z,8Z,11Z,14Z))","Diacylglycerophosphocholines",,"PL"
9,LMGP01012136,JAVWFBAAZSHHAD-HCYAGMRRSA-N,826.5656,13.76,[M+HCOO]-,36:4,"PC(16:0/20:4(8Z,11Z,14Z,17Z))","Diacylglycerophosphocholines",,"PL"
9,LMGP01011049,PUDHBQQGURLBGJ-IVFHWKNFSA-N,826.5656,13.76,[M+HCOO]-,36:4,"PC(20:4(5Z,8Z,11Z,14Z)/16:0)","Diacylglycerophosphocholines",,"PL"
9,LMGP01011056,JWAPTBDWCHGPTG-JQQBZAOGSA-N,826.5656,13.76,[M+HCOO]-,36:4,"PC(20:4(8E,11E,14E,17E)/16:0)","Diacylglycerophosphocholines",,"PL"
10,LMGP01010585,YIESKSYNEFFZIQ-CUXJVTSPSA-N,802.5652,13.89,[M+HCOO]-,34:2,"PC(16:0/18:2(10E,12Z))","Diacylglycerophosphocholines",,"PL"
10,LMGP01010586,SRVZLYMJPFUQMZ-GAFNOKDPSA-N,802.5652,13.89,[M+HCOO]-,34:2,"PC(16:0/18:2(11Z,13Z))","Diacylglycerophosphocholines",,"PL"
10,LMGP01010587,CFORBWCMGILWNN-ONIHBDGASA-N,802.5652,13.89,[M+HCOO]-,34:2,"PC(16:0/18:2(2E,4E))","Diacylglycerophosphocholines",,"PL"
10,LMGP01010588,CFORBWCMGILWNN-DTYIFQBKSA-N,802.5652,13.89,[M+HCOO]-,34:2,"PC(16:0/18:2(2Z,4Z))","Diacylglycerophosphocholines",,"PL"
10,LMGP01010589,NVWYLRLKCCCUBZ-PNKFPDHGSA-N,802.5652,13.89,[M+HCOO]-,34:2,"PC(16:0/18:2(6Z,9Z))","Diacylglycerophosphocholines",,"PL"
11,LMGP01012149,YBNAKFLXDDROCX-YGRWKTHCSA-N,828.5804,14.11,[M+HCOO]-,36:3,"PC(18:1(11Z)/18:2(9Z,12Z))","Diacylglycerophosphocholines",,"PL"
11,LMGP01010893,BXRLDROZWDUSGM-ZRYFCQOPSA-N,828.5804,14.11,[M+HCOO]-,36:3,"PC(18:1(9Z)/18:2(6Z,9Z))","Diacylglycerophosphocholines",,"PL"
11,LMGP01010895,GDWULUGDXGHJIJ-VJHNMZKJSA-N,828.5804,14.11,[M+HCOO]-,36:3,"PC(18:1(9Z)/18:2(9Z,12Z))","Diacylglycerophosphocholines",,"PL"
11,LMGP01012168,YPAZQMWFRMHBBM-CLKMJQEKSA-N,828.5804,14.11,[M+HCOO]-,36:3,"PC(18:2(9Z,12Z)/18:1(11Z))","Diacylglycerophosphocholines",,"PL"
11,LMGP01011624,RTAZWRZKFSTMOY-NMSVECGZSA-N,828.5804,14.11,[M+HCOO]-,36:3,"PC(18:2(9Z,12Z)/18:1(9Z))","Diacylglycerophosphocholines",,"PL"
12,LMGP02010096,DRIVXEVMDWCWLI-CAQMIEAISA-N,738.5122,14.12,[M-H]-,36:4,"PE(16:0/20:4(5Z,8Z,11Z,14Z))","Diacylglycerophosphoethanolamines",,"PL"
12,LMGP02011174,DUQDVNACTOXOJA-KTKXOIIHSA-N,738.5122,14.12,[M-H]-,36:4,"PE(20:4(5Z,8Z,11Z,14Z)/16:0)","Diacylglycerophosphoethanolamines",,"PL"
13,LMGP01010846,FYVNIFOYDIIODX-KNKJIUSSSA-N,878.5977,14.12,[M+HCOO]-,40:6,"PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))","Diacylglycerophosphocholines",,"PL"
14,LMGP02011196,PECSWFQRRFRZPW-BHPGJWMBSA-N,764.5281,14.30,[M-H]-,38:5,"PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Diacylglycerophosphoethanolamines",,"PL"
14,LMGP02010944,VFUVYNGTMNUBMF-ZRVIQYDLSA-N,764.5281,14.30,[M-H]-,38:5,"PE(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))","Diacylglycerophosphoethanolamines",,"PL"
15,LMGP01010003,MHUZXLUKTLNHIX-GUNPMBPGSA-N,840.5814,14.36,[M+HCOO]-,37:4,"PC(17:0/20:4(5Z,8Z,11Z,14Z))","Diacylglycerophosphocholines",,"PL"
15,LMGP01011904,PGAZAOMIVQMATM-ZDVDLFHWSA-N,840.5814,14.36,[M+HCOO]-,37:4,"PC(20:4(5Z,8Z,11Z,14Z)/17:0)","Diacylglycerophosphocholines",,"PL"
16,LMGP01010622,XMZFUVYOYPLVOA-VLHUWQDUSA-N,828.5812,14.40,[M+HCOO]-,36:3,"PC(16:0/20:3(5Z,8Z,11Z))","Diacylglycerophosphocholines",,"PL"
16,LMGP01010624,SRIGHEHXEGELQJ-GDRFEWIRSA-N,828.5812,14.40,[M+HCOO]-,36:3,"PC(16:0/20:3(8E,11E,14E))","Diacylglycerophosphocholines",,"PL"
16,LMGP01010627,SRIGHEHXEGELQJ-YYQUKWHJSA-N,828.5812,14.40,[M+HCOO]-,36:3,"PC(16:0/20:3(8Z,11Z,14Z))","Diacylglycerophosphocholines",,"PL"
16,LMGP01012194,LLSOYDYFSWVKOU-ZOVMTBBQSA-N,828.5812,14.40,[M+HCOO]-,36:3,"PC(20:3(5Z,8Z,11Z)/16:0)","Diacylglycerophosphocholines",,"PL"
16,LMGP01011872,YKSVDDIMSQYNID-YYQUKWHJSA-N,828.5812,14.40,[M+HCOO]-,36:3,"PC(20:3(8Z,11Z,14Z)/16:0)","Diacylglycerophosphocholines",,"PL"
17,LMGP01020259,VXQMCPDKMGAOGH-FXKNWVBBSA-N,810.5702,14.52,[M+HCOO]-,36:5,"PC(O-16:1(9Z)/20:4(8Z,11Z,14Z,17Z))","1-alkyl,2-acylglycerophosphocholines",,"PL"
18,LMGP02030001,WVGALBKSWOUIEZ-XNHMFJFDSA-N,746.5174,14.57,[M-H]-,38:6,"PE(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",,"PL"
19,LMGP01020257,AXCLECQLCBWNLZ-KZZBVOOISA-N,786.5702,14.71,[M+HCOO]-,34:3,"PC(O-16:1(9Z)/18:2(9Z,12Z))","1-alkyl,2-acylglycerophosphocholines",,"PL"
20,LMGP01011505,ZSKWZJYUVZYDQU-WESJWMGVSA-N,816.5810,14.75,[M+HCOO]-,35:2,"PC(17:0/18:2(9Z,12Z))","Diacylglycerophosphocholines",,"PL"
20,LMGP01011621,MJWAVUYQCBFFHQ-WESJWMGVSA-N,816.5810,14.75,[M+HCOO]-,35:2,"PC(18:2(9Z,12Z)/17:0)","Diacylglycerophosphocholines",,"PL"
21,LMGP01010564,KILNVBDSWZSGLL-KXQOOQHDSA-N,778.5649,14.86,[M+HCOO]-,32:0,"PC(16:0/16:0)","Diacylglycerophosphocholines",,"PL"
22,LMGP02030093,UUYSKERSKRMYME-MAIXUNBTSA-N,722.5169,14.90,[M-H]-,36:4,"PE(P-16:0/20:4(5Z,8Z,11Z,14Z))","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",,"PL"
23,LMGP02030094,LJVXDBWIBQQKFU-CCJYEBHUSA-N,698.5167,15.09,[M-H]-,34:2,"PE(P-16:0/18:2(9Z,12Z))","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",,"PL"
24,LMGP02010816,RGDYSRMAXMIKAU-KBHGYQQUSA-N,778.5441,15.18,[M-H]-,39:5,"PE(19:1(9Z)/20:4(5Z,8Z,11Z,14Z))","Diacylglycerophosphoethanolamines",,"PL"
24,LMGP02010950,ZMYSNFNAXZUJEC-YKTMGWPJSA-N,778.5441,15.18,[M-H]-,39:5,"PE(20:4(5Z,8Z,11Z,14Z)/19:1(9Z))","Diacylglycerophosphoethanolamines",,"PL"
25,LMGP01010836,ASKAFYPATPMUAD-PMXUJQMFSA-N,830.5968,15.28,[M+HCOO]-,36:2,"PC(18:1(10Z)/18:1(10Z))","Diacylglycerophosphocholines",,"PL"
25,LMGP01010837,XUCDYRWWRZBNCQ-MFLKKAITSA-N,830.5968,15.28,[M+HCOO]-,36:2,"PC(18:1(11E)/18:1(11E))","Diacylglycerophosphocholines",,"PL"
25,LMGP01010841,XUCDYRWWRZBNCQ-BHOZFUPKSA-N,830.5968,15.28,[M+HCOO]-,36:2,"PC(18:1(11Z)/18:1(11Z))","Diacylglycerophosphocholines",,"PL"
25,LMGP01012148,FOECFSINPHCSNE-IYXNDCFRSA-N,830.5968,15.28,[M+HCOO]-,36:2,"PC(18:1(11Z)/18:1(9Z))","Diacylglycerophosphocholines",,"PL"
25,LMGP01010849,FLQLRTHFLXTOQR-OISCKDSMSA-N,830.5968,15.28,[M+HCOO]-,36:2,"PC(18:1(12Z)/18:1(12Z))","Diacylglycerophosphocholines",,"PL"
26,LMGP02010010,LYJWNHGFGVVCAO-IEHWZJNJSA-N,716.5276,15.44,[M-H]-,34:1,"PE(16:0/18:1(11Z))","Diacylglycerophosphoethanolamines",,"PL"
26,LMGP02010311,DJFPPOZEZQGHHJ-QGBSNROPSA-N,716.5276,15.44,[M-H]-,34:1,"PE(16:0/18:1(7Z))","Diacylglycerophosphoethanolamines",,"PL"
26,LMGP02010009,FHQVHHIBKUMWTI-OTMQOFQLSA-N,716.5276,15.44,[M-H]-,34:1,"PE(16:0/18:1(9Z))","Diacylglycerophosphoethanolamines",,"PL"
26,LMGP02010099,DVXMEPWDARXHCX-OTMQOFQLSA-N,716.5276,15.44,[M-H]-,34:1,"PE(18:1(9Z)/16:0)","Diacylglycerophosphoethanolamines",,"PL"
27,LMGP01010802,PSVRFUPOQYJOOZ-QNPWAGBNSA-N,854.5974,15.44,[M+HCOO]-,38:4,"PC(18:0/20:4(5Z,8Z,11Z,14Z))","Diacylglycerophosphocholines",,"PL"
27,LMGP01010804,ISIMLRCPRMOPDS-LBYIXAPGSA-N,854.5974,15.44,[M+HCOO]-,38:4,"PC(18:0/20:4(8Z,10Z,12Z,14Z))","Diacylglycerophosphocholines",,"PL"
27,LMGP01012144,HAKKEJDMTIQLJH-UGKDIXSWSA-N,854.5974,15.44,[M+HCOO]-,38:4,"PC(18:0/20:4(8Z,11Z,14Z,17Z))","Diacylglycerophosphocholines",,"PL"
27,LMGP01011907,DNYKSJQVBCVGOF-LCKGXUDJSA-N,854.5974,15.44,[M+HCOO]-,38:4,"PC(20:4(5Z,8Z,11Z,14Z)/18:0)","Diacylglycerophosphocholines",,"PL"
28,LMGP01010816,GLPAGCOJQYNMCC-NEEAVLKMSA-N,880.6133,15.55,[M+HCOO]-,40:5,"PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))","Diacylglycerophosphocholines",,"PL"
28,LMGP01010818,MAAMGQXOTCBPFS-JPGWWKBXSA-N,880.6133,15.55,[M+HCOO]-,40:5,"PC(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","Diacylglycerophosphocholines",,"PL"
29,LMGP01010764,GEBIVJZAMTZGNL-PQZYZDDCSA-N,830.5971,15.57,[M+HCOO]-,36:2,"PC(18:0/18:2(10Z,12Z))","Diacylglycerophosphocholines",,"PL"
29,LMGP01010765,DTPHOVXVLBUQRC-BIFUJNFHSA-N,830.5971,15.57,[M+HCOO]-,36:2,"PC(18:0/18:2(2E,4E))","Diacylglycerophosphocholines",,"PL"
29,LMGP01010766,PNNRCVLUZNDRRG-SGMTWIHVSA-N,830.5971,15.57,[M+HCOO]-,36:2,"PC(18:0/18:2(6Z,9Z))","Diacylglycerophosphocholines",,"PL"
29,LMGP01010768,FORFDCPQKJHEBF-VPUSDGANSA-N,830.5971,15.57,[M+HCOO]-,36:2,"PC(18:0/18:2(9Z,12Z))","Diacylglycerophosphocholines",,"PL"
29,LMGP01010935,DZPKSVTWWIZUMS-FPUNCOTOSA-N,830.5971,15.57,[M+HCOO]-,36:2,"PC(18:2(9Z,12Z)/18:0)","Diacylglycerophosphocholines",,"PL"
30,LMGP02010109,PFJVXUYPMJAMEJ-MLEXSCAZSA-N,742.5435,15.62,[M-H]-,36:2,"PE(18:1(6Z)/18:1(6Z))","Diacylglycerophosphoethanolamines",,"PL"
30,LMGP02010039,MWRBNPKJOOWZPW-GPADLTIESA-N,742.5435,15.62,[M-H]-,36:2,"PE(18:1(9E)/18:1(9E))","Diacylglycerophosphoethanolamines",,"PL"
30,LMGP02010052,MWRBNPKJOOWZPW-NYVOMTAGSA-N,742.5435,15.62,[M-H]-,36:2,"PE(18:1(9Z)/18:1(9Z))","Diacylglycerophosphoethanolamines",,"PL"
31,LMGP02010129,ANRKEHNWXKCXDB-GKGUFKCQSA-N,766.5438,15.77,[M-H]-,38:4,"PE(18:0/20:4(5E,8E,11E,14E))","Diacylglycerophosphoethanolamines",,"PL"
31,LMGP02010118,ANRKEHNWXKCXDB-BHFWLYLHSA-N,766.5438,15.77,[M-H]-,38:4,"PE(18:0/20:4(5Z,8Z,11Z,14Z))","Diacylglycerophosphoethanolamines",,"PL"
31,LMGP02010943,FKCXXHSNNJJOHT-WKYUVXQZSA-N,766.5438,15.77,[M-H]-,38:4,"PE(20:4(5Z,8Z,11Z,14Z)/18:0)","Diacylglycerophosphoethanolamines",,"PL"
32,LMGP02010044,YDTWOEYVDRKKCR-KNERPIHHSA-N,742.5436,15.91,[M-H]-,36:2,"PE(18:0/18:2(9Z,12Z))","Diacylglycerophosphoethanolamines",,"PL"
32,LMGP02011193,DXXUYBAISOHOLM-XRIXOMQFSA-N,742.5436,15.91,[M-H]-,36:2,"PE(18:2(9Z,12Z)/18:0)","Diacylglycerophosphoethanolamines",,"PL"
33,LMGP02030033,KHJSJYFSBVDACH-LNCIMUPZSA-N,750.5487,16.04,[M-H]-,38:4,"PE(P-16:0/22:4(7Z,10Z,13Z,16Z))","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",,"PL"
34,LMGP01010795,CXHPMDBXIXXMJY-RSQXMHELSA-N,856.6131,16.06,[M+HCOO]-,38:3,"PC(18:0/20:3(5Z,11Z,14Z))","Diacylglycerophosphocholines",,"PL"
34,LMGP01010796,QXDDDGCNWRUEFM-UMKMFDOBSA-N,856.6131,16.06,[M+HCOO]-,38:3,"PC(18:0/20:3(5Z,8Z,11Z))","Diacylglycerophosphocholines",,"PL"
34,LMGP01010798,UIZSCWYWQVXNRL-JUGVZLPZSA-N,856.6131,16.06,[M+HCOO]-,38:3,"PC(18:0/20:3(5Z,8Z,14Z))","Diacylglycerophosphocholines",,"PL"
34,LMGP01010799,VGSUMLIRUGDCTF-NSMRCOLJSA-N,856.6131,16.06,[M+HCOO]-,38:3,"PC(18:0/20:3(8Z,11Z,14Z))","Diacylglycerophosphocholines",,"PL"
34,LMGP01012196,ZQCXMBYHCICNPX-FIAOWNBRSA-N,856.6131,16.06,[M+HCOO]-,38:3,"PC(20:3(5Z,8Z,11Z)/18:0)","Diacylglycerophosphocholines",,"PL"
35,LMGP01030137,SOSODLPIZNSISY-WDMTWABASA-N,814.6020,16.09,[M+HCOO]-,36:2,"PC(P-18:1(11Z)/18:1(11Z))","1-(1Z-alkenyl),2-acylglycerophosphocholines",,"PL"
36,LMGP01020157,VJNPDLZENXBRLB-MQEDXBOASA-N,838.6023,16.20,[M+HCOO]-,38:5,"PC(O-18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","1-alkyl,2-acylglycerophosphocholines",,"PL"
36,LMGP01020267,YPEVVVCDYBKGNI-XVPBXHJGSA-N,838.6023,16.20,[M+HCOO]-,38:5,"PC(O-18:1(9Z)/20:4(8Z,11Z,14Z,17Z))","1-alkyl,2-acylglycerophosphocholines",,"PL"
37,LMGP01020262,KBRIWDRDGVERBB-VXKJXORPSA-N,814.6020,16.40,[M+HCOO]-,36:3,"PC(O-18:1(11Z)/18:2(9Z,12Z))","1-alkyl,2-acylglycerophosphocholines",,"PL"
37,LMGP01020264,MFZLAZYUXHHSIA-HVODBARTSA-N,814.6020,16.40,[M+HCOO]-,36:3,"PC(O-18:1(9Z)/18:2(9Z,12Z))","1-alkyl,2-acylglycerophosphocholines",,"PL"
38,LMGP01020100,GBNPCIWXLWZJGA-RIBNYSSJSA-N,840.6175,16.49,[M+HCOO]-,38:4,"PC(O-18:0/20:4(5E,8E,11E,14E))","1-alkyl,2-acylglycerophosphocholines",,"PL"
38,LMGP01020102,GBNPCIWXLWZJGA-IGBSIYCFSA-N,840.6175,16.49,[M+HCOO]-,38:4,"PC(O-18:0/20:4(5Z,8Z,11Z,14Z))","1-alkyl,2-acylglycerophosphocholines",,"PL"
38,LMGP01020247,PTKWWHCMNOQBSL-TXZKCYEUSA-N,840.6175,16.49,[M+HCOO]-,38:4,"PC(O-18:0/20:4(8Z,11Z,14Z,17Z))","1-alkyl,2-acylglycerophosphocholines",,"PL"
39,LMGP01010573,PZNPLUBHRSSFHT-RRHRGVEJSA-N,806.5966,16.52,[M+HCOO]-,34:0,"PC(16:0/18:0)","Diacylglycerophosphocholines",,"PL"
39,LMGP01010742,BYSIMVBIJVBVPA-RRHRGVEJSA-N,806.5966,16.52,[M+HCOO]-,34:0,"PC(18:0/16:0)","Diacylglycerophosphocholines",,"PL"
40,LMGP02030003,URPXXNCTXCOATD-FXMFQVEGSA-N,750.5486,16.54,[M-H]-,38:4,"PE(P-18:0/20:4(5Z,8Z,11Z,14Z))","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",,"PL"
41,LMGP01030131,GDXHWAGFLXXWJB-FJXNGXPBSA-N,840.6179,16.68,[M+HCOO]-,38:3,"PC(P-18:0/20:3(5Z,8Z,11Z))","1-(1Z-alkenyl),2-acylglycerophosphocholines",,"PL"
41,LMGP01030067,LIRPHCPLRLOMHJ-ABWFFGIPSA-N,840.6179,16.68,[M+HCOO]-,38:3,"PC(P-18:0/20:3(8Z,11Z,14Z))","1-(1Z-alkenyl),2-acylglycerophosphocholines",,"PL"
42,LMGP02030046,XVXISDREVDGQPX-PISDLAQISA-N,726.5484,16.71,[M-H]-,36:2,"PE(P-18:0/18:2(9Z,12Z))","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",,"PL"
43,LMGP01011817,QLEJPADMSQQACL-WWUFLCHTSA-N,858.6286,16.74,[M+HCOO]-,38:2,"PC(20:1(11Z)/18:1(9Z))","Diacylglycerophosphocholines",,"PL"
43,LMGP01010843,AJYXDMLIYIHUFX-ZLSPUOOPSA-N,858.6286,16.74,[M+HCOO]-,38:2,"PC(18:1(11Z)/20:1(13Z))","Diacylglycerophosphocholines",,"PL"
43,LMGP01011607,JLDQDLKBBDQYDE-WWUFLCHTSA-N,858.6286,16.74,[M+HCOO]-,38:2,"PC(18:1(9Z)/20:1(11Z))","Diacylglycerophosphocholines",,"PL"
44,LMGP01030131,GDXHWAGFLXXWJB-FJXNGXPBSA-N,840.6179,16.75,[M+HCOO]-,38:3,"PC(P-18:0/20:3(5Z,8Z,11Z))","1-(1Z-alkenyl),2-acylglycerophosphocholines",,"PL"
44,LMGP01030067,LIRPHCPLRLOMHJ-ABWFFGIPSA-N,840.6179,16.75,[M+HCOO]-,38:3,"PC(P-18:0/20:3(8Z,11Z,14Z))","1-(1Z-alkenyl),2-acylglycerophosphocholines",,"PL"
45,LMGP02010301,WSWNJUNALUVXPR-BKXBVWNCSA-N,744.5592,17.01,[M-H]-,36:1,"PE(18:0/18:1(7Z))","Diacylglycerophosphoethanolamines",,"PL"
45,LMGP02010036,JQKOHRZNEOQNJE-DJEJVYNPSA-N,744.5592,17.01,[M-H]-,36:1,"PE(18:0/18:1(9Z))","Diacylglycerophosphoethanolamines",,"PL"
45,LMGP02010050,LICSIKXBSOVGBP-VEAYGOGPSA-N,744.5592,17.01,[M-H]-,36:1,"PE(18:1(9Z)/18:0)","Diacylglycerophosphoethanolamines",,"PL"
46,LMGP03010334,OAUIATRHRWHGPG-FWRYTQSPSA-N,812.5475,17.01,[M-H]-,38:3,"PS(18:1(9Z)/20:2(11Z,14Z))","Diacylglycerophosphoserines",,"PL"
46,LMGP03010570,SNOIVUPTLYIGOE-FWRYTQSPSA-N,812.5475,17.01,[M-H]-,38:3,"PS(20:2(11Z,14Z)/18:1(9Z))","Diacylglycerophosphoserines",,"PL"
47,LMGP02030061,TVTRPEJBOGUHBJ-IKHSQHJKSA-N,778.5804,17.59,[M-H]-,40:4,"PE(P-18:0/22:4(7Z,10Z,13Z,16Z))","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",,"PL"
48,LMGP01020086,GTFLTTXDLGEBAI-VQJSHJPSSA-N,792.6172,17.62,[M+HCOO]-,34:0,"PC(O-18:0/16:0)","1-alkyl,2-acylglycerophosphocholines",,"PL"
49,LMGP01020086,GTFLTTXDLGEBAI-VQJSHJPSSA-N,792.6172,17.63,[M+HCOO]-,34:0,"PC(O-18:0/16:0)","1-alkyl,2-acylglycerophosphocholines",,"PL"
50,LMGP02030004,XVYPOHCSLJZFED-QZEVRULJSA-N,728.5641,17.80,[M-H]-,36:1,"PE(P-18:0/18:1(9Z))","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",,"PL"
